clip_idx,tier,gt,need_weighted_clip,critical_weighted_clip,clip_mean,clip_top3,video_id,category,adqa_v4_adqa,mean_need,adqa_v4_adqa_adqa_norm_clip,adqa_v4_adqa_adqa_difficulty_raw,adqa_v4_adqa_adqa_difficulty_norm_global,need_weighted_clip_norm_clip,adqa_v4_adqa_ensemble_fixed50_need_weighted_clip,adqa_v4_adqa_ensemble_adaptive_need_need_weighted_clip,adqa_v4_adqa_ensemble_difficulty_need_weighted_clip,critical_weighted_clip_norm_clip,adqa_v4_adqa_ensemble_fixed50_critical_weighted_clip,adqa_v4_adqa_ensemble_adaptive_need_critical_weighted_clip,adqa_v4_adqa_ensemble_difficulty_critical_weighted_clip,clip_mean_norm_clip,adqa_v4_adqa_ensemble_fixed50_clip_mean,adqa_v4_adqa_ensemble_adaptive_need_clip_mean,adqa_v4_adqa_ensemble_difficulty_clip_mean,clip_top3_norm_clip,adqa_v4_adqa_ensemble_fixed50_clip_top3,adqa_v4_adqa_ensemble_adaptive_need_clip_top3,adqa_v4_adqa_ensemble_difficulty_clip_top3,adqa_source,adqa_metric,adqa_tribe_claude_adqa,adqa_tribe_claude_adqa_adqa_norm_clip,adqa_tribe_claude_adqa_adqa_difficulty_raw,adqa_tribe_claude_adqa_adqa_difficulty_norm_global,adqa_tribe_claude_adqa_ensemble_fixed50_need_weighted_clip,adqa_tribe_claude_adqa_ensemble_adaptive_need_need_weighted_clip,adqa_tribe_claude_adqa_ensemble_difficulty_need_weighted_clip,adqa_tribe_claude_adqa_ensemble_fixed50_critical_weighted_clip,adqa_tribe_claude_adqa_ensemble_adaptive_need_critical_weighted_clip,adqa_tribe_claude_adqa_ensemble_difficulty_critical_weighted_clip,adqa_tribe_claude_adqa_ensemble_fixed50_clip_mean,adqa_tribe_claude_adqa_ensemble_adaptive_need_clip_mean,adqa_tribe_claude_adqa_ensemble_difficulty_clip_mean,adqa_tribe_claude_adqa_ensemble_fixed50_clip_top3,adqa_tribe_claude_adqa_ensemble_adaptive_need_clip_top3,adqa_tribe_claude_adqa_ensemble_difficulty_clip_top3,adqa_tribe_claude_need_weighted_adqa,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_adqa_norm_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_adqa_difficulty_raw,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_adqa_difficulty_norm_global,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_fixed50_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_adaptive_need_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_difficulty_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_fixed50_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_adaptive_need_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_difficulty_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_fixed50_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_adaptive_need_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_difficulty_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_fixed50_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_adaptive_need_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_difficulty_clip_top3,adqa_tribe_claude_uniform_adqa,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_adqa_norm_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_adqa_difficulty_raw,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_adqa_difficulty_norm_global,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_fixed50_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_adaptive_need_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_difficulty_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_fixed50_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_adaptive_need_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_difficulty_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_fixed50_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_adaptive_need_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_difficulty_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_fixed50_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_adaptive_need_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_difficulty_clip_top3,adqa_tribe_claude_high_need_adqa,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_adqa_norm_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_adqa_difficulty_raw,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_adqa_difficulty_norm_global,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_fixed50_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_adaptive_need_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_difficulty_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_fixed50_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_adaptive_need_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_difficulty_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_fixed50_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_adaptive_need_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_difficulty_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_fixed50_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_adaptive_need_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_difficulty_clip_top3
3,tier3_va11y,3,0.2826483864365068,0.2792262236277262,0.2846048697829246,0.2879016233815087,vLGOZvJ_v4Q_000285_000295,Food & Cooking,0.7,0.3732172811284784,1.0,1.1168144540747724,0.47514213926927457,1.0,1.0,1.0,0.7375710696346373,1.0,1.0,1.0,0.7375710696346373,1.0,1.0,1.0,0.7375710696346373,1.0,1.0,1.0,0.7375710696346373,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tier0_cross,0,0.0459422123059406,0.0487606900164502,0.0390895435586571,0.0491151598592599,B0EKYDSv_yQ_000002_000012,Food & Cooking,0.0,0.1987337515089805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tier1_vatex_short,1,0.2743568552929199,0.2764042480490954,0.2688308248917262,0.2773583564493391,B0EKYDSv_yQ_000002_000012,Food & Cooking,0.3,0.1987337515089805,0.5,0.3744073840186997,0.1592894188929859,0.8558972524291567,0.6779486262145784,0.7851684563021717,0.5075933356610713,0.8603624416228375,0.6801812208114187,0.7887462616961949,0.5098259302579117,0.8473220808937105,0.6736610404468553,0.7782974607757978,0.5033057498933482,0.8600401518365812,0.6800200759182906,0.7884880217682344,0.5096647853647835,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tier2_vatex_long,2,0.3128137816896563,0.3133509917540041,0.3102276225884756,0.3145018352402581,B0EKYDSv_yQ_000002_000012,Food & Cooking,0.3,0.1987337515089805,0.5,0.3744073840186997,0.1592894188929859,1.0,0.75,0.9006331242455097,0.5796447094464929,1.0,0.75,0.9006331242455097,0.5796447094464929,1.0,0.75,0.9006331242455097,0.5796447094464929,1.0,0.75,0.9006331242455097,0.5796447094464929,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tier3_va11y,3,0.277314855049345,0.2791647675131926,0.2729678710301717,0.2815400560696919,B0EKYDSv_yQ_000002_000012,Food & Cooking,0.6,0.1987337515089805,1.0,0.7488147680373994,0.3185788377859718,0.8669812347479027,0.9334906173739513,0.8934165529875444,0.5927800362669372,0.8707956262330403,0.9353978131165201,0.8964728961431168,0.594687232009506,0.8625801595569829,0.9312900797784914,0.8898901199799892,0.5905794986714773,0.8757971585301141,0.937898579265057,0.9004804551634997,0.5971879981580429,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tier0_cross,0,0.0346886033597574,0.0346886033597574,0.0357692528826495,0.0395629592239856,PbGvLf7HvXQ_000063_000073,Food & Cooking,0.0,0.6596447063981404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tier1_vatex_short,1,0.2728793614033037,0.2728793614033037,0.2731368492046992,0.2746855517228444,PbGvLf7HvXQ_000063_000073,Food & Cooking,0.2,0.6596447063981404,0.25,0.5876212409787162,0.25,0.80856744871579,0.529283724357895,0.4401113880041043,0.529283724357895,0.80856744871579,0.529283724357895,0.4401113880041043,0.529283724357895,0.8061373307224139,0.528068665361207,0.43928428448098167,0.528068665361207,0.7981889297255255,0.5240944648627628,0.43657900412602035,0.5240944648627628,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tier2_vatex_long,2,0.2925696768533395,0.2925696768533395,0.2928292279442152,0.29652781618966,PbGvLf7HvXQ_000063_000073,Food & Cooking,0.6,0.6596447063981404,0.7499999999999999,1.7628637229361483,0.75,0.8754086152606896,0.8127043076303447,0.7926834860672546,0.8127043076303448,0.8754086152606896,0.8127043076303447,0.7926834860672546,0.8127043076303448,0.8730157163092572,0.8115078581546286,0.7918690502420802,0.8115078581546287,0.8723385616782016,0.8111692808391007,0.7916385770788135,0.8111692808391008,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tier3_va11y,3,0.329272262919456,0.329272262919456,0.3302198226253192,0.3341330587863922,PbGvLf7HvXQ_000063_000073,Food & Cooking,0.8,0.6596447063981404,1.0,2.3504849639148646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tier0_cross,0,0.0674954413093687,0.066409113506476,0.0701933155457178,0.0715448467267884,0HEi6q3bGaw_000011_000021,Travel,0.0,0.3976061903273661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tier1_vatex_short,1,0.264067840571134,0.2650264898935954,0.264129213988781,0.2651810546716054,0HEi6q3bGaw_000011_000021,Travel,0.2,0.3976061903273661,0.28571428571428575,0.33200872384244523,0.1412511583522177,1.0,0.6428571428571429,0.7159955783375956,0.5706255791761088,1.0,0.6428571428571429,0.7159955783375956,0.5706255791761088,1.0,0.6428571428571429,0.7159955783375956,0.5706255791761088,1.0,0.6428571428571429,0.7159955783375956,0.5706255791761088,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tier2_vatex_long,2,0.2438119444652534,0.2444631904363632,0.2446236728380124,0.2463179959191216,0HEi6q3bGaw_000011_000021,Travel,0.2,0.3976061903273661,0.28571428571428575,0.33200872384244523,0.1412511583522177,0.8969545257525859,0.5913344057334359,0.6539216225361726,0.5191028420524018,0.896467772199584,0.5910910289569349,0.653628405209008,0.5188594652759009,0.8994227406717322,0.592568513193009,0.655408459924408,0.520336949511975,0.9025850642672187,0.5941496749907522,0.6573134240825107,0.5219181113097182,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
