video_id,category,target,pro_margin,score_col,mean_need,max_need,mean_speech_density,mean_standard_slot_score,slot_frac,need_z,speech_z,slot_z,social_scene,proxy_collision,social_collision_boundary,social_need_boundary,social_only,slotable_inverse,surface,secondary_surface,reason,risk,compute_tier,person_terms,emotion_terms,spatial_terms,aesthetic_terms,action_terms,audio_overlap_proxy
rGQ64NXktF8_000006_000016,People & Vlogs,0,0.0486398637294769,clip_top3,0.7124013095476356,1.0,0.2374467999999999,0.6346911232873584,0.875,0.9602193195729998,0.2374467999999999,0.8154323664438609,1.0,0.228001004730786,1.228001004730786,1.960219319573,1.0,0.1845676335561391,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,2,0,3,1,1,0.4
EA3HCx0yTIY_000281_000291,Music,0,0.0413486361503601,clip_top3,0.5156120954559382,1.0,0.3272057942057943,0.4731624468508097,0.75,0.5093240817814076,0.3272057942057943,0.6079051046901701,1.0,0.1666537906874224,1.1666537906874224,1.5093240817814078,1.0,0.3920948953098299,identity_chip,detail_chip,social_collision_with_many_people_terms_needs_identity_or_relation_memory,low,cloud,4,0,0,3,1,0.0909
_TKzyWZHjm8_000002_000012,Health & Wellness,0,0.0220040082931518,clip_top3,0.4004360596631198,1.0,0.4667101898101897,0.2189490159323424,0.5,0.2454258478949863,0.4667101898101897,0.2812992141240817,1.0,0.1145427440553958,1.114542744055396,1.2454258478949862,1.0,0.7187007858759182,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,2,0,3,0,0,0.0541
BHxn3qfPAl4_000018_000028,Health & Wellness,1,-0.0584897547960281,clip_top3,0.6164655106355541,1.0,0.0330068999999999,0.7200005464527628,1.0,0.740405469190768,0.0330068999999999,0.9250353879126691,1.0,0.0244384892810327,1.0244384892810328,1.740405469190768,1.0,0.0749646120873308,identity_chip,detail_chip,social_collision_with_many_people_terms_needs_identity_or_relation_memory,low,cloud,4,0,1,0,2,0.1481
gFBO3zrod9Y_000005_000015,People & Vlogs,1,-0.0547158420085907,clip_top3,0.6305819861253004,1.0,0.0,0.7783491916751802,1.0,0.7727499836099496,0.0,1.0,1.0,0.0,1.0,1.7727499836099496,1.0,0.0,identity_chip,detail_chip,social_collision_with_many_people_terms_needs_identity_or_relation_memory,low,cloud,4,0,3,2,0,0.1562
GOH6fBhoi2o_000010_000020,Entertainment,1,-0.0434707105159759,clip_top3,0.2933221323535432,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,creator_qc,detail_chip,weak_grounding_margin_under_collision_requires_creator_verification,low,human,1,0,2,2,1,0.0323
9fuIpQgnNEQ_000049_000059,Event,0,0.0339205265045166,clip_top3,0.7271433322429964,1.0,1.0,0.0,0.0,0.9939971252288344,1.0,0.0,0.0,0.9939971252288344,0.9939971252288344,0.9939971252288344,0.0,1.0,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,low,cached,2,0,0,2,0,0.1053
0t0DB1B1w8Y_000000_000010,Sports,1,-0.0258597731590271,clip_top3,0.7125746725851547,1.0,0.9364039781874176,0.0129422527692366,0.0,0.960616539351468,0.9364039781874176,0.0166278232285203,0.0,0.8995251489613447,0.8995251489613447,0.960616539351468,0.0,0.9833721767714796,concise_cue,defer_replay,sports_or_action_clip_with_dense_audio_needs_commentary_residual_not_echo,low,local,7,0,1,0,0,0.1111
S-C86j0keqc_000217_000227,Event,0,0.0977452993392944,clip_top3,0.6701953272917807,1.0,1.0,0.0,0.0,0.8635144442915027,1.0,0.0,0.0,0.8635144442915027,0.8635144442915027,0.8635144442915027,0.0,1.0,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,low,cached,3,0,0,2,1,0.125
3ufJNSez5Is_000008_000018,How-to & Instructional,1,-0.0214009284973145,clip_top3,0.6648766491650893,1.0,0.9589456,0.025985733513486,0.125,0.8513279703033806,0.9589456,0.0333857011626863,0.0,0.8163772112793575,0.8163772112793575,0.8513279703033806,0.0,0.9666142988373136,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,low,cached,5,0,3,2,2,0.1944
v2Hr1CH-yb0_000076_000086,How-to & Instructional,0,0.023462176322937,clip_top3,0.5989760526481529,1.0,1.0,0.0,0.0,0.7003325751834737,1.0,0.0,0.0,0.7003325751834737,0.7003325751834737,0.7003325751834737,0.0,1.0,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,low,cached,2,1,0,2,1,0.1591
crjesEwF0Ks_000197_000207,How-to & Instructional,0,0.0911465287208557,clip_top3,0.573244227803371,1.0,1.0,0.0,0.0,0.6413742763978848,1.0,0.0,0.0,0.6413742763978848,0.6413742763978848,0.6413742763978848,0.0,1.0,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,low,cached,2,0,4,0,0,0.1786
bgt29znHCzs_000343_000353,Sports,1,-0.0296565890312194,clip_top3,0.5516602498693497,1.0,1.0,0.0,0.0,0.5919197729690832,1.0,0.0,0.0,0.5919197729690832,0.5919197729690832,0.5919197729690832,0.0,1.0,concise_cue,defer_replay,sports_or_action_clip_with_dense_audio_needs_commentary_residual_not_echo,low,local,4,0,1,3,0,0.1333
iEAWgsSvJAE_000023_000033,Film & Animation,0,0.0338845551013946,clip_top3,0.4939429883716877,1.0,1.0,0.0,0.0,0.4596745253431575,1.0,0.0,0.0,0.4596745253431575,0.4596745253431575,0.4596745253431575,0.0,1.0,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,4,1,1,1,1,0.1935
2kJxrcNRS9w_000047_000057,Sports,0,0.0115622878074646,clip_top3,0.4849893798995545,1.0,1.0,0.0,0.0,0.4391594811636826,1.0,0.0,0.0,0.4391594811636826,0.4391594811636826,0.4391594811636826,0.0,1.0,concise_cue,defer_replay,sports_or_action_clip_with_dense_audio_needs_commentary_residual_not_echo,low,local,3,0,0,0,0,0.1852
c_gQ9CSaZY4_000000_000010,How-to & Instructional,0,0.0122127532958984,clip_top3,0.4738105776355446,1.0,1.0,0.0,0.0,0.4135459396475952,1.0,0.0,0.0,0.4135459396475952,0.4135459396475952,0.4135459396475952,0.0,1.0,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,2,0,2,0,0,0.1667
1HUWWCLza0w_000000_000010,Sports,1,-0.0039646029472351,clip_top3,0.508578219056454,1.0,0.7790935802469136,0.0942631411934324,0.25,0.4932076427459618,0.7790935802469136,0.1211064933343827,0.0,0.3842549081920921,0.3842549081920921,0.4932076427459618,0.0,0.8788935066656173,concise_cue,defer_replay,sports_or_action_clip_with_dense_audio_needs_commentary_residual_not_echo,low,local,5,2,1,0,2,0.15
xW6hpK-DBMY_000080_000090,How-to & Instructional,0,0.0178515911102294,clip_top3,0.481572838687157,1.0,0.8452884115884116,0.0723642586655732,0.125,0.4313312972385671,0.8452884115884116,0.0929714573350159,0.0,0.3645993471111574,0.3645993471111574,0.4313312972385671,0.0,0.907028542664984,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,3,0,2,0,0,0.1724
8vkNr_eysXY_000002_000012,How-to & Instructional,1,-0.0092094540596007,clip_top3,0.4509636348660388,1.0,1.0,0.0,0.0,0.3611976555182272,1.0,0.0,0.0,0.3611976555182272,0.3611976555182272,0.3611976555182272,0.0,1.0,concise_cue,defer_replay,negative_grounding_margin_with_dense_audio_and_no_slot_needs_concise_residual_cue,low,local,4,0,0,0,1,0.0714
dlBeUWrse3I_000019_000029,How-to & Instructional,0,0.0166161954402923,clip_top3,0.4533881833763722,1.0,0.912678,0.0606627409871207,0.125,0.3667529263299425,0.912678,0.0779376938216651,0.0,0.3347273272969593,0.3347273272969593,0.3667529263299425,0.0,0.9220623061783348,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,5,0,2,0,1,0.102
RjPp0ZPW0yc_000000_000010,How-to & Instructional,0,0.0145054459571838,clip_top3,0.4251672553732577,1.0,0.8833547452547452,0.0461928459562335,0.0,0.3020914452554034,0.8833547452547452,0.0593472010381565,0.0,0.2668539116672247,0.2668539116672247,0.3020914452554034,0.0,0.9406527989618434,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,3,0,1,0,0,0.1176
1-jIze6gy0g_000026_000036,How-to & Instructional,0,0.0335784107446671,clip_top3,0.4069432482703107,1.0,1.0,0.0,0.0,0.2603355083046615,1.0,0.0,0.0,0.2603355083046615,0.2603355083046615,0.2603355083046615,0.0,1.0,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,2,0,1,0,0,0.2174
AEkLDauJVi0_000069_000079,Food & Cooking,0,0.0107302665710448,clip_top3,0.5001303823842771,1.0,0.4128002997002999,0.434359742600851,0.625,0.4738514532174503,0.4128002997002999,0.5580525389459357,0.0,0.1956060219015861,0.1956060219015861,0.4738514532174503,0.0,0.4419474610540643,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,3,0,1,1,0,0.0976
RlfVK8z5wJ0_000000_000010,Sports,0,0.0069082975387573,clip_top3,0.4606773219017093,1.0,0.4409457,0.3110590930583837,0.625,0.3834542372419636,0.4409457,0.3996395144818169,0.0,0.1690824970586237,0.1690824970586237,0.3834542372419636,0.0,0.600360485518183,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,2,0,0,2,1,0.2581
N-LZPc27kjM_000229_000239,How-to & Instructional,0,0.050336629152298,clip_top3,0.4600612616726646,1.0,0.4403717999999999,0.3522958299999377,0.625,0.3820426831344321,0.4403717999999999,0.4526192533735647,0.0,0.1682408240487395,0.1682408240487395,0.3820426831344321,0.0,0.5473807466264353,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,4,0,0,0,1,0.1429
j6CgiNeWQwM_000842_000852,Food & Cooking,0,0.0081857740879058,clip_top3,0.3882535593353818,1.0,0.7237459999999999,0.1400204533824764,0.25,0.2175125732395371,0.7237459999999999,0.1798941334815565,0.0,0.157423854831822,0.157423854831822,0.2175125732395371,0.0,0.8201058665184435,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,1,0,1,0,1,0.1622
D297atE3gag_000203_000213,How-to & Instructional,0,0.0235790014266967,clip_top3,0.3553167894100379,1.0,0.9296848,0.0155533363710869,0.0,0.1420458726069771,0.9296848,0.0199824661442928,0.0,0.132057888665443,0.132057888665443,0.1420458726069771,0.0,0.9800175338557072,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,4,0,2,0,1,0.1136
iZP6gjlr_nM_000113_000123,How-to & Instructional,1,-0.0329841077327728,clip_top3,0.3651598031319339,1.0,0.7094716999999999,0.1587704520030024,0.375,0.1645987753826959,0.7094716999999999,0.203983576653164,0.0,0.1167781729886794,0.1167781729886794,0.1645987753826959,0.0,0.7960164233468359,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,2,0,2,1,1,0.0714
1kLhK8KfIEw_000020_000030,How-to & Instructional,0,0.0044345259666442,clip_top3,0.6001382590721099,1.0,0.1294918071470588,0.6318768500115248,0.875,0.7029954921746907,0.1294918071470588,0.8118166714499768,0.0,0.0910321566979368,0.0910321566979368,0.7029954921746907,0.0,0.1881833285500231,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,2,0,1,0,1,0.2273
Xdz1cxEjLYc_000007_000017,Food & Cooking,0,0.0238857269287109,clip_top3,0.4621071967049651,1.0,0.2265420000000001,0.5539016137725532,0.75,0.3867304520609619,0.2265420000000001,0.7116363962303782,0.0,0.0876106900707944,0.0876106900707944,0.3867304520609619,0.0,0.2883636037696218,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,7,0,4,0,1,0.1538
OASCPKazLIM_000132_000142,How-to & Instructional,0,0.0124595463275909,clip_top3,0.3368695228996523,1.0,0.5787672862254802,0.2738382762596133,0.5,0.0997783903255071,0.5787672862254802,0.3518193109062689,0.0,0.0577484681926405,0.0577484681926405,0.0997783903255071,0.0,0.6481806890937312,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,2,0,1,0,0,0.1852
jeweRSnAJeo_000050_000060,Film & Animation,0,0.0081632435321808,clip_top3,0.3152233923149393,1.0,0.7544452547452546,0.1270162852639757,0.25,0.0501814790196155,0.7544452547452546,0.1631867632451811,0.0,0.0378591787224474,0.0378591787224474,0.0501814790196155,0.0,0.8368132367548189,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,4,1,4,2,0,0.1333
0m0-Q0zz_-c_000112_000122,How-to & Instructional,1,-0.0078331530094146,clip_top3,0.3159328276004982,1.0,0.4546201798201799,0.2437478395776368,0.5,0.0518069796511225,0.4546201798201799,0.3131600086241978,0.0,0.0235524984049337,0.0235524984049337,0.0518069796511225,0.0,0.6868399913758021,static_ad,none,low_collision_static_ad_is_probably_adequate,low,local,7,0,1,0,0,0.04
3su234u58DA_000172_000182,Entertainment,1,-0.0243467092514038,clip_top3,0.729763233518278,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,identity_chip,detail_chip,social_collision_with_many_people_terms_needs_identity_or_relation_memory,medium,cloud,6,0,2,3,1,0.1538
9eBhetL8n5Q_000222_000232,People & Vlogs,0,0.0256752967834473,clip_top3,0.6810920758483422,1.0,1.0,0.0,0.0,0.8884817274540675,1.0,0.0,1.0,0.8884817274540675,1.8884817274540675,1.8884817274540675,1.0,1.0,identity_chip,emotive_style,social_collision_with_many_people_terms_needs_identity_or_relation_memory,medium,cloud,6,1,3,1,3,0.2222
u-olDM7oGGM_000012_000022,Health & Wellness,1,-0.0253390371799469,clip_top3,0.6725252328310479,1.0,1.0,0.0,0.0,0.8688528634574553,1.0,0.0,1.0,0.8688528634574553,1.8688528634574553,1.8688528634574553,1.0,1.0,identity_chip,emotive_style,social_collision_with_many_people_terms_needs_identity_or_relation_memory,medium,cloud,5,1,1,1,2,0.1622
eb-ufaFcUas_000008_000018,Entertainment,0,0.0577587783336639,clip_top3,0.5873595710421557,1.0,1.0,0.0,0.0,0.6737161965358254,1.0,0.0,1.0,0.6737161965358254,1.6737161965358254,1.6737161965358254,1.0,1.0,identity_chip,detail_chip,social_collision_with_many_people_terms_needs_identity_or_relation_memory,medium,cloud,3,0,0,2,1,0.0976
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",1,-0.0350541472434998,clip_top3,0.5487265265732492,1.0,1.0,0.0,0.0,0.5851978503814275,1.0,0.0,1.0,0.5851978503814275,1.5851978503814277,1.5851978503814277,1.0,1.0,identity_chip,detail_chip,social_collision_with_many_people_terms_needs_identity_or_relation_memory,medium,cloud,3,0,2,0,0,0.1892
j4CKRgv3jUg_000000_000010,Entertainment,1,-0.0001192390918731,clip_top3,0.4868477067279472,1.0,1.0,0.0,0.0,0.4434173909330269,1.0,0.0,1.0,0.4434173909330269,1.443417390933027,1.443417390933027,1.0,1.0,identity_chip,detail_chip,social_collision_with_many_people_terms_needs_identity_or_relation_memory,medium,cloud,3,0,0,1,0,0.0857
g8Idd47kGqo_000037_000047,Entertainment,1,-0.008183091878891,clip_top3,0.4849800214387763,1.0,1.0,0.0,0.0,0.4391380384976432,1.0,0.0,1.0,0.4391380384976432,1.439138038497643,1.439138038497643,1.0,1.0,creator_qc,detail_chip,weak_grounding_margin_under_collision_requires_creator_verification,medium,human,2,0,3,1,0,0.1026
F-mRnL_XmJU_000000_000010,Entertainment,0,0.0072267651557922,clip_top3,0.5675762771027189,1.0,0.1185596896551725,0.6170328618060202,0.875,0.6283875281619233,0.1185596896551725,0.7927455548299968,1.0,0.0745014303220586,1.0745014303220586,1.6283875281619231,1.0,0.2072544451700032,identity_chip,emotive_style,social_collision_with_many_people_terms_needs_identity_or_relation_memory,medium,cloud,6,1,1,1,1,0.25
Ccgwurislg8_000082_000092,How-to & Instructional,1,-0.0134723484516143,clip_top3,0.7230377043739241,1.0,1.0,0.0,0.0,0.9845900646698824,1.0,0.0,0.0,0.9845900646698824,0.9845900646698824,0.9845900646698824,0.0,1.0,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,medium,cached,2,0,1,0,0,0.1852
wbOD_G3ttgU_000083_000093,How-to & Instructional,0,0.0137381553649902,clip_top3,0.7111216170060759,1.0,1.0,0.0,0.0,0.957287211350047,1.0,0.0,0.0,0.957287211350047,0.957287211350047,0.957287211350047,0.0,1.0,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,medium,cached,0,0,1,2,0,0.1111
HpRmj5ce32c_000001_000011,Sports,0,0.0097731947898864,clip_top3,0.6880281270219866,1.0,1.0,0.0,0.0,0.9043740234709504,1.0,0.0,0.0,0.9043740234709504,0.9043740234709504,0.9043740234709504,0.0,1.0,concise_cue,defer_replay,sports_or_action_clip_with_dense_audio_needs_commentary_residual_not_echo,medium,local,3,0,2,0,0,0.1818
lgJywzzdUC8_000000_000010,Event,1,-0.0120794773101806,clip_top3,0.6548200644550146,1.0,1.0,0.0,0.0,0.8282857208836157,1.0,0.0,0.0,0.8282857208836157,0.8282857208836157,0.8282857208836157,0.0,1.0,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,medium,cached,0,1,0,3,0,0.075
d7_SY48r__8_000060_000070,How-to & Instructional,1,-0.0150268971920013,clip_top3,0.5684341909807534,1.0,1.0,0.0,0.0,0.630353231840484,1.0,0.0,0.0,0.630353231840484,0.630353231840484,0.630353231840484,0.0,1.0,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,medium,cached,3,0,2,0,0,0.2
A0e7Z55s8pE_000008_000018,How-to & Instructional,1,-0.0111806392669677,clip_top3,0.5817029254920545,1.0,0.945598143791692,0.0421117119934949,0.125,0.6607553513381451,0.945598143791692,0.0541038809366027,0.0,0.6248090337257773,0.6248090337257773,0.6607553513381451,0.0,0.9458961190633972,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,medium,cached,2,0,0,2,0,0.24
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,0,0.0001044273376464,clip_top3,0.623479437551782,1.0,0.7898367000000001,0.112805589260506,0.25,0.7564761987749199,0.7898367000000001,0.144929281699032,0.0,0.5974926644689268,0.5974926644689268,0.7564761987749199,0.0,0.855070718300968,defer_replay,detail_chip,high_visual_need_but_no_audio_slot_for_linear_ad,medium,cached,5,0,0,0,0,0.1765
