video_id,tier,gt,clip_top3,clip_mean,tribe_need_weighted
3su234u58DA_000172_000182,tier1_vatex_short,1,0.2741434574127197,0.23296619951725006,0.23687252923688507
3su234u58DA_000172_000182,tier2_vatex_long,2,0.320514053106308,0.2845730185508728,0.29006132653370703
3su234u58DA_000172_000182,tier3_va11y,3,0.2961673438549042,0.25688299536705017,0.2641085963931397
3ufJNSez5Is_000008_000018,tier0_cross,0,0.04605633020401001,0.02647179551422596,0.030181671920148014
3ufJNSez5Is_000008_000018,tier1_vatex_short,1,0.3472655713558197,0.3004876971244812,0.29678181304593626
3ufJNSez5Is_000008_000018,tier2_vatex_long,2,0.3421187400817871,0.2976319193840027,0.29455754051391086
3ufJNSez5Is_000008_000018,tier3_va11y,3,0.32586464285850525,0.2905324101448059,0.29309823087654796
750QhTe9Z4U_000000_000010,tier0_cross,0,0.01982208341360092,-0.004337134305387735,-0.004933490720252747
750QhTe9Z4U_000000_000010,tier1_vatex_short,1,0.32716479897499084,0.3089197874069214,0.3069911352641144
750QhTe9Z4U_000000_000010,tier2_vatex_long,2,0.3445068597793579,0.3315662145614624,0.3301079719836546
750QhTe9Z4U_000000_000010,tier3_va11y,3,0.3345108926296234,0.3171185255050659,0.31267258815390914
8vkNr_eysXY_000002_000012,tier0_cross,0,0.017237702384591103,0.002253035083413124,0.003530943791331165
8vkNr_eysXY_000002_000012,tier1_vatex_short,1,0.32417139410972595,0.31137117743492126,0.3077627831578151
8vkNr_eysXY_000002_000012,tier2_vatex_long,2,0.2539479434490204,0.24178819358348846,0.24011301573477375
8vkNr_eysXY_000002_000012,tier3_va11y,3,0.3149619400501251,0.2984080910682678,0.29755789809167343
9eBhetL8n5Q_000222_000232,tier0_cross,0,0.015134868212044239,0.004752755165100098,0.002392727823600177
9eBhetL8n5Q_000222_000232,tier1_vatex_short,1,0.31118544936180115,0.2812148928642273,0.28317205792815037
9eBhetL8n5Q_000222_000232,tier2_vatex_long,2,0.25959911942481995,0.22950589656829834,0.23144796929290817
9eBhetL8n5Q_000222_000232,tier3_va11y,3,0.3368607461452484,0.3122086822986603,0.3182282241742714
9fuIpQgnNEQ_000049_000059,tier0_cross,0,-0.02099834382534027,-0.04065386578440666,-0.054783486967725184
9fuIpQgnNEQ_000049_000059,tier1_vatex_short,1,0.2418421506881714,0.21831506490707397,0.22034283854694997
9fuIpQgnNEQ_000049_000059,tier2_vatex_long,2,0.2665364444255829,0.24946802854537964,0.23607987351043952
9fuIpQgnNEQ_000049_000059,tier3_va11y,3,0.3004569709300995,0.27037811279296875,0.2585480281714016
A0e7Z55s8pE_000008_000018,tier0_cross,0,0.21722078323364258,0.18859326839447021,0.1860099579564339
A0e7Z55s8pE_000008_000018,tier1_vatex_short,1,0.36324116587638855,0.31866633892059326,0.32334796641973224
A0e7Z55s8pE_000008_000018,tier2_vatex_long,2,0.3764370381832123,0.3193698525428772,0.32759098779299367
A0e7Z55s8pE_000008_000018,tier3_va11y,3,0.3652563989162445,0.3104631304740906,0.31853991834373974
AEkLDauJVi0_000069_000079,tier0_cross,0,-0.01550699770450592,-0.04570114612579346,-0.052928066358813225
AEkLDauJVi0_000069_000079,tier1_vatex_short,1,0.3405637741088867,0.31701165437698364,0.31090987788779584
AEkLDauJVi0_000069_000079,tier2_vatex_long,2,0.3384884297847748,0.30114638805389404,0.2956660617072839
AEkLDauJVi0_000069_000079,tier3_va11y,3,0.35129404067993164,0.3123362064361572,0.30264634929542805
BHxn3qfPAl4_000018_000028,tier0_cross,0,0.0672290027141571,0.03745632618665695,0.025241177646098515
BHxn3qfPAl4_000018_000028,tier1_vatex_short,1,0.284255713224411,0.23981675505638123,0.26025263825392
BHxn3qfPAl4_000018_000028,tier2_vatex_long,2,0.3054791986942291,0.28505298495292664,0.2920844945438137
BHxn3qfPAl4_000018_000028,tier3_va11y,3,0.246989443898201,0.2113160938024521,0.22774104816870908
BcW6Y7eufQE_000239_000249,tier0_cross,0,0.04362127184867859,0.00927102379500866,0.012316176531836441
BcW6Y7eufQE_000239_000249,tier1_vatex_short,1,0.2236354798078537,0.1961165815591812,0.2041764054632602
BcW6Y7eufQE_000239_000249,tier2_vatex_long,2,0.27666324377059937,0.24077939987182617,0.24861486189597568
BcW6Y7eufQE_000239_000249,tier3_va11y,3,0.2819806933403015,0.22765743732452393,0.2505402047850572
Bss3WwpDdS8_000041_000051,tier0_cross,0,0.11523356288671494,0.08014900237321854,0.09566494792243482
Bss3WwpDdS8_000041_000051,tier1_vatex_short,1,0.2627175748348236,0.2221742868423462,0.20887758773301476
Bss3WwpDdS8_000041_000051,tier2_vatex_long,2,0.29114827513694763,0.22682388126850128,0.20415516200626174
Bss3WwpDdS8_000041_000051,tier3_va11y,3,0.28529092669487,0.2247927039861679,0.21292388718287925
Ccgwurislg8_000082_000092,tier0_cross,0,0.08950326591730118,0.052995093166828156,0.04572656421719486
Ccgwurislg8_000082_000092,tier1_vatex_short,1,0.31843605637550354,0.27816063165664673,0.27725125299021275
Ccgwurislg8_000082_000092,tier2_vatex_long,2,0.2985723912715912,0.2706971764564514,0.2662032637126573
Ccgwurislg8_000082_000092,tier3_va11y,3,0.30496370792388916,0.26618385314941406,0.26420410144432827
D297atE3gag_000203_000213,tier0_cross,0,0.13039220869541168,0.11165355890989304,0.11299850678908818
D297atE3gag_000203_000213,tier1_vatex_short,1,0.3695761263370514,0.3396068811416626,0.3347029943742638
D297atE3gag_000203_000213,tier2_vatex_long,2,0.3374934196472168,0.29401570558547974,0.28333466706168003
D297atE3gag_000203_000213,tier3_va11y,3,0.39315512776374817,0.35569366812705994,0.34949421332567904
EA3HCx0yTIY_000281_000291,tier0_cross,0,0.04130551218986511,0.03702761232852936,0.03678195929960077
EA3HCx0yTIY_000281_000291,tier1_vatex_short,1,0.3065612316131592,0.30416470766067505,0.3042166717044052
EA3HCx0yTIY_000281_000291,tier2_vatex_long,2,0.3207504451274872,0.31683212518692017,0.3167177117445883
EA3HCx0yTIY_000281_000291,tier3_va11y,3,0.3620990812778473,0.3588985800743103,0.35815612766882693
F-mRnL_XmJU_000000_000010,tier0_cross,0,-0.00016684457659721375,-0.0032293947879225016,-0.0018353985272875377
F-mRnL_XmJU_000000_000010,tier1_vatex_short,1,0.26555192470550537,0.234874427318573,0.22218848941725583
F-mRnL_XmJU_000000_000010,tier2_vatex_long,2,0.24814724922180176,0.22549572587013245,0.2162097260392271
F-mRnL_XmJU_000000_000010,tier3_va11y,3,0.2727786898612976,0.2410983443260193,0.22693798570068863
GOH6fBhoi2o_000010_000020,tier0_cross,0,0.18707384169101715,0.15334278345108032,0.16742864197336133
GOH6fBhoi2o_000010_000020,tier1_vatex_short,1,0.33379340171813965,0.2836998999118805,0.2646632616567325
GOH6fBhoi2o_000010_000020,tier2_vatex_long,2,0.33379340171813965,0.2836998999118805,0.2646632616567325
GOH6fBhoi2o_000010_000020,tier3_va11y,3,0.2903226912021637,0.23934559524059296,0.22044529027777385
HpRmj5ce32c_000001_000011,tier0_cross,0,0.1549583226442337,0.13986831903457642,0.13849506424621272
HpRmj5ce32c_000001_000011,tier1_vatex_short,1,0.28161656856536865,0.2625301778316498,0.2584022148493902
HpRmj5ce32c_000001_000011,tier2_vatex_long,2,0.28730466961860657,0.2579517364501953,0.25112077966269725
HpRmj5ce32c_000001_000011,tier3_va11y,3,0.29707786440849304,0.28378260135650635,0.2830255380566215
N-LZPc27kjM_000229_000239,tier0_cross,0,0.07260751724243164,0.05063709616661072,0.047703288572626124
N-LZPc27kjM_000229_000239,tier1_vatex_short,1,0.34296882152557373,0.2991185784339905,0.2820010177378918
N-LZPc27kjM_000229_000239,tier2_vatex_long,2,0.3139973282814026,0.2823699116706848,0.269764273115433
N-LZPc27kjM_000229_000239,tier3_va11y,3,0.3933054506778717,0.3307480216026306,0.3050177053599564
OASCPKazLIM_000132_000142,tier0_cross,0,0.11544308811426163,0.09991455078125,0.10209547638172185
OASCPKazLIM_000132_000142,tier1_vatex_short,1,0.3087369501590729,0.2844981849193573,0.28383992572282346
OASCPKazLIM_000132_000142,tier2_vatex_long,2,0.32951852679252625,0.316079318523407,0.3153399980017819
OASCPKazLIM_000132_000142,tier3_va11y,3,0.3419780731201172,0.3318408727645874,0.33371734133648
RjPp0ZPW0yc_000000_000010,tier0_cross,0,0.08973445743322372,0.07910193502902985,0.07602731179053547
RjPp0ZPW0yc_000000_000010,tier1_vatex_short,1,0.2671046555042267,0.2557676434516907,0.26033416980073215
RjPp0ZPW0yc_000000_000010,tier2_vatex_long,2,0.3120137155056,0.3030197024345398,0.3044351361688125
RjPp0ZPW0yc_000000_000010,tier3_va11y,3,0.3265191614627838,0.3221544027328491,0.32385667746583335
RlfVK8z5wJ0_000000_000010,tier0_cross,0,0.16411231458187103,0.13835354149341583,0.13204718613715943
RlfVK8z5wJ0_000000_000010,tier1_vatex_short,1,0.36943864822387695,0.33552515506744385,0.3463054723938689
RlfVK8z5wJ0_000000_000010,tier2_vatex_long,2,0.3702852725982666,0.3560275435447693,0.35931745589074504
RlfVK8z5wJ0_000000_000010,tier3_va11y,3,0.3771935701370239,0.3424437642097473,0.35305729245153344
S-C86j0keqc_000217_000227,tier0_cross,0,-0.004564113914966583,-0.01290214154869318,-0.012879272597046649
S-C86j0keqc_000217_000227,tier1_vatex_short,1,0.2812964916229248,0.2553935647010803,0.25927681106378964
S-C86j0keqc_000217_000227,tier2_vatex_long,2,0.30081459879875183,0.28427404165267944,0.28938286899176846
S-C86j0keqc_000217_000227,tier3_va11y,3,0.39855989813804626,0.3814921975135803,0.38351938433581645
ShSSAEfnyDs_000000_000010,tier0_cross,0,0.13497315347194672,0.07006056606769562,0.0768307402721516
ShSSAEfnyDs_000000_000010,tier1_vatex_short,1,0.22507725656032562,0.19466131925582886,0.20633180127964307
ShSSAEfnyDs_000000_000010,tier2_vatex_long,2,0.3362288177013397,0.27768898010253906,0.28640549603029886
ShSSAEfnyDs_000000_000010,tier3_va11y,3,0.3346107006072998,0.275335431098938,0.28768291107840266
Xdz1cxEjLYc_000007_000017,tier0_cross,0,0.008454338647425175,-0.02216646820306778,-0.01582195647495394
Xdz1cxEjLYc_000007_000017,tier1_vatex_short,1,0.3100564479827881,0.3012828230857849,0.3043466549747426
Xdz1cxEjLYc_000007_000017,tier2_vatex_long,2,0.31290921568870544,0.30117255449295044,0.30511800715490967
Xdz1cxEjLYc_000007_000017,tier3_va11y,3,0.3367949426174164,0.3184286952018738,0.32581434297643946
Z5w-wkrjHuw_000345_000355,tier0_cross,0,0.13066481053829193,0.10789067298173904,0.10972598862366024
Z5w-wkrjHuw_000345_000355,tier1_vatex_short,1,0.329271525144577,0.2988837957382202,0.29703056116837123
Z5w-wkrjHuw_000345_000355,tier2_vatex_long,2,0.329271525144577,0.2988837957382202,0.29703056116837123
Z5w-wkrjHuw_000345_000355,tier3_va11y,3,0.3176001012325287,0.297951877117157,0.29776966448829
ZcYB6tPK2Eo_000138_000148,tier0_cross,0,0.04798109829425812,0.03881438821554184,0.041560505301218985
ZcYB6tPK2Eo_000138_000148,tier1_vatex_short,1,0.3154962956905365,0.30599159002304077,0.3050566110590545
ZcYB6tPK2Eo_000138_000148,tier2_vatex_long,2,0.2987557053565979,0.28757262229919434,0.28741812563239355
ZcYB6tPK2Eo_000138_000148,tier3_va11y,3,0.315600723028183,0.30683720111846924,0.3070577858522943
_TKzyWZHjm8_000002_000012,tier0_cross,0,0.13402949273586273,0.07884351164102554,0.08425681721355545
_TKzyWZHjm8_000002_000012,tier1_vatex_short,1,0.3596620559692383,0.31069880723953247,0.30500278454245644
_TKzyWZHjm8_000002_000012,tier2_vatex_long,2,0.33300143480300903,0.3155137598514557,0.31703942224421433
_TKzyWZHjm8_000002_000012,tier3_va11y,3,0.38166606426239014,0.3541196584701538,0.3594239173054342
_oAKCHh_Av4_000003_000013,tier0_cross,0,0.06786055117845535,0.053783148527145386,0.0504189539824546
_oAKCHh_Av4_000003_000013,tier1_vatex_short,1,0.3176219165325165,0.2974654734134674,0.30700302230821097
_oAKCHh_Av4_000003_000013,tier2_vatex_long,2,0.3107331395149231,0.2767329216003418,0.27667260175602537
_oAKCHh_Av4_000003_000013,tier3_va11y,3,0.308248370885849,0.2898827791213989,0.2932534882067968
bgt29znHCzs_000343_000353,tier0_cross,0,0.1954377144575119,0.1801280975341797,0.17580898266619666
bgt29znHCzs_000343_000353,tier1_vatex_short,1,0.32178953289985657,0.300225168466568,0.29623272383440086
bgt29znHCzs_000343_000353,tier2_vatex_long,2,0.32178953289985657,0.300225168466568,0.29623272383440086
bgt29znHCzs_000343_000353,tier3_va11y,3,0.2921329438686371,0.2616105079650879,0.26128715005671044
c_gQ9CSaZY4_000000_000010,tier0_cross,0,0.012227635830640793,-0.0013031103881075978,-0.0018119554344516288
c_gQ9CSaZY4_000000_000010,tier1_vatex_short,1,0.3642161786556244,0.3524203300476074,0.35116520511490595
c_gQ9CSaZY4_000000_000010,tier2_vatex_long,2,0.357854962348938,0.3475169539451599,0.3458451431050291
c_gQ9CSaZY4_000000_000010,tier3_va11y,3,0.3764289319515228,0.35936984419822693,0.35917015581259537
crjesEwF0Ks_000197_000207,tier0_cross,0,0.06229865550994873,0.04361964389681816,0.04557746896878915
crjesEwF0Ks_000197_000207,tier1_vatex_short,1,0.26960816979408264,0.25054118037223816,0.25251045904730757
crjesEwF0Ks_000197_000207,tier2_vatex_long,2,0.2925178110599518,0.2614296078681946,0.26453363855625334
crjesEwF0Ks_000197_000207,tier3_va11y,3,0.3836643397808075,0.3634592294692993,0.36532960547841076
d7_SY48r__8_000060_000070,tier0_cross,0,0.08905177563428879,0.061493709683418274,0.0771838730822544
d7_SY48r__8_000060_000070,tier1_vatex_short,1,0.3588044345378876,0.3270793557167053,0.34225413690513684
d7_SY48r__8_000060_000070,tier2_vatex_long,2,0.31542161107063293,0.2667287588119507,0.29382917502437694
d7_SY48r__8_000060_000070,tier3_va11y,3,0.34377753734588623,0.29518574476242065,0.3225377001670138
dlBeUWrse3I_000019_000029,tier0_cross,0,0.05257634446024895,0.006426633335649967,-0.011995841410861754
dlBeUWrse3I_000019_000029,tier1_vatex_short,1,0.26702600717544556,0.2186518907546997,0.20874249138145645
dlBeUWrse3I_000019_000029,tier2_vatex_long,2,0.2738124132156372,0.2127872109413147,0.21977880062357877
dlBeUWrse3I_000019_000029,tier3_va11y,3,0.29042860865592957,0.24585764110088348,0.24414578115662033
eb-ufaFcUas_000008_000018,tier0_cross,0,0.051874738186597824,0.03822975978255272,0.04712012821780643
eb-ufaFcUas_000008_000018,tier1_vatex_short,1,0.26699528098106384,0.20310989022254944,0.2318706022265244
eb-ufaFcUas_000008_000018,tier2_vatex_long,2,0.26699528098106384,0.20310989022254944,0.2318706022265244
eb-ufaFcUas_000008_000018,tier3_va11y,3,0.3247540593147278,0.2839577794075012,0.2977629972338989
g8Idd47kGqo_000037_000047,tier0_cross,0,0.11473321914672852,0.0941014289855957,0.09533015254775333
g8Idd47kGqo_000037_000047,tier1_vatex_short,1,0.33581629395484924,0.32548707723617554,0.32733826174991176
g8Idd47kGqo_000037_000047,tier2_vatex_long,2,0.3443164527416229,0.3322831392288208,0.3351354999390501
g8Idd47kGqo_000037_000047,tier3_va11y,3,0.33613336086273193,0.3290048837661743,0.33006475822226294
gFBO3zrod9Y_000005_000015,tier0_cross,0,0.09007582068443298,0.038597557693719864,0.0260944391306342
gFBO3zrod9Y_000005_000015,tier1_vatex_short,1,0.3445267677307129,0.31295374035835266,0.3251122127776072
gFBO3zrod9Y_000005_000015,tier2_vatex_long,2,0.30950459837913513,0.28139448165893555,0.29596950392400895
gFBO3zrod9Y_000005_000015,tier3_va11y,3,0.2898109257221222,0.2688773572444916,0.2815819883858617
h8wsO9A9v_c_000016_000026,tier0_cross,0,0.01670820824801922,-0.004344287794083357,-0.00990355163700259
h8wsO9A9v_c_000016_000026,tier1_vatex_short,1,0.3197028636932373,0.3070048689842224,0.30623759553807034
h8wsO9A9v_c_000016_000026,tier2_vatex_long,2,0.2885674238204956,0.27377885580062866,0.2770623701715842
h8wsO9A9v_c_000016_000026,tier3_va11y,3,0.30176007747650146,0.2872123122215271,0.2901681262112672
heWD9j45Emw_000225_000235,tier0_cross,0,0.040125250816345215,0.0280689038336277,0.02432626625212278
heWD9j45Emw_000225_000235,tier1_vatex_short,1,0.3037915527820587,0.293445885181427,0.2938624951151809
heWD9j45Emw_000225_000235,tier2_vatex_long,2,0.28052422404289246,0.26459822058677673,0.264090161440525
heWD9j45Emw_000225_000235,tier3_va11y,3,0.2960875332355499,0.2901461124420166,0.2893866696220441
iEAWgsSvJAE_000023_000033,tier0_cross,0,0.08202996104955673,0.0496528297662735,0.05379023422374917
iEAWgsSvJAE_000023_000033,tier1_vatex_short,1,0.3264184892177582,0.2643817365169525,0.3012889974362665
iEAWgsSvJAE_000023_000033,tier2_vatex_long,2,0.3080079257488251,0.2261742651462555,0.27937474183981914
iEAWgsSvJAE_000023_000033,tier3_va11y,3,0.36030304431915283,0.32189375162124634,0.34760721946139206
iGmGQxox43I_000000_000010,tier0_cross,0,0.06375034898519516,0.028884772211313248,0.028661883430972424
iGmGQxox43I_000000_000010,tier1_vatex_short,1,0.3033623695373535,0.2461254894733429,0.2504030035710887
iGmGQxox43I_000000_000010,tier2_vatex_long,2,0.3033623695373535,0.2461254894733429,0.2504030035710887
iGmGQxox43I_000000_000010,tier3_va11y,3,0.321382611989975,0.2669904828071594,0.2726678077810272
iZP6gjlr_nM_000113_000123,tier0_cross,0,0.14818830788135529,0.11796772480010986,0.10660091909354259
iZP6gjlr_nM_000113_000123,tier1_vatex_short,1,0.3020048439502716,0.2518876791000366,0.23335355898720514
iZP6gjlr_nM_000113_000123,tier2_vatex_long,2,0.2424357533454895,0.17315329611301422,0.14685149418016893
iZP6gjlr_nM_000113_000123,tier3_va11y,3,0.2690207362174988,0.20135512948036194,0.17473023584119526
j4CKRgv3jUg_000000_000010,tier0_cross,0,0.025668315589427948,0.001713280100375414,-0.0030911933680209933
j4CKRgv3jUg_000000_000010,tier1_vatex_short,1,0.30677708983421326,0.2790793478488922,0.28450033915811573
j4CKRgv3jUg_000000_000010,tier2_vatex_long,2,0.30677708983421326,0.2790793478488922,0.28450033915811573
j4CKRgv3jUg_000000_000010,tier3_va11y,3,0.3066578507423401,0.2753564715385437,0.2815375678390063
j6CgiNeWQwM_000842_000852,tier0_cross,0,0.029547490179538727,0.003680652938783169,0.004990700445161681
j6CgiNeWQwM_000842_000852,tier1_vatex_short,1,0.2851962149143219,0.2584296464920044,0.2562467578057414
j6CgiNeWQwM_000842_000852,tier2_vatex_long,2,0.2953653335571289,0.2690389156341553,0.2660176232821756
j6CgiNeWQwM_000842_000852,tier3_va11y,3,0.3035511076450348,0.2925160229206085,0.29328362559633653
jeweRSnAJeo_000050_000060,tier0_cross,0,0.0987468734383583,0.08319845795631409,0.08139825533293127
jeweRSnAJeo_000050_000060,tier1_vatex_short,1,0.32319027185440063,0.311021625995636,0.3108413015965101
jeweRSnAJeo_000050_000060,tier2_vatex_long,2,0.2917827069759369,0.27284419536590576,0.2702672128807836
jeweRSnAJeo_000050_000060,tier3_va11y,3,0.3313535153865814,0.3070823550224304,0.3057129598734918
lgJywzzdUC8_000000_000010,tier0_cross,0,0.15005376935005188,0.13622525334358215,0.1363291897440952
lgJywzzdUC8_000000_000010,tier1_vatex_short,1,0.34691059589385986,0.32738351821899414,0.3329938271258056
lgJywzzdUC8_000000_000010,tier2_vatex_long,2,0.302296906709671,0.2878277897834778,0.29054388294798095
lgJywzzdUC8_000000_000010,tier3_va11y,3,0.3348311185836792,0.3105536997318268,0.3171124727597653
rGQ64NXktF8_000006_000016,tier0_cross,0,0.023421049118041992,0.0011057378724217415,0.0047281955235524385
rGQ64NXktF8_000006_000016,tier1_vatex_short,1,0.24963800609111786,0.2063508927822113,0.23012767699084072
rGQ64NXktF8_000006_000016,tier2_vatex_long,2,0.28564003109931946,0.22562038898468018,0.2549491006285427
rGQ64NXktF8_000006_000016,tier3_va11y,3,0.3342798948287964,0.2904084622859955,0.30955396875960217
u-olDM7oGGM_000012_000022,tier0_cross,0,0.02482336014509201,-0.00384418573230505,-0.020527608197419944
u-olDM7oGGM_000012_000022,tier1_vatex_short,1,0.2536192238330841,0.2397613823413849,0.24593238102135637
u-olDM7oGGM_000012_000022,tier2_vatex_long,2,0.320839524269104,0.27416765689849854,0.28534297804966974
u-olDM7oGGM_000012_000022,tier3_va11y,3,0.2955004870891571,0.26978304982185364,0.2783430527502272
v2Hr1CH-yb0_000076_000086,tier0_cross,0,0.05596118047833443,0.01644134148955345,-0.0002674801833265827
v2Hr1CH-yb0_000076_000086,tier1_vatex_short,1,0.17813722789287567,0.1453774869441986,0.153713131301403
v2Hr1CH-yb0_000076_000086,tier2_vatex_long,2,0.1990824192762375,0.16548168659210205,0.1746339809138191
v2Hr1CH-yb0_000076_000086,tier3_va11y,3,0.2225445955991745,0.2040296196937561,0.19202347200849967
wbOD_G3ttgU_000083_000093,tier0_cross,0,0.11071445792913437,0.08260293304920197,0.09434105899301365
wbOD_G3ttgU_000083_000093,tier1_vatex_short,1,0.3307919204235077,0.3230783939361572,0.31918247978549774
wbOD_G3ttgU_000083_000093,tier2_vatex_long,2,0.31071415543556213,0.30099713802337646,0.303271218296817
wbOD_G3ttgU_000083_000093,tier3_va11y,3,0.3445300757884979,0.3333384394645691,0.3359612722607667
xW6hpK-DBMY_000080_000090,tier0_cross,0,0.08339133113622665,0.035554103553295135,0.06025234825164173
xW6hpK-DBMY_000080_000090,tier1_vatex_short,1,0.33741796016693115,0.26409098505973816,0.2893753230294483
xW6hpK-DBMY_000080_000090,tier2_vatex_long,2,0.37816500663757324,0.30468833446502686,0.331556162725557
xW6hpK-DBMY_000080_000090,tier3_va11y,3,0.39601659774780273,0.3657129406929016,0.3631805871637111
yBO8rAMeqjc_000007_000017,tier0_cross,0,0.02250574342906475,-0.001401115208864212,-0.007607515962690064
yBO8rAMeqjc_000007_000017,tier1_vatex_short,1,0.3389216363430023,0.2874854803085327,0.2474334862302076
yBO8rAMeqjc_000007_000017,tier2_vatex_long,2,0.3315955698490143,0.27414560317993164,0.25321393905365797
yBO8rAMeqjc_000007_000017,tier3_va11y,3,0.30386748909950256,0.26741164922714233,0.25661022126419214
zTJ0Zbv1jBo_000045_000055,tier0_cross,0,0.062431350350379944,0.03701779246330261,0.03434846107773823
zTJ0Zbv1jBo_000045_000055,tier1_vatex_short,1,0.351929634809494,0.29692837595939636,0.2963281345470299
zTJ0Zbv1jBo_000045_000055,tier2_vatex_long,2,0.29397645592689514,0.2724783420562744,0.27193114186609596
zTJ0Zbv1jBo_000045_000055,tier3_va11y,3,0.38769468665122986,0.377524733543396,0.37756304298275983
