video_id,category,tier,gt,llm_ad_eval,critic_entity,coad_repetition_inv,multi_ref_r3,token_overlap,word_count
2kJxrcNRS9w_000047_000057,Sports,tier1_vatex_short,1,4.071762323379517,0.6499999999999999,1.0,0.275,0.14285714285714285,11
2kJxrcNRS9w_000047_000057,Sports,tier2_vatex_long,2,4.603153586387634,0.6499999999999999,1.0,0.3,0.25,12
2kJxrcNRS9w_000047_000057,Sports,tier3_va11y,3,5.0,1.0,1.0,0.7,1.0,30
OASCPKazLIM_000132_000142,How-to & Instructional,tier0_cross,0,3.4602620601654053,0.6499999999999999,0.984,0.07894736842105263,0.034482758620689655,29
OASCPKazLIM_000132_000142,How-to & Instructional,tier1_vatex_short,1,4.420254111289978,0.6499999999999999,1.0,0.18421052631578946,0.1724137931034483,7
OASCPKazLIM_000132_000142,How-to & Instructional,tier2_vatex_long,2,4.466456413269043,0.6499999999999999,1.0,0.34210526315789475,0.1724137931034483,17
OASCPKazLIM_000132_000142,How-to & Instructional,tier3_va11y,3,4.999999523162842,1.0,0.9400237017884077,0.7631578947368421,1.0,41
j4CKRgv3jUg_000000_000010,Entertainment,tier0_cross,0,3.529533863067627,0.5333333333333333,0.984,0.09523809523809523,0.09375,29
j4CKRgv3jUg_000000_000010,Entertainment,tier1_vatex_short,1,4.013492822647095,0.5333333333333333,1.0,0.3333333333333333,0.125,16
j4CKRgv3jUg_000000_000010,Entertainment,tier2_vatex_long,2,4.013492822647095,0.5333333333333333,1.0,0.3333333333333333,0.125,16
j4CKRgv3jUg_000000_000010,Entertainment,tier3_va11y,3,5.0,0.7666666666666666,0.9936507936507937,0.7619047619047619,1.0,34
N-LZPc27kjM_000229_000239,How-to & Instructional,tier0_cross,0,3.376491665840149,0.5333333333333333,0.984,0.09259259259259259,0.06976744186046512,29
N-LZPc27kjM_000229_000239,How-to & Instructional,tier1_vatex_short,1,4.458626866340637,0.3,1.0,0.16666666666666666,0.11627906976744186,9
N-LZPc27kjM_000229_000239,How-to & Instructional,tier2_vatex_long,2,4.092907667160034,0.5333333333333333,1.0,0.25925925925925924,0.16279069767441862,14
N-LZPc27kjM_000229_000239,How-to & Instructional,tier3_va11y,3,4.999999761581421,1.0,0.9550636168966478,0.7962962962962963,1.0,51
RlfVK8z5wJ0_000000_000010,Sports,tier0_cross,0,3.672632873058319,0.5333333333333333,0.984,0.047619047619047616,0.0625,29
RlfVK8z5wJ0_000000_000010,Sports,tier1_vatex_short,1,4.383606910705566,0.5333333333333333,1.0,0.21428571428571427,0.125,9
RlfVK8z5wJ0_000000_000010,Sports,tier2_vatex_long,2,4.5701611042022705,0.0,1.0,0.38095238095238093,0.34375,18
RlfVK8z5wJ0_000000_000010,Sports,tier3_va11y,3,4.999999523162842,1.0,0.9528132387706856,0.7619047619047619,1.0,36
_TKzyWZHjm8_000002_000012,Health & Wellness,tier0_cross,0,3.3035319447517395,0.41666666666666663,0.984,0.058823529411764705,0.08333333333333333,29
_TKzyWZHjm8_000002_000012,Health & Wellness,tier1_vatex_short,1,4.303010940551758,0.3,1.0,0.19607843137254902,0.08333333333333333,10
_TKzyWZHjm8_000002_000012,Health & Wellness,tier2_vatex_long,2,4.21107292175293,0.41666666666666663,1.0,0.2549019607843137,0.1111111111111111,13
_TKzyWZHjm8_000002_000012,Health & Wellness,tier3_va11y,3,4.999999761581421,1.0,0.9565315725561627,0.7058823529411765,1.0,46
F-mRnL_XmJU_000000_000010,Entertainment,tier0_cross,0,3.249180167913437,0.475,0.984,0.08823529411764706,0.10714285714285714,29
F-mRnL_XmJU_000000_000010,Entertainment,tier1_vatex_short,1,4.44023072719574,0.6499999999999999,1.0,0.23529411764705882,0.25,8
F-mRnL_XmJU_000000_000010,Entertainment,tier2_vatex_long,2,4.33452308177948,0.6499999999999999,1.0,0.38235294117647056,0.25,13
F-mRnL_XmJU_000000_000010,Entertainment,tier3_va11y,3,4.999999761581421,0.825,0.9777777777777777,0.8235294117647058,1.0,35
g8Idd47kGqo_000037_000047,Entertainment,tier0_cross,0,3.5628966093063354,0.5333333333333333,0.984,0.0625,0.08108108108108109,29
g8Idd47kGqo_000037_000047,Entertainment,tier1_vatex_short,1,4.384948968887329,0.5333333333333333,1.0,0.20833333333333334,0.10810810810810811,10
g8Idd47kGqo_000037_000047,Entertainment,tier2_vatex_long,2,4.412681698799133,0.5333333333333333,1.0,0.25,0.13513513513513514,12
g8Idd47kGqo_000037_000047,Entertainment,tier3_va11y,3,4.9999998807907104,1.0,0.9637433155080214,0.7708333333333334,1.0,42
ShSSAEfnyDs_000000_000010,Entertainment,tier0_cross,0,3.3004366755485535,0.3,0.984,0.06521739130434782,0.10344827586206896,29
ShSSAEfnyDs_000000_000010,Entertainment,tier1_vatex_short,1,3.5703524947166443,0.5333333333333333,1.0,0.21739130434782608,0.06896551724137931,10
ShSSAEfnyDs_000000_000010,Entertainment,tier2_vatex_long,2,4.401226997375488,0.0,1.0,0.41304347826086957,0.3103448275862069,22
ShSSAEfnyDs_000000_000010,Entertainment,tier3_va11y,3,5.0,1.0,0.9925925925925926,0.6304347826086957,1.0,38
d7_SY48r__8_000060_000070,How-to & Instructional,tier0_cross,0,3.4122716188430786,0.6499999999999999,0.984,0.09090909090909091,0.08333333333333333,29
d7_SY48r__8_000060_000070,How-to & Instructional,tier1_vatex_short,1,4.712287425994873,0.6499999999999999,1.0,0.2727272727272727,0.25,9
d7_SY48r__8_000060_000070,How-to & Instructional,tier2_vatex_long,2,4.476191759109497,0.6499999999999999,1.0,0.36363636363636365,0.20833333333333334,13
d7_SY48r__8_000060_000070,How-to & Instructional,tier3_va11y,3,4.999999761581421,1.0,0.94002849002849,0.7272727272727273,1.0,33
xW6hpK-DBMY_000080_000090,How-to & Instructional,tier0_cross,0,3.329114705324173,0.6499999999999999,0.984,0.10256410256410256,0.09375,29
xW6hpK-DBMY_000080_000090,How-to & Instructional,tier1_vatex_short,1,4.6617889404296875,0.6499999999999999,1.0,0.28205128205128205,0.21875,11
xW6hpK-DBMY_000080_000090,How-to & Instructional,tier2_vatex_long,2,4.630741834640503,0.6499999999999999,1.0,0.28205128205128205,0.21875,11
xW6hpK-DBMY_000080_000090,How-to & Instructional,tier3_va11y,3,4.999999761581421,1.0,0.9734287006207095,0.8205128205128205,1.0,42
iEAWgsSvJAE_000023_000033,Film & Animation,tier0_cross,0,3.267741620540619,0.5333333333333333,0.984,0.07142857142857142,0.08823529411764706,29
iEAWgsSvJAE_000023_000033,Film & Animation,tier1_vatex_short,1,4.339390754699707,0.5333333333333333,1.0,0.2857142857142857,0.20588235294117646,12
iEAWgsSvJAE_000023_000033,Film & Animation,tier2_vatex_long,2,4.007672309875488,0.7666666666666666,1.0,0.2857142857142857,0.23529411764705882,13
iEAWgsSvJAE_000023_000033,Film & Animation,tier3_va11y,3,4.999999761581421,0.7666666666666666,0.9882352941176471,0.8095238095238095,1.0,39
3su234u58DA_000172_000182,Entertainment,tier0_cross,0,3.6447975039482117,0.5333333333333333,0.984,0.08333333333333333,0.09433962264150944,29
3su234u58DA_000172_000182,Entertainment,tier1_vatex_short,1,4.108850955963135,0.0,1.0,0.11666666666666667,0.11320754716981132,7
3su234u58DA_000172_000182,Entertainment,tier2_vatex_long,2,4.324802756309509,0.7666666666666666,1.0,0.2833333333333333,0.20754716981132076,19
3su234u58DA_000172_000182,Entertainment,tier3_va11y,3,5.0,1.0,0.9893274853801169,0.8833333333333333,1.0,64
v2Hr1CH-yb0_000076_000086,How-to & Instructional,tier0_cross,0,3.2426772713661194,0.5333333333333333,0.984,0.07407407407407407,0.09302325581395349,29
v2Hr1CH-yb0_000076_000086,How-to & Instructional,tier1_vatex_short,1,4.2276575565338135,0.0,1.0,0.2222222222222222,0.18604651162790697,12
v2Hr1CH-yb0_000076_000086,How-to & Instructional,tier2_vatex_long,2,4.2827900648117065,0.0,1.0,0.25925925925925924,0.13953488372093023,14
v2Hr1CH-yb0_000076_000086,How-to & Instructional,tier3_va11y,3,4.999999761581421,1.0,0.9804199631785838,0.7962962962962963,1.0,50
S-C86j0keqc_000217_000227,Event,tier0_cross,0,3.2720941305160522,0.37777777777777777,0.984,0.06666666666666667,0.05714285714285714,29
S-C86j0keqc_000217_000227,Event,tier1_vatex_short,1,4.337605953216553,0.611111111111111,1.0,0.2222222222222222,0.2,10
S-C86j0keqc_000217_000227,Event,tier2_vatex_long,2,3.895308494567871,0.4555555555555555,1.0,0.26666666666666666,0.11428571428571428,12
S-C86j0keqc_000217_000227,Event,tier3_va11y,3,5.0,0.922222222222222,1.0,0.7777777777777778,1.0,37
wbOD_G3ttgU_000083_000093,How-to & Instructional,tier0_cross,0,3.5156733989715576,0.6499999999999999,0.984,0.08695652173913043,0.10526315789473684,29
wbOD_G3ttgU_000083_000093,How-to & Instructional,tier1_vatex_short,1,4.534569025039673,0.6499999999999999,1.0,0.21739130434782608,0.15789473684210525,10
wbOD_G3ttgU_000083_000093,How-to & Instructional,tier2_vatex_long,2,4.303178310394287,0.0,1.0,0.21739130434782608,0.15789473684210525,10
wbOD_G3ttgU_000083_000093,How-to & Instructional,tier3_va11y,3,5.0,1.0,0.9923245614035088,0.8260869565217391,1.0,47
RjPp0ZPW0yc_000000_000010,How-to & Instructional,tier0_cross,0,3.45744925737381,0.5333333333333333,0.984,0.04878048780487805,0.06666666666666667,29
RjPp0ZPW0yc_000000_000010,How-to & Instructional,tier1_vatex_short,1,4.307499170303345,0.5333333333333333,1.0,0.1951219512195122,0.16666666666666666,8
RjPp0ZPW0yc_000000_000010,How-to & Instructional,tier2_vatex_long,2,4.396562576293945,0.0,1.0,0.2926829268292683,0.13333333333333333,13
RjPp0ZPW0yc_000000_000010,How-to & Instructional,tier3_va11y,3,4.999999761581421,1.0,0.9888888888888889,0.7317073170731707,1.0,36
8vkNr_eysXY_000002_000012,How-to & Instructional,tier0_cross,0,3.335966259241104,0.6499999999999999,0.984,0.07894736842105263,0.09375,29
8vkNr_eysXY_000002_000012,How-to & Instructional,tier1_vatex_short,1,4.306734800338745,0.6499999999999999,1.0,0.13157894736842105,0.09375,5
8vkNr_eysXY_000002_000012,How-to & Instructional,tier2_vatex_long,2,4.393737554550171,0.6499999999999999,1.0,0.23684210526315788,0.125,9
8vkNr_eysXY_000002_000012,How-to & Instructional,tier3_va11y,3,4.999999761581421,1.0,0.9843137254901961,0.8421052631578947,1.0,39
GOH6fBhoi2o_000010_000020,Entertainment,tier0_cross,0,3.0269570127129555,0.5333333333333333,0.984,0.058823529411764705,0.07692307692307693,29
GOH6fBhoi2o_000010_000020,Entertainment,tier1_vatex_short,1,3.9697577357292175,0.5333333333333333,1.0,0.29411764705882354,0.07692307692307693,11
GOH6fBhoi2o_000010_000020,Entertainment,tier2_vatex_long,2,3.9697577357292175,0.5333333333333333,1.0,0.29411764705882354,0.07692307692307693,11
GOH6fBhoi2o_000010_000020,Entertainment,tier3_va11y,3,5.0,1.0,1.0,0.7647058823529411,1.0,30
bgt29znHCzs_000343_000353,Sports,tier0_cross,0,3.763456881046295,0.43999999999999995,0.984,0.09803921568627451,0.10869565217391304,29
bgt29znHCzs_000343_000353,Sports,tier1_vatex_short,1,4.594608306884766,0.43999999999999995,1.0,0.2549019607843137,0.17391304347826086,13
bgt29znHCzs_000343_000353,Sports,tier2_vatex_long,2,4.594608306884766,0.43999999999999995,1.0,0.2549019607843137,0.17391304347826086,13
bgt29znHCzs_000343_000353,Sports,tier3_va11y,3,4.999999761581421,0.8599999999999999,0.9612730450582113,0.9019607843137255,1.0,61
0m0-Q0zz_-c_000112_000122,How-to & Instructional,tier0_cross,0,3.5360077023506165,0.6499999999999999,0.984,0.08108108108108109,0.09090909090909091,29
0m0-Q0zz_-c_000112_000122,How-to & Instructional,tier1_vatex_short,1,4.611155271530151,0.6499999999999999,1.0,0.16216216216216217,0.15151515151515152,6
0m0-Q0zz_-c_000112_000122,How-to & Instructional,tier2_vatex_long,2,4.649322748184204,0.6499999999999999,1.0,0.24324324324324326,0.18181818181818182,10
0m0-Q0zz_-c_000112_000122,How-to & Instructional,tier3_va11y,3,4.9999998807907104,1.0,0.9820125786163522,0.8918918918918919,1.0,44
Ccgwurislg8_000082_000092,How-to & Instructional,tier0_cross,0,3.4950260519981384,0.475,0.984,0.10526315789473684,0.12903225806451613,29
Ccgwurislg8_000082_000092,How-to & Instructional,tier1_vatex_short,1,4.50138258934021,0.3,1.0,0.21052631578947367,0.16129032258064516,8
Ccgwurislg8_000082_000092,How-to & Instructional,tier2_vatex_long,2,3.982405662536621,0.475,1.0,0.3157894736842105,0.25806451612903225,12
Ccgwurislg8_000082_000092,How-to & Instructional,tier3_va11y,3,4.999999761581421,0.825,0.9822222222222222,0.8157894736842105,1.0,36
1YemrpNBpf4_000001_000011,Entertainment,tier0_cross,0,2.9690889976918697,0.475,0.984,0.0625,0.1,29
1YemrpNBpf4_000001_000011,Entertainment,tier1_vatex_short,1,4.351980924606323,0.0,1.0,0.25,0.26666666666666666,12
1YemrpNBpf4_000001_000011,Entertainment,tier2_vatex_long,2,4.196105718612671,0.6499999999999999,1.0,0.4375,0.23333333333333334,24
1YemrpNBpf4_000001_000011,Entertainment,tier3_va11y,3,4.999999761581421,0.825,0.9799389778794814,0.625,1.0,36
D297atE3gag_000203_000213,How-to & Instructional,tier0_cross,0,3.868476152420044,0.475,0.984,0.08771929824561403,0.10638297872340426,29
D297atE3gag_000203_000213,How-to & Instructional,tier1_vatex_short,1,4.077758312225342,0.0,1.0,0.15789473684210525,0.1276595744680851,9
D297atE3gag_000203_000213,How-to & Instructional,tier2_vatex_long,2,3.899450898170471,0.475,1.0,0.17543859649122806,0.06382978723404255,10
D297atE3gag_000203_000213,How-to & Instructional,tier3_va11y,3,4.9999998807907104,1.0,0.9696230158730159,0.8245614035087719,1.0,59
Z5w-wkrjHuw_000345_000355,Entertainment,tier0_cross,0,3.708750009536743,0.6499999999999999,0.984,0.12195121951219512,0.1111111111111111,29
Z5w-wkrjHuw_000345_000355,Entertainment,tier1_vatex_short,1,4.396801233291626,0.0,1.0,0.24390243902439024,0.1388888888888889,14
Z5w-wkrjHuw_000345_000355,Entertainment,tier2_vatex_long,2,4.396801233291626,0.0,1.0,0.24390243902439024,0.1388888888888889,14
Z5w-wkrjHuw_000345_000355,Entertainment,tier3_va11y,3,4.999999761581421,1.0,0.9944444444444445,0.8780487804878049,1.0,42
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,tier0_cross,0,3.5417028069496155,0.475,0.984,0.06976744186046512,0.08108108108108109,29
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,tier1_vatex_short,1,4.492530465126038,0.3,1.0,0.20930232558139536,0.16216216216216217,9
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,tier2_vatex_long,2,4.401079177856445,0.0,1.0,0.2558139534883721,0.21621621621621623,12
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,tier3_va11y,3,5.0,1.0,0.9856125356125356,0.8604651162790697,1.0,43
0t0DB1B1w8Y_000000_000010,Sports,tier0_cross,0,3.6185439229011536,0.3,0.984,0.057692307692307696,0.08108108108108109,29
0t0DB1B1w8Y_000000_000010,Sports,tier1_vatex_short,1,4.1802818775177,0.0,1.0,0.23076923076923078,0.13513513513513514,12
0t0DB1B1w8Y_000000_000010,Sports,tier2_vatex_long,2,4.375064134597778,0.5333333333333333,1.0,0.28846153846153844,0.1891891891891892,16
0t0DB1B1w8Y_000000_000010,Sports,tier3_va11y,3,5.0,1.0,0.9877551020408163,0.7115384615384616,1.0,40
1-jIze6gy0g_000026_000036,How-to & Instructional,tier0_cross,0,3.0790838971734047,0.5333333333333333,0.984,0.07142857142857142,0.09090909090909091,29
1-jIze6gy0g_000026_000036,How-to & Instructional,tier1_vatex_short,1,4.3332414627075195,0.3,1.0,0.16071428571428573,0.11363636363636363,9
1-jIze6gy0g_000026_000036,How-to & Instructional,tier2_vatex_long,2,4.358848690986633,0.0,1.0,0.35714285714285715,0.2727272727272727,20
1-jIze6gy0g_000026_000036,How-to & Instructional,tier3_va11y,3,4.999999761581421,1.0,0.9971014492753624,0.7857142857142857,1.0,53
AEkLDauJVi0_000069_000079,Food & Cooking,tier0_cross,0,3.227273777127266,0.43999999999999995,0.984,0.06382978723404255,0.08571428571428572,29
AEkLDauJVi0_000069_000079,Food & Cooking,tier1_vatex_short,1,4.033471703529358,0.43999999999999995,1.0,0.1276595744680851,0.08571428571428572,6
AEkLDauJVi0_000069_000079,Food & Cooking,tier2_vatex_long,2,3.8398032188415527,0.43999999999999995,1.0,0.2978723404255319,0.14285714285714285,14
AEkLDauJVi0_000069_000079,Food & Cooking,tier3_va11y,3,4.999999761581421,0.8599999999999999,0.9735380116959065,0.7446808510638298,1.0,44
gFBO3zrod9Y_000005_000015,People & Vlogs,tier0_cross,0,3.1513123214244843,0.5333333333333333,0.984,0.06666666666666667,0.058823529411764705,29
gFBO3zrod9Y_000005_000015,People & Vlogs,tier1_vatex_short,1,4.4105064868927,0.5333333333333333,1.0,0.17777777777777778,0.17647058823529413,8
gFBO3zrod9Y_000005_000015,People & Vlogs,tier2_vatex_long,2,4.304027557373047,0.0,1.0,0.28888888888888886,0.11764705882352941,13
gFBO3zrod9Y_000005_000015,People & Vlogs,tier3_va11y,3,5.0,1.0,0.9936507936507937,0.7555555555555555,1.0,38
1kLhK8KfIEw_000020_000030,How-to & Instructional,tier0_cross,0,3.0897073298692703,0.3,0.984,0.08571428571428572,0.12,29
1kLhK8KfIEw_000020_000030,How-to & Instructional,tier1_vatex_short,1,4.373403310775757,1.0,1.0,0.22857142857142856,0.28,8
1kLhK8KfIEw_000020_000030,How-to & Instructional,tier2_vatex_long,2,3.813597798347473,1.0,1.0,0.34285714285714286,0.12,14
1kLhK8KfIEw_000020_000030,How-to & Instructional,tier3_va11y,3,5.0,1.0,1.0,0.7142857142857143,1.0,26
21T1JDdJgsM_000047_000057,Entertainment,tier0_cross,0,3.6907174587249756,0.43999999999999995,0.984,0.0625,0.08333333333333333,29
21T1JDdJgsM_000047_000057,Entertainment,tier1_vatex_short,1,4.3413426876068115,0.58,1.0,0.22916666666666666,0.25,13
21T1JDdJgsM_000047_000057,Entertainment,tier2_vatex_long,2,4.313330292701721,0.72,1.0,0.4166666666666667,0.2777777777777778,25
21T1JDdJgsM_000047_000057,Entertainment,tier3_va11y,3,4.9999998807907104,0.8599999999999999,0.9777435897435898,0.75,1.0,41
750QhTe9Z4U_000000_000010,People & Vlogs,tier0_cross,0,3.397054135799408,0.475,0.984,0.0625,0.08108108108108109,29
750QhTe9Z4U_000000_000010,People & Vlogs,tier1_vatex_short,1,4.337983727455139,0.3,1.0,0.1875,0.10810810810810811,9
750QhTe9Z4U_000000_000010,People & Vlogs,tier2_vatex_long,2,4.405845642089844,0.475,1.0,0.22916666666666666,0.10810810810810811,11
750QhTe9Z4U_000000_000010,People & Vlogs,tier3_va11y,3,5.0,0.825,0.996078431372549,0.7708333333333334,1.0,43
lgJywzzdUC8_000000_000010,Event,tier0_cross,0,3.8393568992614746,0.5333333333333333,0.984,0.07692307692307693,0.1111111111111111,29
lgJywzzdUC8_000000_000010,Event,tier1_vatex_short,1,4.422709226608276,0.0,1.0,0.17307692307692307,0.08333333333333333,10
lgJywzzdUC8_000000_000010,Event,tier2_vatex_long,2,4.329011559486389,0.5333333333333333,1.0,0.28846153846153844,0.1111111111111111,20
lgJywzzdUC8_000000_000010,Event,tier3_va11y,3,4.999999761581421,0.7666666666666666,0.989041394335512,0.6923076923076923,1.0,42
A0e7Z55s8pE_000008_000018,How-to & Instructional,tier0_cross,0,3.9915621876716614,0.475,0.984,0.07317073170731707,0.10714285714285714,29
A0e7Z55s8pE_000008_000018,How-to & Instructional,tier1_vatex_short,1,4.465361833572388,0.475,1.0,0.3170731707317073,0.32142857142857145,16
A0e7Z55s8pE_000008_000018,How-to & Instructional,tier2_vatex_long,2,4.626381874084473,0.475,1.0,0.3902439024390244,0.25,18
A0e7Z55s8pE_000008_000018,How-to & Instructional,tier3_va11y,3,5.0,0.825,0.9833333333333333,0.6829268292682927,1.0,34
Xdz1cxEjLYc_000007_000017,Food & Cooking,tier0_cross,0,3.1413596123456955,0.3,0.984,0.05454545454545454,0.07317073170731707,29
Xdz1cxEjLYc_000007_000017,Food & Cooking,tier1_vatex_short,1,4.468749046325684,0.5333333333333333,1.0,0.23636363636363636,0.1951219512195122,13
Xdz1cxEjLYc_000007_000017,Food & Cooking,tier2_vatex_long,2,4.236753344535828,0.5333333333333333,1.0,0.2727272727272727,0.12195121951219512,15
Xdz1cxEjLYc_000007_000017,Food & Cooking,tier3_va11y,3,5.0,0.7666666666666666,1.0,0.7454545454545455,1.0,45
HpRmj5ce32c_000001_000011,Sports,tier0_cross,0,3.5708227157592773,0.475,0.984,0.058823529411764705,0.08823529411764706,29
HpRmj5ce32c_000001_000011,Sports,tier1_vatex_short,1,4.649812936782837,0.0,1.0,0.21568627450980393,0.23529411764705882,11
HpRmj5ce32c_000001_000011,Sports,tier2_vatex_long,2,4.276906251907349,0.475,1.0,0.37254901960784315,0.14705882352941177,22
HpRmj5ce32c_000001_000011,Sports,tier3_va11y,3,4.999999523162842,0.825,0.9612409812409812,0.6666666666666666,1.0,46
dlBeUWrse3I_000019_000029,How-to & Instructional,tier0_cross,0,3.36472487449646,0.3,0.984,0.05172413793103448,0.044444444444444446,29
dlBeUWrse3I_000019_000029,How-to & Instructional,tier1_vatex_short,1,4.345399618148804,0.3,1.0,0.1206896551724138,0.044444444444444446,7
dlBeUWrse3I_000019_000029,How-to & Instructional,tier2_vatex_long,2,4.073161005973816,0.41666666666666663,1.0,0.25862068965517243,0.13333333333333333,17
dlBeUWrse3I_000019_000029,How-to & Instructional,tier3_va11y,3,4.999999761581421,1.0,0.9955555555555555,0.7758620689655172,1.0,50
