clip_key,corpus,video_id,category,case_id,priority_score,window,why
external_ZcYB6tPK2Eo_000138_000148,external,ZcYB6tPK2Eo_000138_000148,How-to & Instructional,audio_language_confound_check,0.04728231632497837,"0.0-3.0s scene_spatial (layout_replay_or_scene_cue, peak=0.701); 9.0-10.0s scene_spatial (layout_replay_or_scene_cue, peak=0.448); 6.0-9.0s scene_spatial (layout_replay_or_scene_cue, peak=0.330)","Control cortex gap matches/exceeds visual gap; treat as audio/language anomaly, not visual AD need."
external_3ufJNSez5Is_000008_000018,external,3ufJNSez5Is_000008_000018,How-to & Instructional,audio_language_confound_check,0.04277233221759856,"0.0-3.0s agent_action (static_ad_ok_low_gap, peak=0.285); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.187); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.115)","Control cortex gap matches/exceeds visual gap; treat as audio/language anomaly, not visual AD need."
external_heWD9j45Emw_000225_000235,external,heWD9j45Emw_000225_000235,Music,audio_language_confound_check,0.04025009575839666,"6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.100); 3.0-6.0s agent_action (static_ad_ok_low_gap, peak=0.072); 0.0-3.0s agent_action (static_ad_ok_low_gap, peak=0.067)","Control cortex gap matches/exceeds visual gap; treat as audio/language anomaly, not visual AD need."
external_wbOD_G3ttgU_000083_000093,external,wbOD_G3ttgU_000083_000093,How-to & Instructional,audio_language_confound_check,0.02610293433435861,"0.0-3.0s scene_spatial (static_ad_ok_low_gap, peak=0.163); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.060); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.053)","Control cortex gap matches/exceeds visual gap; treat as audio/language anomaly, not visual AD need."
external_0t0DB1B1w8Y_000000_000010,external,0t0DB1B1w8Y_000000_000010,Sports,audio_language_confound_check,0.024682287345260234,"6.7-10.0s agent_action (static_ad_ok_low_gap, peak=0.055); 3.3-6.7s scene_spatial (static_ad_ok_low_gap, peak=0.046); 0.0-3.3s scene_spatial (static_ad_ok_low_gap, peak=0.020)","Control cortex gap matches/exceeds visual gap; treat as audio/language anomaly, not visual AD need."
external_eb-ufaFcUas_000008_000018,external,eb-ufaFcUas_000008_000018,Entertainment,audio_language_confound_check,0.02275962349034881,"0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.196); 6.4-9.1s scene_spatial (static_ad_ok_low_gap, peak=0.094); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.029)","Control cortex gap matches/exceeds visual gap; treat as audio/language anomaly, not visual AD need."
external_u-olDM7oGGM_000012_000022,external,u-olDM7oGGM_000012_000022,Health & Wellness,audio_language_confound_check,0.021947342330579142,"0.0-3.0s agent_action (action_state_or_agent_cue, peak=0.322); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.178); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.105)","Control cortex gap matches/exceeds visual gap; treat as audio/language anomaly, not visual AD need."
external_yBO8rAMeqjc_000007_000017,external,yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",audio_language_confound_check,0.012923197239855563,"0.0-3.0s agent_action (static_ad_ok_low_gap, peak=0.267); 3.0-6.0s agent_action (static_ad_ok_low_gap, peak=0.234); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.112)","Control cortex gap matches/exceeds visual gap; treat as audio/language anomaly, not visual AD need."
external_h8wsO9A9v_c_000016_000026,external,h8wsO9A9v_c_000016_000026,People & Vlogs,audio_language_confound_check,0.011617635683886914,"9.1-10.0s agent_action (static_ad_ok_low_gap, peak=0.138); 0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.112); 6.4-9.1s scene_spatial (static_ad_ok_low_gap, peak=0.076)","Control cortex gap matches/exceeds visual gap; treat as audio/language anomaly, not visual AD need."
inbench_clip_17_gjoZic4WjiQ_000012_000022,inbench,gjoZic4WjiQ_000012_000022,Pets & Animals,audio_language_confound_check,0.008047466355803112,"0.0-3.5s scene_spatial (layout_replay_or_scene_cue, peak=0.510); 3.5-7.0s scene_spatial (static_ad_ok_low_gap, peak=0.252); 7.0-10.6s scene_spatial (static_ad_ok_low_gap, peak=0.172)","Control cortex gap matches/exceeds visual gap; treat as audio/language anomaly, not visual AD need."
external_GOH6fBhoi2o_000010_000020,external,GOH6fBhoi2o_000010_000020,Entertainment,dynamic_type_shift,1.8238916692308274,"3.0-6.0s scene_spatial (layout_replay_or_scene_cue, peak=1.008); 0.0-3.0s scene_spatial (layout_replay_or_scene_cue, peak=0.910); 6.0-9.0s scene_spatial (layout_replay_or_scene_cue, peak=0.740)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
inbench_clip_00_Q76JRCyTnSc_000007_000017,inbench,Q76JRCyTnSc_000007_000017,Food & Cooking,dynamic_type_shift,1.5082166652744777,"10.4-13.4s scene_spatial (layout_replay_or_scene_cue, peak=0.504); 7.5-10.4s scene_spatial (layout_replay_or_scene_cue, peak=0.385); 13.4-14.9s agent_action (static_ad_ok_low_gap, peak=0.253)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
inbench_clip_18_q2ZBVyR1k-U_000021_000031,inbench,q2ZBVyR1k-U_000021_000031,Pets & Animals,dynamic_type_shift,1.372827037508856,"13.1-16.4s scene_spatial (static_ad_ok_low_gap, peak=0.148); 6.6-9.8s scene_spatial (static_ad_ok_low_gap, peak=0.085); 3.3-6.6s scene_spatial (static_ad_ok_low_gap, peak=0.064)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_Bss3WwpDdS8_000041_000051,external,Bss3WwpDdS8_000041_000051,People & Vlogs,dynamic_type_shift,1.3353635326527344,"0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.241); 6.4-9.1s scene_spatial (static_ad_ok_low_gap, peak=0.232); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.212)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_HpRmj5ce32c_000001_000011,external,HpRmj5ce32c_000001_000011,Sports,dynamic_type_shift,1.2607500005248604,"6.4-9.1s scene_spatial (layout_replay_or_scene_cue, peak=0.816); 0.0-3.6s agent_action (action_state_or_agent_cue, peak=0.662); 3.6-6.4s scene_spatial (layout_replay_or_scene_cue, peak=0.498)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_EA3HCx0yTIY_000281_000291,external,EA3HCx0yTIY_000281_000291,Music,dynamic_type_shift,1.2559343018612799,"0.0-3.6s agent_action (action_state_or_agent_cue, peak=1.174); 3.6-6.4s agent_action (action_state_or_agent_cue, peak=0.811); 6.4-9.1s scene_spatial (layout_replay_or_scene_cue, peak=0.690)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_Z5w-wkrjHuw_000345_000355,external,Z5w-wkrjHuw_000345_000355,Entertainment,dynamic_type_shift,1.1913161011158646,"9.1-10.0s agent_action (static_ad_ok_low_gap, peak=0.176); 0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.161); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.067)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_h8wsO9A9v_c_000016_000026,external,h8wsO9A9v_c_000016_000026,People & Vlogs,dynamic_type_shift,1.1909586203556022,"9.1-10.0s agent_action (static_ad_ok_low_gap, peak=0.138); 0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.112); 6.4-9.1s scene_spatial (static_ad_ok_low_gap, peak=0.076)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_3su234u58DA_000172_000182,external,3su234u58DA_000172_000182,Entertainment,dynamic_type_shift,1.1871779598258771,"9.1-10.0s agent_action (action_state_or_agent_cue, peak=0.756); 0.0-3.6s agent_action (action_state_or_agent_cue, peak=0.404); 6.4-9.1s scene_spatial (static_ad_ok_low_gap, peak=0.168)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_1YemrpNBpf4_000001_000011,external,1YemrpNBpf4_000001_000011,Entertainment,dynamic_type_shift,1.002188518573727,"0.0-3.0s agent_action (action_state_or_agent_cue, peak=0.783); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.283); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.155)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_jeweRSnAJeo_000050_000060,external,jeweRSnAJeo_000050_000060,Film & Animation,dynamic_type_shift,0.9948281472362589,"6.4-9.1s scene_spatial (layout_replay_or_scene_cue, peak=0.515); 3.6-6.4s scene_spatial (layout_replay_or_scene_cue, peak=0.468); 0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.206)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,0HEi6q3bGaw_000011_000021,Travel,dynamic_type_shift,0.95057106557343,"16.3-17.9s agent_action (action_state_or_agent_cue, peak=0.828); 0.0-3.3s scene_spatial (layout_replay_or_scene_cue, peak=0.358); 3.3-6.5s scene_spatial (static_ad_ok_low_gap, peak=0.146)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_0t0DB1B1w8Y_000000_000010,external,0t0DB1B1w8Y_000000_000010,Sports,dynamic_type_shift,0.9027195549949902,"6.7-10.0s agent_action (static_ad_ok_low_gap, peak=0.055); 3.3-6.7s scene_spatial (static_ad_ok_low_gap, peak=0.046); 0.0-3.3s scene_spatial (static_ad_ok_low_gap, peak=0.020)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_j6CgiNeWQwM_000842_000852,external,j6CgiNeWQwM_000842_000852,Food & Cooking,dynamic_type_shift,0.7959830322765247,"3.0-6.0s scene_spatial (static_ad_ok_low_gap, peak=0.214); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.190); 0.0-3.0s scene_spatial (static_ad_ok_low_gap, peak=0.149)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_21T1JDdJgsM_000047_000057,external,21T1JDdJgsM_000047_000057,Entertainment,dynamic_type_shift,0.7143411399253219,"6.4-9.1s agent_action (action_state_or_agent_cue, peak=0.646); 0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.284); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.235)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_1HUWWCLza0w_000000_000010,external,1HUWWCLza0w_000000_000010,Sports,dynamic_type_shift,0.676683356194415,"6.7-10.0s agent_action (action_state_or_agent_cue, peak=1.368); 3.3-6.7s scene_spatial (layout_replay_or_scene_cue, peak=0.375); 0.0-3.3s scene_spatial (static_ad_ok_low_gap, peak=0.237)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_1-jIze6gy0g_000026_000036,external,1-jIze6gy0g_000026_000036,How-to & Instructional,dynamic_type_shift,0.6437017609117089,"6.0-9.0s scene_spatial (layout_replay_or_scene_cue, peak=0.596); 0.0-3.0s scene_spatial (static_ad_ok_low_gap, peak=0.262); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.251)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_xW6hpK-DBMY_000080_000090,external,xW6hpK-DBMY_000080_000090,How-to & Instructional,dynamic_type_shift,0.6345333780232247,"0.0-3.6s agent_action (action_state_or_agent_cue, peak=0.401); 9.1-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.134); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.115)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_heWD9j45Emw_000225_000235,external,heWD9j45Emw_000225_000235,Music,dynamic_type_shift,0.6309635620043403,"6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.100); 3.0-6.0s agent_action (static_ad_ok_low_gap, peak=0.072); 0.0-3.0s agent_action (static_ad_ok_low_gap, peak=0.067)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
inbench_clip_01_058y9xGmmTQ_000206_000216,inbench,058y9xGmmTQ_000206_000216,Food & Cooking,dynamic_type_shift,0.5083513749839579,"0.0-4.5s scene_spatial (layout_replay_or_scene_cue, peak=0.649); 4.5-7.5s scene_spatial (layout_replay_or_scene_cue, peak=0.327); 13.4-16.4s agent_action (static_ad_ok_low_gap, peak=0.186)",Scene/spatial and agent/action losses peak at different moments; one global AD prompt is under-specified.
external_0t0DB1B1w8Y_000000_000010,external,0t0DB1B1w8Y_000000_000010,Sports,low_gap_skip,0.34254093767228955,"6.7-10.0s agent_action (static_ad_ok_low_gap, peak=0.055); 3.3-6.7s scene_spatial (static_ad_ok_low_gap, peak=0.046); 0.0-3.3s scene_spatial (static_ad_ok_low_gap, peak=0.020)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_heWD9j45Emw_000225_000235,external,heWD9j45Emw_000225_000235,Music,low_gap_skip,0.2978499178508728,"6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.100); 3.0-6.0s agent_action (static_ad_ok_low_gap, peak=0.072); 0.0-3.0s agent_action (static_ad_ok_low_gap, peak=0.067)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_ShSSAEfnyDs_000000_000010,external,ShSSAEfnyDs_000000_000010,Entertainment,low_gap_skip,0.2799039686351805,"0.0-4.0s scene_spatial (static_ad_ok_low_gap, peak=0.118); 4.0-6.0s scene_spatial (static_ad_ok_low_gap, peak=0.081); 6.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.070)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_Xdz1cxEjLYc_000007_000017,external,Xdz1cxEjLYc_000007_000017,Food & Cooking,low_gap_skip,0.2630233647538057,"9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.135); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.131); 0.0-3.0s scene_spatial (static_ad_ok_low_gap, peak=0.039)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_h8wsO9A9v_c_000016_000026,external,h8wsO9A9v_c_000016_000026,People & Vlogs,low_gap_skip,0.25962869159512736,"9.1-10.0s agent_action (static_ad_ok_low_gap, peak=0.138); 0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.112); 6.4-9.1s scene_spatial (static_ad_ok_low_gap, peak=0.076)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
inbench_clip_18_q2ZBVyR1k-U_000021_000031,inbench,q2ZBVyR1k-U_000021_000031,Pets & Animals,low_gap_skip,0.24971769472871908,"13.1-16.4s scene_spatial (static_ad_ok_low_gap, peak=0.148); 6.6-9.8s scene_spatial (static_ad_ok_low_gap, peak=0.085); 3.3-6.6s scene_spatial (static_ad_ok_low_gap, peak=0.064)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_wbOD_G3ttgU_000083_000093,external,wbOD_G3ttgU_000083_000093,How-to & Instructional,low_gap_skip,0.2352177359502915,"0.0-3.0s scene_spatial (static_ad_ok_low_gap, peak=0.163); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.060); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.053)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
inbench_clip_13_KFcH6BYZWhc_000011_000021,inbench,KFcH6BYZWhc_000011_000021,Sports,low_gap_skip,0.23066291672174621,"0.0-4.5s scene_spatial (static_ad_ok_low_gap, peak=0.167); 13.4-14.9s scene_spatial (static_ad_ok_low_gap, peak=0.074); 4.5-7.5s scene_spatial (static_ad_ok_low_gap, peak=0.066)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_rGQ64NXktF8_000006_000016,external,rGQ64NXktF8_000006_000016,People & Vlogs,low_gap_skip,0.22278592515292894,"6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.175); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.153); 3.0-6.0s scene_spatial (static_ad_ok_low_gap, peak=0.090)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_Z5w-wkrjHuw_000345_000355,external,Z5w-wkrjHuw_000345_000355,Entertainment,low_gap_skip,0.22186951166281832,"9.1-10.0s agent_action (static_ad_ok_low_gap, peak=0.176); 0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.161); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.067)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_eb-ufaFcUas_000008_000018,external,eb-ufaFcUas_000008_000018,Entertainment,low_gap_skip,0.20228674195005436,"0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.196); 6.4-9.1s scene_spatial (static_ad_ok_low_gap, peak=0.094); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.029)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_j6CgiNeWQwM_000842_000852,external,j6CgiNeWQwM_000842_000852,Food & Cooking,low_gap_skip,0.18358289083275514,"3.0-6.0s scene_spatial (static_ad_ok_low_gap, peak=0.214); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.190); 0.0-3.0s scene_spatial (static_ad_ok_low_gap, peak=0.149)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_N-LZPc27kjM_000229_000239,external,N-LZPc27kjM_000229_000239,How-to & Instructional,low_gap_skip,0.17553044536890638,"0.0-3.0s scene_spatial (static_ad_ok_low_gap, peak=0.222); 3.0-6.0s scene_spatial (static_ad_ok_low_gap, peak=0.108); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.070)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_Bss3WwpDdS8_000041_000051,external,Bss3WwpDdS8_000041_000051,People & Vlogs,low_gap_skip,0.157346980864552,"0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.241); 6.4-9.1s scene_spatial (static_ad_ok_low_gap, peak=0.232); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.212)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_bgt29znHCzs_000343_000353,external,bgt29znHCzs_000343_000353,Sports,low_gap_skip,0.13727212214310547,"9.0-10.0s agent_action (static_ad_ok_low_gap, peak=0.261); 0.0-3.0s scene_spatial (static_ad_ok_low_gap, peak=0.221); 6.0-9.0s agent_action (static_ad_ok_low_gap, peak=0.162)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_yBO8rAMeqjc_000007_000017,external,yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",low_gap_skip,0.13123617085809214,"0.0-3.0s agent_action (static_ad_ok_low_gap, peak=0.267); 3.0-6.0s agent_action (static_ad_ok_low_gap, peak=0.234); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.112)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
inbench_clip_03_vLGOZvJ_v4Q_000285_000295,inbench,vLGOZvJ_v4Q_000285_000295,Food & Cooking,low_gap_skip,0.12961137238145104,"0.0-3.3s scene_spatial (static_ad_ok_low_gap, peak=0.268); 3.3-6.6s scene_spatial (static_ad_ok_low_gap, peak=0.116); 13.1-16.4s scene_spatial (static_ad_ok_low_gap, peak=0.096)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_3ufJNSez5Is_000008_000018,external,3ufJNSez5Is_000008_000018,How-to & Instructional,low_gap_skip,0.11318970885097912,"0.0-3.0s agent_action (static_ad_ok_low_gap, peak=0.285); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.187); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.115)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_A0e7Z55s8pE_000008_000018,external,A0e7Z55s8pE_000008_000018,How-to & Instructional,low_gap_skip,0.09762092698172475,"0.0-3.3s agent_action (static_ad_ok_low_gap, peak=0.300); 6.7-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.168); 3.3-6.7s scene_spatial (static_ad_ok_low_gap, peak=0.150)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_u-olDM7oGGM_000012_000022,external,u-olDM7oGGM_000012_000022,Health & Wellness,low_gap_skip,0.07602298546881436,"0.0-3.0s agent_action (action_state_or_agent_cue, peak=0.322); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.178); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.105)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
inbench_clip_08_hOirknJr3os_000001_000011,inbench,hOirknJr3os_000001_000011,Travel,low_gap_skip,0.05374106164927117,"0.0-3.3s agent_action (action_state_or_agent_cue, peak=0.344); 3.3-6.6s agent_action (static_ad_ok_low_gap, peak=0.303); 6.6-9.8s scene_spatial (static_ad_ok_low_gap, peak=0.144)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_9eBhetL8n5Q_000222_000232,external,9eBhetL8n5Q_000222_000232,People & Vlogs,low_gap_skip,0.05094362577678624,"0.0-3.6s scene_spatial (layout_replay_or_scene_cue, peak=0.347); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.138); 9.1-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.115)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_c_gQ9CSaZY4_000000_000010,external,c_gQ9CSaZY4_000000_000010,How-to & Instructional,low_gap_skip,0.045256127958479664,"6.4-9.1s scene_spatial (layout_replay_or_scene_cue, peak=0.353); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.178); 0.0-3.6s agent_action (static_ad_ok_low_gap, peak=0.126)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
external_lgJywzzdUC8_000000_000010,external,lgJywzzdUC8_000000_000010,Event,low_gap_skip,0.025347165347558764,"9.0-10.0s scene_spatial (layout_replay_or_scene_cue, peak=0.373); 6.0-9.0s scene_spatial (layout_replay_or_scene_cue, peak=0.312); 0.0-3.0s scene_spatial (static_ad_ok_low_gap, peak=0.260)",No high TRIBE blind spot; do not spend expensive neural/human review budget here first.
