video_id,q_idx,condition,score,matched,tribe_type,vlm_type
3su234u58DA_000172_000182,3,tribe,0.0,0,scene_spatial,scene_spatial
3su234u58DA_000172_000182,4,tribe,1.0,0,scene_spatial,scene_spatial
3su234u58DA_000172_000182,0,vlm,1.0,0,scene_spatial,scene_spatial
3su234u58DA_000172_000182,1,vlm,0.5,1,scene_spatial,scene_spatial
3su234u58DA_000172_000182,2,vlm,0.5,0,scene_spatial,scene_spatial
3su234u58DA_000172_000182,3,vlm,0.0,0,scene_spatial,scene_spatial
3su234u58DA_000172_000182,4,vlm,1.0,0,scene_spatial,scene_spatial
3ufJNSez5Is_000008_000018,0,baseline,1.0,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,1,baseline,0.5,1,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,2,baseline,0.5,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,3,baseline,0.0,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,4,baseline,0.5,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,0,vlm,1.0,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,1,vlm,0.0,1,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,2,vlm,0.0,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,3,vlm,0.0,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,4,vlm,0.5,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,0,tribe,1.0,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,1,tribe,0.5,1,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,2,tribe,0.5,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,3,tribe,0.0,0,scene_spatial,motion_action
3ufJNSez5Is_000008_000018,4,tribe,0.5,0,scene_spatial,motion_action
750QhTe9Z4U_000000_000010,0,baseline,1.0,1,visual_form,motion_action
750QhTe9Z4U_000000_000010,1,baseline,1.0,1,visual_form,motion_action
750QhTe9Z4U_000000_000010,2,baseline,0.5,0,visual_form,motion_action
750QhTe9Z4U_000000_000010,3,baseline,0.5,0,visual_form,motion_action
750QhTe9Z4U_000000_000010,4,baseline,1.0,0,visual_form,motion_action
750QhTe9Z4U_000000_000010,0,vlm,1.0,1,visual_form,motion_action
750QhTe9Z4U_000000_000010,1,vlm,1.0,1,visual_form,motion_action
750QhTe9Z4U_000000_000010,2,vlm,0.5,0,visual_form,motion_action
750QhTe9Z4U_000000_000010,3,vlm,0.5,0,visual_form,motion_action
750QhTe9Z4U_000000_000010,4,vlm,1.0,0,visual_form,motion_action
750QhTe9Z4U_000000_000010,0,tribe,1.0,1,visual_form,motion_action
750QhTe9Z4U_000000_000010,1,tribe,1.0,1,visual_form,motion_action
750QhTe9Z4U_000000_000010,2,tribe,0.5,0,visual_form,motion_action
750QhTe9Z4U_000000_000010,3,tribe,0.5,0,visual_form,motion_action
750QhTe9Z4U_000000_000010,4,tribe,1.0,0,visual_form,motion_action
8vkNr_eysXY_000002_000012,0,tribe,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,1,tribe,0.5,1,scene_spatial,object_body
8vkNr_eysXY_000002_000012,2,tribe,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,3,tribe,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,4,tribe,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,0,baseline,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,1,baseline,0.5,1,scene_spatial,object_body
8vkNr_eysXY_000002_000012,2,baseline,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,3,baseline,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,4,baseline,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,0,vlm,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,1,vlm,0.5,1,scene_spatial,object_body
8vkNr_eysXY_000002_000012,2,vlm,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,3,vlm,0.0,0,scene_spatial,object_body
8vkNr_eysXY_000002_000012,4,vlm,0.0,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,0,tribe,0.5,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,1,tribe,0.5,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,2,tribe,0.0,1,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,3,tribe,1.0,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,4,tribe,0.0,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,0,baseline,0.5,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,1,baseline,1.0,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,2,baseline,0.0,1,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,3,baseline,1.0,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,4,baseline,0.0,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,0,vlm,0.5,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,1,vlm,0.5,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,2,vlm,0.0,1,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,3,vlm,1.0,0,scene_spatial,object_body
9eBhetL8n5Q_000222_000232,4,vlm,0.0,0,scene_spatial,object_body
A0e7Z55s8pE_000008_000018,0,vlm,0.5,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,1,vlm,0.5,1,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,2,vlm,1.0,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,3,vlm,1.0,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,4,vlm,1.0,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,0,baseline,0.5,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,1,baseline,0.5,1,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,2,baseline,1.0,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,3,baseline,1.0,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,4,baseline,1.0,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,0,tribe,0.5,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,1,tribe,0.5,1,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,2,tribe,1.0,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,3,tribe,1.0,0,scene_spatial,motion_action
A0e7Z55s8pE_000008_000018,4,tribe,1.0,0,scene_spatial,motion_action
BcW6Y7eufQE_000239_000249,0,vlm,1.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,1,vlm,1.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,2,vlm,0.0,1,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,3,vlm,0.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,4,vlm,1.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,0,tribe,1.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,1,tribe,1.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,2,tribe,0.5,1,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,3,tribe,0.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,4,tribe,1.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,0,baseline,1.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,1,baseline,1.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,2,baseline,0.5,1,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,3,baseline,0.0,0,scene_spatial,face_character
BcW6Y7eufQE_000239_000249,4,baseline,1.0,0,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,0,tribe,0.0,0,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,1,tribe,0.0,1,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,2,tribe,0.5,0,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,3,tribe,0.5,0,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,4,tribe,0.0,1,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,0,baseline,0.0,0,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,1,baseline,0.0,1,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,2,baseline,0.5,0,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,3,baseline,0.5,0,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,4,baseline,0.0,1,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,0,vlm,0.0,0,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,1,vlm,0.0,1,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,2,vlm,0.5,0,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,3,vlm,0.5,0,scene_spatial,face_character
Bss3WwpDdS8_000041_000051,4,vlm,0.0,1,scene_spatial,face_character
Ccgwurislg8_000082_000092,0,vlm,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,1,vlm,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,2,vlm,0.5,1,scene_spatial,object_body
Ccgwurislg8_000082_000092,3,vlm,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,4,vlm,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,0,baseline,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,1,baseline,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,2,baseline,0.5,1,scene_spatial,object_body
Ccgwurislg8_000082_000092,3,baseline,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,4,baseline,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,0,tribe,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,1,tribe,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,2,tribe,0.5,1,scene_spatial,object_body
Ccgwurislg8_000082_000092,3,tribe,0.0,0,scene_spatial,object_body
Ccgwurislg8_000082_000092,4,tribe,0.0,0,scene_spatial,object_body
D297atE3gag_000203_000213,0,tribe,1.0,1,scene_spatial,motion_action
D297atE3gag_000203_000213,1,tribe,0.0,0,scene_spatial,motion_action
D297atE3gag_000203_000213,2,tribe,1.0,1,scene_spatial,motion_action
D297atE3gag_000203_000213,3,tribe,0.5,0,scene_spatial,motion_action
D297atE3gag_000203_000213,4,tribe,0.0,0,scene_spatial,motion_action
D297atE3gag_000203_000213,0,baseline,1.0,1,scene_spatial,motion_action
D297atE3gag_000203_000213,1,baseline,0.0,0,scene_spatial,motion_action
D297atE3gag_000203_000213,2,baseline,1.0,1,scene_spatial,motion_action
D297atE3gag_000203_000213,3,baseline,0.5,0,scene_spatial,motion_action
D297atE3gag_000203_000213,4,baseline,0.0,0,scene_spatial,motion_action
D297atE3gag_000203_000213,0,vlm,1.0,1,scene_spatial,motion_action
D297atE3gag_000203_000213,1,vlm,1.0,0,scene_spatial,motion_action
D297atE3gag_000203_000213,2,vlm,1.0,1,scene_spatial,motion_action
D297atE3gag_000203_000213,3,vlm,0.5,0,scene_spatial,motion_action
D297atE3gag_000203_000213,4,vlm,0.0,0,scene_spatial,motion_action
EA3HCx0yTIY_000281_000291,0,baseline,1.0,1,motion_action,motion_action
EA3HCx0yTIY_000281_000291,1,baseline,0.5,0,motion_action,motion_action
EA3HCx0yTIY_000281_000291,2,baseline,1.0,0,motion_action,motion_action
EA3HCx0yTIY_000281_000291,3,baseline,1.0,1,motion_action,motion_action
EA3HCx0yTIY_000281_000291,4,baseline,1.0,0,motion_action,motion_action
EA3HCx0yTIY_000281_000291,0,tribe,1.0,1,motion_action,motion_action
EA3HCx0yTIY_000281_000291,1,tribe,0.5,0,motion_action,motion_action
EA3HCx0yTIY_000281_000291,2,tribe,1.0,0,motion_action,motion_action
EA3HCx0yTIY_000281_000291,3,tribe,1.0,1,motion_action,motion_action
EA3HCx0yTIY_000281_000291,4,tribe,1.0,0,motion_action,motion_action
EA3HCx0yTIY_000281_000291,0,vlm,0.5,1,motion_action,motion_action
EA3HCx0yTIY_000281_000291,1,vlm,0.5,0,motion_action,motion_action
EA3HCx0yTIY_000281_000291,2,vlm,0.5,0,motion_action,motion_action
EA3HCx0yTIY_000281_000291,3,vlm,1.0,1,motion_action,motion_action
EA3HCx0yTIY_000281_000291,4,vlm,1.0,0,motion_action,motion_action
F-mRnL_XmJU_000000_000010,0,vlm,0.0,0,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,1,vlm,0.5,0,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,2,vlm,1.0,1,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,3,vlm,0.0,0,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,4,vlm,1.0,1,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,0,baseline,0.0,0,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,1,baseline,0.5,0,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,2,baseline,1.0,1,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,3,baseline,0.0,0,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,4,baseline,1.0,1,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,0,tribe,0.0,0,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,1,tribe,0.5,0,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,2,tribe,1.0,1,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,3,tribe,0.0,0,scene_spatial,motion_action
F-mRnL_XmJU_000000_000010,4,tribe,1.0,1,scene_spatial,motion_action
HpRmj5ce32c_000001_000011,0,baseline,1.0,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,1,baseline,0.5,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,2,baseline,1.0,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,3,baseline,0.5,1,motion_action,motion_action
HpRmj5ce32c_000001_000011,4,baseline,0.0,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,0,vlm,1.0,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,1,vlm,0.5,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,2,vlm,1.0,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,3,vlm,0.5,1,motion_action,motion_action
HpRmj5ce32c_000001_000011,4,vlm,0.0,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,0,tribe,1.0,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,1,tribe,0.5,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,2,tribe,1.0,0,motion_action,motion_action
HpRmj5ce32c_000001_000011,3,tribe,1.0,1,motion_action,motion_action
HpRmj5ce32c_000001_000011,4,tribe,0.0,0,motion_action,motion_action
N-LZPc27kjM_000229_000239,0,vlm,1.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,1,vlm,1.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,2,vlm,1.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,3,vlm,0.0,1,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,4,vlm,0.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,0,baseline,1.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,1,baseline,1.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,2,baseline,1.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,3,baseline,0.0,1,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,4,baseline,0.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,0,tribe,1.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,1,tribe,1.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,2,tribe,1.0,0,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,3,tribe,0.5,1,scene_spatial,visual_form
N-LZPc27kjM_000229_000239,4,tribe,0.0,0,scene_spatial,visual_form
OASCPKazLIM_000132_000142,0,baseline,0.5,1,scene_spatial,object_body
OASCPKazLIM_000132_000142,1,baseline,0.5,0,scene_spatial,object_body
OASCPKazLIM_000132_000142,2,baseline,1.0,1,scene_spatial,object_body
OASCPKazLIM_000132_000142,3,baseline,0.0,1,scene_spatial,object_body
OASCPKazLIM_000132_000142,4,baseline,0.0,0,scene_spatial,object_body
OASCPKazLIM_000132_000142,0,tribe,0.5,1,scene_spatial,object_body
OASCPKazLIM_000132_000142,1,tribe,0.5,0,scene_spatial,object_body
OASCPKazLIM_000132_000142,2,tribe,1.0,1,scene_spatial,object_body
OASCPKazLIM_000132_000142,3,tribe,0.0,1,scene_spatial,object_body
OASCPKazLIM_000132_000142,4,tribe,0.0,0,scene_spatial,object_body
OASCPKazLIM_000132_000142,0,vlm,0.5,1,scene_spatial,object_body
OASCPKazLIM_000132_000142,1,vlm,0.5,0,scene_spatial,object_body
OASCPKazLIM_000132_000142,2,vlm,1.0,1,scene_spatial,object_body
OASCPKazLIM_000132_000142,3,vlm,0.0,1,scene_spatial,object_body
OASCPKazLIM_000132_000142,4,vlm,0.0,0,scene_spatial,object_body
RjPp0ZPW0yc_000000_000010,0,baseline,0.5,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,1,baseline,1.0,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,2,baseline,0.5,1,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,3,baseline,0.0,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,4,baseline,0.5,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,0,vlm,0.5,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,1,vlm,1.0,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,2,vlm,0.5,1,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,3,vlm,0.0,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,4,vlm,0.5,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,0,tribe,0.5,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,1,tribe,1.0,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,2,tribe,0.5,1,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,3,tribe,0.0,0,scene_spatial,motion_action
RjPp0ZPW0yc_000000_000010,4,tribe,0.5,0,scene_spatial,motion_action
RlfVK8z5wJ0_000000_000010,0,tribe,1.0,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,1,tribe,1.0,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,2,tribe,1.0,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,3,tribe,0.5,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,4,tribe,1.0,1,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,0,vlm,1.0,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,1,vlm,1.0,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,2,vlm,1.0,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,3,vlm,0.5,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,4,vlm,1.0,1,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,0,baseline,1.0,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,1,baseline,1.0,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,2,baseline,1.0,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,3,baseline,0.5,0,visual_form,motion_action
RlfVK8z5wJ0_000000_000010,4,baseline,1.0,1,visual_form,motion_action
S-C86j0keqc_000217_000227,0,vlm,0.5,0,scene_spatial,face_character
S-C86j0keqc_000217_000227,1,vlm,1.0,0,scene_spatial,face_character
S-C86j0keqc_000217_000227,2,vlm,1.0,1,scene_spatial,face_character
S-C86j0keqc_000217_000227,3,vlm,0.0,0,scene_spatial,face_character
S-C86j0keqc_000217_000227,4,vlm,0.0,1,scene_spatial,face_character
S-C86j0keqc_000217_000227,0,tribe,0.5,0,scene_spatial,face_character
S-C86j0keqc_000217_000227,1,tribe,1.0,0,scene_spatial,face_character
S-C86j0keqc_000217_000227,2,tribe,1.0,1,scene_spatial,face_character
S-C86j0keqc_000217_000227,3,tribe,0.0,0,scene_spatial,face_character
S-C86j0keqc_000217_000227,4,tribe,0.0,1,scene_spatial,face_character
S-C86j0keqc_000217_000227,0,baseline,0.5,0,scene_spatial,face_character
S-C86j0keqc_000217_000227,1,baseline,1.0,0,scene_spatial,face_character
S-C86j0keqc_000217_000227,2,baseline,1.0,1,scene_spatial,face_character
S-C86j0keqc_000217_000227,3,baseline,0.0,0,scene_spatial,face_character
S-C86j0keqc_000217_000227,4,baseline,0.0,1,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,0,tribe,0.0,0,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,1,tribe,1.0,1,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,2,tribe,0.0,0,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,3,tribe,0.0,1,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,4,tribe,0.0,0,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,0,baseline,0.0,0,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,1,baseline,1.0,1,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,2,baseline,0.0,0,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,3,baseline,0.0,1,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,4,baseline,0.0,0,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,0,vlm,0.0,0,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,1,vlm,1.0,1,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,2,vlm,0.0,0,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,3,vlm,0.0,1,scene_spatial,face_character
ShSSAEfnyDs_000000_000010,4,vlm,0.0,0,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,0,baseline,1.0,0,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,1,baseline,1.0,0,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,2,baseline,0.5,1,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,3,baseline,0.5,1,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,4,baseline,0.0,1,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,0,tribe,1.0,0,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,1,tribe,1.0,0,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,2,tribe,1.0,1,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,3,tribe,0.5,1,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,4,tribe,0.0,1,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,0,vlm,1.0,0,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,1,vlm,1.0,0,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,2,vlm,1.0,1,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,3,vlm,0.0,1,scene_spatial,face_character
Xdz1cxEjLYc_000007_000017,4,vlm,0.0,1,scene_spatial,face_character
Z5w-wkrjHuw_000345_000355,0,vlm,1.0,0,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,1,vlm,1.0,0,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,2,vlm,0.5,1,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,3,vlm,0.5,0,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,4,vlm,0.0,0,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,0,baseline,1.0,0,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,1,baseline,1.0,0,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,2,baseline,0.5,1,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,3,baseline,0.5,0,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,4,baseline,0.0,0,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,0,tribe,1.0,0,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,1,tribe,1.0,0,visual_form,motion_action
Z5w-wkrjHuw_000345_000355,2,tribe,0.5,1,visual_form,motion_action
