video_id,category,target,pro_margin,score_col,mean_need,max_need,mean_speech_density,mean_standard_slot_score,slot_frac,need_z,speech_z,slot_z,social_scene,proxy_collision,social_collision_boundary,social_need_boundary,social_only,slotable_inverse
750QhTe9Z4U_000000_000010,People & Vlogs,1,-0.009995967149734497,clip_top3,0.5960793237840161,1.0,1.0,0.0,0.0,0.6936954164548245,1.0,0.0,1.0,0.6936954164548245,1.6936954164548244,1.6936954164548244,1.0,1.0
8vkNr_eysXY_000002_000012,How-to & Instructional,1,-0.009209454059600775,clip_top3,0.45096363486603885,1.0,1.0,0.0,0.0,0.3611976555182272,1.0,0.0,0.0,0.3611976555182272,0.3611976555182272,0.3611976555182272,0.0,1.0
9eBhetL8n5Q_000222_000232,People & Vlogs,0,0.02567529678344732,clip_top3,0.6810920758483422,1.0,1.0,0.0,0.0,0.8884817274540675,1.0,0.0,1.0,0.8884817274540675,1.8884817274540675,1.8884817274540675,1.0,1.0
9fuIpQgnNEQ_000049_000059,Event,0,0.0339205265045166,clip_top3,0.7271433322429964,1.0,1.0,0.0,0.0,0.9939971252288343,1.0,0.0,0.0,0.9939971252288343,0.9939971252288343,0.9939971252288343,0.0,1.0
A0e7Z55s8pE_000008_000018,How-to & Instructional,1,-0.011180639266967773,clip_top3,0.5817029254920545,1.0,0.945598143791692,0.042111711993494935,0.125,0.6607553513381451,0.945598143791692,0.05410388093660274,0.0,0.6248090337257773,0.6248090337257773,0.6607553513381451,0.0,0.9458961190633972
AEkLDauJVi0_000069_000079,Food & Cooking,0,0.010730266571044866,clip_top3,0.5001303823842771,1.0,0.41280029970029997,0.43435974260085103,0.625,0.47385145321745037,0.41280029970029997,0.5580525389459357,0.0,0.19560602190158619,0.19560602190158619,0.47385145321745037,0.0,0.44194746105406435
BHxn3qfPAl4_000018_000028,Health & Wellness,1,-0.05848975479602814,clip_top3,0.6164655106355541,1.0,0.03300689999999995,0.7200005464527628,1.0,0.740405469190768,0.03300689999999995,0.9250353879126691,1.0,0.024438489281032722,1.0244384892810328,1.740405469190768,1.0,0.07496461208733085
BcW6Y7eufQE_000239_000249,People & Vlogs,0,0.005317449569702204,clip_top3,0.5515542051259721,1.0,1.0,0.0,0.0,0.5916767968994724,1.0,0.0,1.0,0.5916767968994724,1.5916767968994723,1.5916767968994723,1.0,1.0
Bss3WwpDdS8_000041_000051,People & Vlogs,1,-0.005857348442077581,clip_top3,0.6833477812373022,1.0,1.0,0.0,0.0,0.8936501347899949,1.0,0.0,1.0,0.8936501347899949,1.8936501347899948,1.8936501347899948,1.0,1.0
Ccgwurislg8_000082_000092,How-to & Instructional,1,-0.01347234845161438,clip_top3,0.7230377043739241,1.0,1.0,0.0,0.0,0.9845900646698824,1.0,0.0,0.0,0.9845900646698824,0.9845900646698824,0.9845900646698824,0.0,1.0
D297atE3gag_000203_000213,How-to & Instructional,0,0.023579001426696722,clip_top3,0.35531678941003797,1.0,0.9296848,0.015553336371086999,0.0,0.1420458726069771,0.9296848,0.019982466144292853,0.0,0.132057888665443,0.132057888665443,0.1420458726069771,0.0,0.9800175338557071
EA3HCx0yTIY_000281_000291,Music,0,0.04134863615036011,clip_top3,0.5156120954559382,1.0,0.3272057942057943,0.4731624468508097,0.75,0.5093240817814076,0.3272057942057943,0.6079051046901701,1.0,0.16665379068742242,1.1666537906874224,1.5093240817814078,1.0,0.3920948953098299
F-mRnL_XmJU_000000_000010,Entertainment,0,0.007226765155792292,clip_top3,0.5675762771027189,1.0,0.1185596896551725,0.6170328618060202,0.875,0.6283875281619233,0.1185596896551725,0.7927455548299968,1.0,0.0745014303220586,1.0745014303220586,1.6283875281619233,1.0,0.20725444517000324
GOH6fBhoi2o_000010_000020,Entertainment,1,-0.0434707105159759,clip_top3,0.29332213235354326,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
HpRmj5ce32c_000001_000011,Sports,0,0.009773194789886475,clip_top3,0.6880281270219866,1.0,1.0,0.0,0.0,0.9043740234709505,1.0,0.0,0.0,0.9043740234709505,0.9043740234709505,0.9043740234709505,0.0,1.0
N-LZPc27kjM_000229_000239,How-to & Instructional,0,0.05033662915229803,clip_top3,0.46006126167266465,1.0,0.4403717999999999,0.3522958299999377,0.625,0.3820426831344321,0.4403717999999999,0.45261925337356473,0.0,0.1682408240487395,0.1682408240487395,0.3820426831344321,0.0,0.5473807466264353
OASCPKazLIM_000132_000142,How-to & Instructional,0,0.012459546327590998,clip_top3,0.33686952289965233,1.0,0.5787672862254802,0.2738382762596133,0.5,0.09977839032550717,0.5787672862254802,0.3518193109062689,0.0,0.0577484681926405,0.0577484681926405,0.09977839032550717,0.0,0.6481806890937312
RjPp0ZPW0yc_000000_000010,How-to & Instructional,0,0.014505445957183838,clip_top3,0.4251672553732577,1.0,0.8833547452547452,0.046192845956233575,0.0,0.30209144525540343,0.8833547452547452,0.059347201038156557,0.0,0.2668539116672247,0.2668539116672247,0.30209144525540343,0.0,0.9406527989618434
RlfVK8z5wJ0_000000_000010,Sports,0,0.006908297538757324,clip_top3,0.4606773219017093,1.0,0.4409457,0.3110590930583837,0.625,0.3834542372419636,0.4409457,0.39963951448181695,0.0,0.16908249705862372,0.16908249705862372,0.3834542372419636,0.0,0.600360485518183
S-C86j0keqc_000217_000227,Event,0,0.09774529933929443,clip_top3,0.6701953272917807,1.0,1.0,0.0,0.0,0.8635144442915027,1.0,0.0,0.0,0.8635144442915027,0.8635144442915027,0.8635144442915027,0.0,1.0
ShSSAEfnyDs_000000_000010,Entertainment,1,-0.001618117094039917,clip_top3,0.5441727828672491,1.0,1.0,0.0,0.0,0.5747640399684132,1.0,0.0,1.0,0.5747640399684132,1.574764039968413,1.574764039968413,1.0,1.0
Xdz1cxEjLYc_000007_000017,Food & Cooking,0,0.023885726928710993,clip_top3,0.46210719670496514,1.0,0.22654200000000013,0.5539016137725532,0.75,0.3867304520609619,0.22654200000000013,0.7116363962303782,0.0,0.08761069007079449,0.08761069007079449,0.3867304520609619,0.0,0.2883636037696218
Z5w-wkrjHuw_000345_000355,Entertainment,1,-0.01167142391204834,clip_top3,0.554813512615265,1.0,1.0,0.0,0.0,0.5991447174976808,1.0,0.0,1.0,0.5991447174976808,1.5991447174976807,1.5991447174976807,1.0,1.0
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,0,0.00010442733764648438,clip_top3,0.623479437551782,1.0,0.7898367000000001,0.11280558926050606,0.25,0.7564761987749199,0.7898367000000001,0.14492928169903202,0.0,0.5974926644689268,0.5974926644689268,0.7564761987749199,0.0,0.855070718300968
_TKzyWZHjm8_000002_000012,Health & Wellness,0,0.0220040082931518,clip_top3,0.4004360596631198,1.0,0.4667101898101897,0.21894901593234242,0.5,0.24542584789498634,0.4667101898101897,0.2812992141240817,1.0,0.11454274405539581,1.1145427440553959,1.2454258478949862,1.0,0.7187007858759182
_oAKCHh_Av4_000003_000013,People & Vlogs,1,-0.00937354564666748,clip_top3,0.6143352066466286,1.0,0.7975383620689656,0.123465428144443,0.25,0.7355243890559219,0.7975383620689656,0.15862472713399753,1.0,0.5866089165094365,1.5866089165094364,1.735524389055922,1.0,0.8413752728660024
bgt29znHCzs_000343_000353,Sports,1,-0.029656589031219427,clip_top3,0.5516602498693497,1.0,1.0,0.0,0.0,0.5919197729690832,1.0,0.0,0.0,0.5919197729690832,0.5919197729690832,0.5919197729690832,0.0,1.0
c_gQ9CSaZY4_000000_000010,How-to & Instructional,0,0.012212753295898438,clip_top3,0.4738105776355446,1.0,1.0,0.0,0.0,0.4135459396475952,1.0,0.0,0.0,0.4135459396475952,0.4135459396475952,0.4135459396475952,0.0,1.0
crjesEwF0Ks_000197_000207,How-to & Instructional,0,0.09114652872085571,clip_top3,0.573244227803371,1.0,1.0,0.0,0.0,0.6413742763978848,1.0,0.0,0.0,0.6413742763978848,0.6413742763978848,0.6413742763978848,0.0,1.0
d7_SY48r__8_000060_000070,How-to & Instructional,1,-0.015026897192001398,clip_top3,0.5684341909807534,1.0,1.0,0.0,0.0,0.630353231840484,1.0,0.0,0.0,0.630353231840484,0.630353231840484,0.630353231840484,0.0,1.0
dlBeUWrse3I_000019_000029,How-to & Instructional,0,0.016616195440292303,clip_top3,0.4533881833763722,1.0,0.9126780000000001,0.06066274098712078,0.125,0.36675292632994255,0.9126780000000001,0.07793769382166518,0.0,0.33472732729695936,0.33472732729695936,0.36675292632994255,0.0,0.9220623061783348
eb-ufaFcUas_000008_000018,Entertainment,0,0.057758778333663996,clip_top3,0.5873595710421557,1.0,1.0,0.0,0.0,0.6737161965358254,1.0,0.0,1.0,0.6737161965358254,1.6737161965358254,1.6737161965358254,1.0,1.0
g8Idd47kGqo_000037_000047,Entertainment,1,-0.008183091878891047,clip_top3,0.48498002143877633,1.0,1.0,0.0,0.0,0.4391380384976432,1.0,0.0,1.0,0.4391380384976432,1.439138038497643,1.439138038497643,1.0,1.0
gFBO3zrod9Y_000005_000015,People & Vlogs,1,-0.0547158420085907,clip_top3,0.6305819861253004,1.0,0.0,0.7783491916751802,1.0,0.7727499836099496,0.0,1.0,1.0,0.0,1.0,1.7727499836099496,1.0,0.0
heWD9j45Emw_000225_000235,Music,1,-0.007704019546508789,clip_top3,0.6556542231501218,1.0,1.0,0.0,0.0,0.8301969952637808,1.0,0.0,1.0,0.8301969952637808,1.8301969952637807,1.8301969952637807,1.0,1.0
iEAWgsSvJAE_000023_000033,Film & Animation,0,0.0338845551013946,clip_top3,0.4939429883716877,1.0,1.0,0.0,0.0,0.45967452534315756,1.0,0.0,0.0,0.45967452534315756,0.45967452534315756,0.45967452534315756,0.0,1.0
iZP6gjlr_nM_000113_000123,How-to & Instructional,1,-0.03298410773277283,clip_top3,0.3651598031319339,1.0,0.7094716999999999,0.15877045200300244,0.375,0.16459877538269596,0.7094716999999999,0.20398357665316408,0.0,0.11677817298867944,0.11677817298867944,0.16459877538269596,0.0,0.7960164233468359
j4CKRgv3jUg_000000_000010,Entertainment,1,-0.00011923909187311343,clip_top3,0.4868477067279472,1.0,1.0,0.0,0.0,0.4434173909330269,1.0,0.0,1.0,0.4434173909330269,1.443417390933027,1.443417390933027,1.0,1.0
j6CgiNeWQwM_000842_000852,Food & Cooking,0,0.008185774087905884,clip_top3,0.38825355933538186,1.0,0.7237459999999999,0.14002045338247648,0.25,0.21751257323953713,0.7237459999999999,0.1798941334815565,0.0,0.157423854831822,0.157423854831822,0.21751257323953713,0.0,0.8201058665184435
jeweRSnAJeo_000050_000060,Film & Animation,0,0.008163243532180842,clip_top3,0.3152233923149393,1.0,0.7544452547452546,0.12701628526397574,0.25,0.050181479019615505,0.7544452547452546,0.1631867632451811,0.0,0.03785917872244747,0.03785917872244747,0.050181479019615505,0.0,0.8368132367548189
lgJywzzdUC8_000000_000010,Event,1,-0.012079477310180609,clip_top3,0.6548200644550146,1.0,1.0,0.0,0.0,0.8282857208836157,1.0,0.0,0.0,0.8282857208836157,0.8282857208836157,0.8282857208836157,0.0,1.0
rGQ64NXktF8_000006_000016,People & Vlogs,0,0.048639863729476984,clip_top3,0.7124013095476356,1.0,0.2374467999999999,0.6346911232873584,0.875,0.9602193195729998,0.2374467999999999,0.8154323664438609,1.0,0.22800100473078608,1.228001004730786,1.9602193195729998,1.0,0.18456763355613914
u-olDM7oGGM_000012_000022,Health & Wellness,1,-0.0253390371799469,clip_top3,0.6725252328310479,1.0,1.0,0.0,0.0,0.8688528634574553,1.0,0.0,1.0,0.8688528634574553,1.8688528634574553,1.8688528634574553,1.0,1.0
v2Hr1CH-yb0_000076_000086,How-to & Instructional,0,0.02346217632293701,clip_top3,0.5989760526481529,1.0,1.0,0.0,0.0,0.7003325751834737,1.0,0.0,0.0,0.7003325751834737,0.7003325751834737,0.7003325751834737,0.0,1.0
wbOD_G3ttgU_000083_000093,How-to & Instructional,0,0.013738155364990234,clip_top3,0.7111216170060759,1.0,1.0,0.0,0.0,0.957287211350047,1.0,0.0,0.0,0.957287211350047,0.957287211350047,0.957287211350047,0.0,1.0
xW6hpK-DBMY_000080_000090,How-to & Instructional,0,0.017851591110229492,clip_top3,0.481572838687157,1.0,0.8452884115884116,0.0723642586655732,0.125,0.4313312972385671,0.8452884115884116,0.09297145733501598,0.0,0.36459934711115743,0.36459934711115743,0.4313312972385671,0.0,0.907028542664984
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",1,-0.03505414724349981,clip_top3,0.5487265265732492,1.0,1.0,0.0,0.0,0.5851978503814275,1.0,0.0,1.0,0.5851978503814275,1.5851978503814275,1.5851978503814275,1.0,1.0
zTJ0Zbv1jBo_000045_000055,Health & Wellness,0,0.035765051841735784,clip_top3,0.5327646373027168,1.0,0.704495004995005,0.13169961801294922,0.125,0.5486250133412526,0.704495004995005,0.16920377052040408,1.0,0.38650358151423037,1.3865035815142304,1.5486250133412525,1.0,0.8307962294795959
0m0-Q0zz_-c_000112_000122,How-to & Instructional,1,-0.013813185536201922,need_weighted_clip,0.3159328276004982,1.0,0.4546201798201799,0.24374783957763688,0.5,0.05180697965112251,0.4546201798201799,0.31316000862419785,0.0,0.023552498404933717,0.023552498404933717,0.05180697965112251,0.0,0.6868399913758021
0t0DB1B1w8Y_000000_000010,Sports,1,-0.0328848993540678,need_weighted_clip,0.7125746725851547,1.0,0.9364039781874176,0.012942252769236625,0.0,0.9606165393514681,0.9364039781874176,0.016627823228520383,0.0,0.8995251489613447,0.8995251489613447,0.9606165393514681,0.0,0.9833721767714796
1-jIze6gy0g_000026_000036,How-to & Instructional,0,0.02667165732937718,need_weighted_clip,0.4069432482703107,1.0,1.0,0.0,0.0,0.26033550830466157,1.0,0.0,0.0,0.26033550830466157,0.26033550830466157,0.26033550830466157,0.0,1.0
1HUWWCLza0w_000000_000010,Sports,1,-0.020627393941084537,need_weighted_clip,0.508578219056454,1.0,0.7790935802469136,0.09426314119343242,0.25,0.49320764274596185,0.7790935802469136,0.12110649333438275,0.0,0.3842549081920921,0.3842549081920921,0.49320764274596185,0.0,0.8788935066656173
1YemrpNBpf4_000001_000011,Entertainment,1,-0.0485705018042773,need_weighted_clip,0.6072253087143515,1.0,0.5609116000000001,0.3700661146394458,0.5,0.7192337649297734,0.5609116000000001,0.4754499890248249,1.0,0.40342656186078313,1.403426561860783,1.7192337649297733,1.0,0.5245500109751751
1kLhK8KfIEw_000020_000030,How-to & Instructional,0,0.013199397186541117,need_weighted_clip,0.6001382590721099,1.0,0.12949180714705888,0.6318768500115248,0.875,0.7029954921746907,0.12949180714705888,0.8118166714499768,0.0,0.0910321566979368,0.0910321566979368,0.7029954921746907,0.0,0.18818332855002318
21T1JDdJgsM_000047_000057,Entertainment,1,-0.01672024906471159,need_weighted_clip,0.5247901141021423,1.0,1.0,0.0,0.0,0.5303533079970656,1.0,0.0,1.0,0.5303533079970656,1.5303533079970655,1.5303533079970655,1.0,1.0
2kJxrcNRS9w_000047_000057,Sports,0,0.026701239861806086,need_weighted_clip,0.4849893798995545,1.0,1.0,0.0,0.0,0.43915948116368264,1.0,0.0,0.0,0.43915948116368264,0.43915948116368264,0.43915948116368264,0.0,1.0
3su234u58DA_000172_000182,Entertainment,1,-0.029676586585907216,need_weighted_clip,0.729763233518278,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0
3ufJNSez5Is_000008_000018,How-to & Instructional,1,-0.009717110611747515,need_weighted_clip,0.6648766491650893,1.0,0.9589456,0.02598573351348604,0.125,0.8513279703033806,0.9589456,0.03338570116268634,0.0,0.8163772112793575,0.8163772112793575,0.8513279703033806,0.0,0.9666142988373136
750QhTe9Z4U_000000_000010,People & Vlogs,1,-0.012698446562931509,need_weighted_clip,0.5960793237840161,1.0,1.0,0.0,0.0,0.6936954164548245,1.0,0.0,1.0,0.6936954164548245,1.6936954164548244,1.6936954164548244,1.0,1.0
8vkNr_eysXY_000002_000012,How-to & Instructional,1,-0.015731512676220805,need_weighted_clip,0.45096363486603885,1.0,1.0,0.0,0.0,0.3611976555182272,1.0,0.0,0.0,0.3611976555182272,0.3611976555182272,0.3611976555182272,0.0,1.0
9fuIpQgnNEQ_000049_000059,Event,0,0.01829608831487317,need_weighted_clip,0.7271433322429964,1.0,1.0,0.0,0.0,0.9939971252288343,1.0,0.0,0.0,0.9939971252288343,0.9939971252288343,0.9939971252288343,0.0,1.0
A0e7Z55s8pE_000008_000018,How-to & Instructional,1,-0.012101148072256596,need_weighted_clip,0.5817029254920545,1.0,0.945598143791692,0.042111711993494935,0.125,0.6607553513381451,0.945598143791692,0.05410388093660274,0.0,0.6248090337257773,0.6248090337257773,0.6607553513381451,0.0,0.9458961190633972
AEkLDauJVi0_000069_000079,Food & Cooking,1,-0.009713809614474933,need_weighted_clip,0.5001303823842771,1.0,0.41280029970029997,0.43435974260085103,0.625,0.47385145321745037,0.41280029970029997,0.5580525389459357,0.0,0.19560602190158619,0.19560602190158619,0.47385145321745037,0.0,0.44194746105406435
BHxn3qfPAl4_000018_000028,Health & Wellness,1,-0.06850583805674862,need_weighted_clip,0.6164655106355541,1.0,0.03300689999999995,0.7200005464527628,1.0,0.740405469190768,0.03300689999999995,0.9250353879126691,1.0,0.024438489281032722,1.0244384892810328,1.740405469190768,1.0,0.07496461208733085
BcW6Y7eufQE_000239_000249,People & Vlogs,1,-0.026130803591172702,need_weighted_clip,0.5515542051259721,1.0,1.0,0.0,0.0,0.5916767968994724,1.0,0.0,1.0,0.5916767968994724,1.5916767968994723,1.5916767968994723,1.0,1.0
Bss3WwpDdS8_000041_000051,People & Vlogs,1,-0.008530512834322324,need_weighted_clip,0.6833477812373022,1.0,1.0,0.0,0.0,0.8936501347899949,1.0,0.0,1.0,0.8936501347899949,1.8936501347899948,1.8936501347899948,1.0,1.0
Ccgwurislg8_000082_000092,How-to & Instructional,1,-0.010112694349069584,need_weighted_clip,0.7230377043739241,1.0,1.0,0.0,0.0,0.9845900646698824,1.0,0.0,0.0,0.9845900646698824,0.9845900646698824,0.9845900646698824,0.0,1.0
D297atE3gag_000203_000213,How-to & Instructional,0,0.004171948443310813,need_weighted_clip,0.35531678941003797,1.0,0.9296848,0.015553336371086999,0.0,0.1420458726069771,0.9296848,0.019982466144292853,0.0,0.132057888665443,0.132057888665443,0.1420458726069771,0.0,0.9800175338557071
EA3HCx0yTIY_000281_000291,Music,0,0.042440570607555905,need_weighted_clip,0.5156120954559382,1.0,0.3272057942057943,0.4731624468508097,0.75,0.5093240817814076,0.3272057942057943,0.6079051046901701,1.0,0.16665379068742242,1.1666537906874224,1.5093240817814078,1.0,0.3920948953098299
F-mRnL_XmJU_000000_000010,Entertainment,0,0.006452255786617511,need_weighted_clip,0.5675762771027189,1.0,0.1185596896551725,0.6170328618060202,0.875,0.6283875281619233,0.1185596896551725,0.7927455548299968,1.0,0.0745014303220586,1.0745014303220586,1.6283875281619233,1.0,0.20725444517000324
GOH6fBhoi2o_000010_000020,Entertainment,1,-0.041964384722624815,need_weighted_clip,0.29332213235354326,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
HpRmj5ce32c_000001_000011,Sports,0,0.013476472480824508,need_weighted_clip,0.6880281270219866,1.0,1.0,0.0,0.0,0.9043740234709505,1.0,0.0,0.0,0.9043740234709505,0.9043740234709505,0.9043740234709505,0.0,1.0
N-LZPc27kjM_000229_000239,How-to & Instructional,0,0.019666045387852604,need_weighted_clip,0.46006126167266465,1.0,0.4403717999999999,0.3522958299999377,0.625,0.3820426831344321,0.4403717999999999,0.45261925337356473,0.0,0.1682408240487395,0.1682408240487395,0.3820426831344321,0.0,0.5473807466264353
OASCPKazLIM_000132_000142,How-to & Instructional,0,0.01807905718582531,need_weighted_clip,0.33686952289965233,1.0,0.5787672862254802,0.2738382762596133,0.5,0.09977839032550717,0.5787672862254802,0.3518193109062689,0.0,0.0577484681926405,0.0577484681926405,0.09977839032550717,0.0,0.6481806890937312
RjPp0ZPW0yc_000000_000010,How-to & Instructional,0,0.01768121514978821,need_weighted_clip,0.4251672553732577,1.0,0.8833547452547452,0.046192845956233575,0.0,0.30209144525540343,0.8833547452547452,0.059347201038156557,0.0,0.2668539116672247,0.2668539116672247,0.30209144525540343,0.0,0.9406527989618434
RlfVK8z5wJ0_000000_000010,Sports,1,-0.00945806990837067,need_weighted_clip,0.4606773219017093,1.0,0.4409457,0.3110590930583837,0.625,0.3834542372419636,0.4409457,0.39963951448181695,0.0,0.16908249705862372,0.16908249705862372,0.3834542372419636,0.0,0.600360485518183
S-C86j0keqc_000217_000227,Event,0,0.09397444673030542,need_weighted_clip,0.6701953272917807,1.0,1.0,0.0,0.0,0.8635144442915027,1.0,0.0,0.0,0.8635144442915027,0.8635144442915027,0.8635144442915027,0.0,1.0
ShSSAEfnyDs_000000_000010,Entertainment,1,-0.0015102590996142196,need_weighted_clip,0.5441727828672491,1.0,1.0,0.0,0.0,0.5747640399684132,1.0,0.0,1.0,0.5747640399684132,1.574764039968413,1.574764039968413,1.0,1.0
Xdz1cxEjLYc_000007_000017,Food & Cooking,0,0.02379149391521823,need_weighted_clip,0.46210719670496514,1.0,0.22654200000000013,0.5539016137725532,0.75,0.3867304520609619,0.22654200000000013,0.7116363962303782,0.0,0.08761069007079449,0.08761069007079449,0.3867304520609619,0.0,0.2883636037696218
Z5w-wkrjHuw_000345_000355,Entertainment,1,-0.0014839592142442681,need_weighted_clip,0.554813512615265,1.0,1.0,0.0,0.0,0.5991447174976808,1.0,0.0,1.0,0.5991447174976808,1.5991447174976807,1.5991447174976807,1.0,1.0
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,0,0.001824453122138192,need_weighted_clip,0.623479437551782,1.0,0.7898367000000001,0.11280558926050606,0.25,0.7564761987749199,0.7898367000000001,0.14492928169903202,0.0,0.5974926644689268,0.5974926644689268,0.7564761987749199,0.0,0.855070718300968
_TKzyWZHjm8_000002_000012,Health & Wellness,0,0.03560487543267021,need_weighted_clip,0.4004360596631198,1.0,0.4667101898101897,0.21894901593234242,0.5,0.24542584789498634,0.4667101898101897,0.2812992141240817,1.0,0.11454274405539581,1.1145427440553959,1.2454258478949862,1.0,0.7187007858759182
_oAKCHh_Av4_000003_000013,People & Vlogs,1,-0.007139123381153412,need_weighted_clip,0.6143352066466286,1.0,0.7975383620689656,0.123465428144443,0.25,0.7355243890559219,0.7975383620689656,0.15862472713399753,1.0,0.5866089165094365,1.5866089165094364,1.735524389055922,1.0,0.8413752728660024
bgt29znHCzs_000343_000353,Sports,1,-0.0422623611689677,need_weighted_clip,0.5516602498693497,1.0,1.0,0.0,0.0,0.5919197729690832,1.0,0.0,0.0,0.5919197729690832,0.5919197729690832,0.5919197729690832,0.0,1.0
c_gQ9CSaZY4_000000_000010,How-to & Instructional,0,0.006648478720438,need_weighted_clip,0.4738105776355446,1.0,1.0,0.0,0.0,0.4135459396475952,1.0,0.0,0.0,0.4135459396475952,0.4135459396475952,0.4135459396475952,0.0,1.0
d7_SY48r__8_000060_000070,How-to & Instructional,1,-0.032054770773389585,need_weighted_clip,0.5684341909807534,1.0,1.0,0.0,0.0,0.630353231840484,1.0,0.0,0.0,0.630353231840484,0.630353231840484,0.630353231840484,0.0,1.0
dlBeUWrse3I_000019_000029,How-to & Instructional,0,0.011376793592323992,need_weighted_clip,0.4533881833763722,1.0,0.9126780000000001,0.06066274098712078,0.125,0.36675292632994255,0.9126780000000001,0.07793769382166518,0.0,0.33472732729695936,0.33472732729695936,0.36675292632994255,0.0,0.9220623061783348
eb-ufaFcUas_000008_000018,Entertainment,0,0.0820278558848768,need_weighted_clip,0.5873595710421557,1.0,1.0,0.0,0.0,0.6737161965358254,1.0,0.0,1.0,0.6737161965358254,1.6737161965358254,1.6737161965358254,1.0,1.0
g8Idd47kGqo_000037_000047,Entertainment,1,-0.0009128744340404227,need_weighted_clip,0.48498002143877633,1.0,1.0,0.0,0.0,0.4391380384976432,1.0,0.0,1.0,0.4391380384976432,1.439138038497643,1.439138038497643,1.0,1.0
gFBO3zrod9Y_000005_000015,People & Vlogs,1,-0.05084983669669407,need_weighted_clip,0.6305819861253004,1.0,0.0,0.7783491916751802,1.0,0.7727499836099496,0.0,1.0,1.0,0.0,1.0,1.7727499836099496,1.0,0.0
heWD9j45Emw_000225_000235,Music,1,-0.003675002922752524,need_weighted_clip,0.6556542231501218,1.0,1.0,0.0,0.0,0.8301969952637808,1.0,0.0,1.0,0.8301969952637808,1.8301969952637807,1.8301969952637807,1.0,1.0
iEAWgsSvJAE_000023_000033,Film & Animation,0,0.05683511339281899,need_weighted_clip,0.4939429883716877,1.0,1.0,0.0,0.0,0.45967452534315756,1.0,0.0,0.0,0.45967452534315756,0.45967452534315756,0.45967452534315756,0.0,1.0
