video_id,tier,gt,adqa_score,clip_top3,n_q
ShSSAEfnyDs_000000_000010,tierB_ad_half,2,0.3,0.32388684153556824,10
ShSSAEfnyDs_000000_000010,tier3_va11y,3,0.3,0.3346107006072998,10
d7_SY48r__8_000060_000070,tier0_cross,0,0.0,0.08905177563428879,10
d7_SY48r__8_000060_000070,tierA_ad_1sent,1,0.4,0.3475525379180908,10
d7_SY48r__8_000060_000070,tierB_ad_half,2,0.45,0.3425883948802948,10
d7_SY48r__8_000060_000070,tier3_va11y,3,0.45,0.34377753734588623,10
xW6hpK-DBMY_000080_000090,tier0_cross,0,0.0,0.08339133113622665,10
xW6hpK-DBMY_000080_000090,tierA_ad_1sent,1,0.35,0.33528146147727966,10
xW6hpK-DBMY_000080_000090,tierB_ad_half,2,0.35,0.3544197082519531,10
xW6hpK-DBMY_000080_000090,tier3_va11y,3,0.45,0.39601659774780273,10
iEAWgsSvJAE_000023_000033,tier0_cross,0,0.0,0.08202996104955673,10
iEAWgsSvJAE_000023_000033,tierA_ad_1sent,1,0.3,0.34343111515045166,10
iEAWgsSvJAE_000023_000033,tierB_ad_half,2,0.3,0.3542671501636505,10
iEAWgsSvJAE_000023_000033,tier3_va11y,3,0.4,0.36030304431915283,10
3su234u58DA_000172_000182,tier0_cross,0,0.0,0.12129604816436768,10
3su234u58DA_000172_000182,tierA_ad_1sent,1,0.45,0.3165433704853058,10
3su234u58DA_000172_000182,tierB_ad_half,2,0.55,0.30673280358314514,10
3su234u58DA_000172_000182,tier3_va11y,3,0.55,0.2961673438549042,10
v2Hr1CH-yb0_000076_000086,tier0_cross,0,0.0,0.05596118047833443,10
v2Hr1CH-yb0_000076_000086,tierA_ad_1sent,1,0.3,0.16002480685710907,10
v2Hr1CH-yb0_000076_000086,tierB_ad_half,2,0.45,0.19341909885406494,10
v2Hr1CH-yb0_000076_000086,tier3_va11y,3,0.55,0.2225445955991745,10
S-C86j0keqc_000217_000227,tier0_cross,0,0.0,-0.004564113914966583,10
S-C86j0keqc_000217_000227,tierA_ad_1sent,1,0.45,0.384631872177124,10
S-C86j0keqc_000217_000227,tierB_ad_half,2,0.55,0.40698638558387756,10
S-C86j0keqc_000217_000227,tier3_va11y,3,0.55,0.39855989813804626,10
wbOD_G3ttgU_000083_000093,tier0_cross,0,0.0,0.11071445792913437,10
wbOD_G3ttgU_000083_000093,tierA_ad_1sent,1,0.4,0.31815916299819946,10
wbOD_G3ttgU_000083_000093,tierB_ad_half,2,0.45,0.3643557131290436,10
wbOD_G3ttgU_000083_000093,tier3_va11y,3,0.55,0.3445300757884979,10
RjPp0ZPW0yc_000000_000010,tier0_cross,0,0.0,0.08973445743322372,10
RjPp0ZPW0yc_000000_000010,tierA_ad_1sent,1,0.4,0.31235989928245544,10
RjPp0ZPW0yc_000000_000010,tierB_ad_half,2,0.45,0.3368200361728668,10
RjPp0ZPW0yc_000000_000010,tier3_va11y,3,0.45,0.3265191614627838,10
8vkNr_eysXY_000002_000012,tier0_cross,0,0.1,0.017237702384591103,10
8vkNr_eysXY_000002_000012,tierA_ad_1sent,1,0.4,0.297259658575058,10
8vkNr_eysXY_000002_000012,tierB_ad_half,2,0.5,0.3080652356147766,10
8vkNr_eysXY_000002_000012,tier3_va11y,3,0.5,0.3149619400501251,10
GOH6fBhoi2o_000010_000020,tier0_cross,0,0.0,0.18707384169101715,10
GOH6fBhoi2o_000010_000020,tierA_ad_1sent,1,0.3,0.29405447840690613,10
GOH6fBhoi2o_000010_000020,tierB_ad_half,2,0.3,0.3024207055568695,10
GOH6fBhoi2o_000010_000020,tier3_va11y,3,0.3,0.2903226912021637,10
bgt29znHCzs_000343_000353,tier0_cross,0,0.0,0.1954377144575119,10
bgt29znHCzs_000343_000353,tierA_ad_1sent,1,0.2,0.2860465347766876,10
bgt29znHCzs_000343_000353,tierB_ad_half,2,0.2,0.2970643937587738,10
bgt29znHCzs_000343_000353,tier3_va11y,3,0.2,0.2921329438686371,10
0m0-Q0zz_-c_000112_000122,tier0_cross,0,0.0,0.057718198746442795,10
0m0-Q0zz_-c_000112_000122,tierA_ad_1sent,1,0.2,0.3347674310207367,10
0m0-Q0zz_-c_000112_000122,tierB_ad_half,2,0.2,0.3104880750179291,10
0m0-Q0zz_-c_000112_000122,tier3_va11y,3,0.3,0.3274957835674286,10
Ccgwurislg8_000082_000092,tier0_cross,0,0.0,0.08950326591730118,10
Ccgwurislg8_000082_000092,tierA_ad_1sent,1,0.35,0.31873461604118347,10
Ccgwurislg8_000082_000092,tierB_ad_half,2,0.5,0.3194098174571991,10
Ccgwurislg8_000082_000092,tier3_va11y,3,0.6,0.30496370792388916,10
1YemrpNBpf4_000001_000011,tier0_cross,0,0.0,0.06358980387449265,10
1YemrpNBpf4_000001_000011,tierA_ad_1sent,1,0.35,0.40311476588249207,10
1YemrpNBpf4_000001_000011,tierB_ad_half,2,0.5,0.3818281590938568,10
1YemrpNBpf4_000001_000011,tier3_va11y,3,0.6,0.3632163107395172,10
D297atE3gag_000203_000213,tier0_cross,0,0.0,0.13039220869541168,10
D297atE3gag_000203_000213,tierA_ad_1sent,1,0.35,0.3367960453033447,10
D297atE3gag_000203_000213,tierB_ad_half,2,0.55,0.3884824514389038,10
D297atE3gag_000203_000213,tier3_va11y,3,0.65,0.39315512776374817,10
Z5w-wkrjHuw_000345_000355,tier0_cross,0,0.0,0.13066481053829193,10
Z5w-wkrjHuw_000345_000355,tierA_ad_1sent,1,0.45,0.33819377422332764,10
Z5w-wkrjHuw_000345_000355,tierB_ad_half,2,0.55,0.31075263023376465,10
Z5w-wkrjHuw_000345_000355,tier3_va11y,3,0.65,0.3176001012325287,10
ZcYB6tPK2Eo_000138_000148,tier0_cross,0,0.0,0.04798109829425812,10
ZcYB6tPK2Eo_000138_000148,tierA_ad_1sent,1,0.15,0.317918598651886,10
ZcYB6tPK2Eo_000138_000148,tierB_ad_half,2,0.2,0.3124604821205139,10
ZcYB6tPK2Eo_000138_000148,tier3_va11y,3,0.35,0.315600723028183,10
0t0DB1B1w8Y_000000_000010,tier0_cross,0,0.0,0.13623087108135223,10
0t0DB1B1w8Y_000000_000010,tierA_ad_1sent,1,0.2,0.30222293734550476,10
0t0DB1B1w8Y_000000_000010,tierB_ad_half,2,0.3,0.32728472352027893,10
0t0DB1B1w8Y_000000_000010,tier3_va11y,3,0.4,0.3090900778770447,10
1-jIze6gy0g_000026_000036,tier0_cross,0,0.0,0.014468078501522541,10
1-jIze6gy0g_000026_000036,tierA_ad_1sent,1,0.35,0.20064674317836761,10
1-jIze6gy0g_000026_000036,tierB_ad_half,2,0.45,0.2306729555130005,10
1-jIze6gy0g_000026_000036,tier3_va11y,3,0.5,0.2788960039615631,10
AEkLDauJVi0_000069_000079,tier0_cross,0,0.0,-0.01550699770450592,10
AEkLDauJVi0_000069_000079,tierA_ad_1sent,1,0.3,0.29284390807151794,10
AEkLDauJVi0_000069_000079,tierB_ad_half,2,0.65,0.34674200415611267,10
AEkLDauJVi0_000069_000079,tier3_va11y,3,0.65,0.35129404067993164,10
gFBO3zrod9Y_000005_000015,tier0_cross,0,0.0,0.09007582068443298,10
gFBO3zrod9Y_000005_000015,tierA_ad_1sent,1,0.3,0.2572685182094574,10
gFBO3zrod9Y_000005_000015,tierB_ad_half,2,0.55,0.29446855187416077,10
gFBO3zrod9Y_000005_000015,tier3_va11y,3,0.6,0.2898109257221222,10
1kLhK8KfIEw_000020_000030,tier0_cross,0,0.1,0.0590171180665493,10
1kLhK8KfIEw_000020_000030,tierA_ad_1sent,1,0.1,0.270361989736557,10
1kLhK8KfIEw_000020_000030,tierB_ad_half,2,0.4,0.31130796670913696,10
1kLhK8KfIEw_000020_000030,tier3_va11y,3,0.4,0.26750412583351135,10
21T1JDdJgsM_000047_000057,tier0_cross,0,0.0,0.0676446259021759,10
21T1JDdJgsM_000047_000057,tierA_ad_1sent,1,0.2,0.3057398796081543,10
21T1JDdJgsM_000047_000057,tierB_ad_half,2,0.2,0.29414236545562744,10
21T1JDdJgsM_000047_000057,tier3_va11y,3,0.55,0.30826887488365173,10
750QhTe9Z4U_000000_000010,tier0_cross,0,0.0,0.01982208341360092,10
750QhTe9Z4U_000000_000010,tierA_ad_1sent,1,0.45,0.360030859708786,10
750QhTe9Z4U_000000_000010,tierB_ad_half,2,0.45,0.35049545764923096,10
750QhTe9Z4U_000000_000010,tier3_va11y,3,0.55,0.3345108926296234,10
lgJywzzdUC8_000000_000010,tier0_cross,0,0.05,0.15005376935005188,10
lgJywzzdUC8_000000_000010,tierA_ad_1sent,1,0.4,0.3671894967556,10
lgJywzzdUC8_000000_000010,tierB_ad_half,2,0.4,0.33318185806274414,10
lgJywzzdUC8_000000_000010,tier3_va11y,3,0.45,0.3348311185836792,10
A0e7Z55s8pE_000008_000018,tier0_cross,0,0.0,0.21722078323364258,10
A0e7Z55s8pE_000008_000018,tierA_ad_1sent,1,0.4,0.3330826461315155,10
A0e7Z55s8pE_000008_000018,tierB_ad_half,2,0.55,0.3714808523654938,10
A0e7Z55s8pE_000008_000018,tier3_va11y,3,0.55,0.3652563989162445,10
Xdz1cxEjLYc_000007_000017,tier0_cross,0,0.0,0.008454338647425175,10
Xdz1cxEjLYc_000007_000017,tierA_ad_1sent,1,0.3,0.274959534406662,10
Xdz1cxEjLYc_000007_000017,tierB_ad_half,2,0.65,0.3220561742782593,10
Xdz1cxEjLYc_000007_000017,tier3_va11y,3,0.7,0.3367949426174164,10
HpRmj5ce32c_000001_000011,tier0_cross,0,0.0,0.1549583226442337,10
HpRmj5ce32c_000001_000011,tierA_ad_1sent,1,0.3,0.28059661388397217,10
HpRmj5ce32c_000001_000011,tierB_ad_half,2,0.3,0.29257485270500183,10
HpRmj5ce32c_000001_000011,tier3_va11y,3,0.35,0.29707786440849304,10
dlBeUWrse3I_000019_000029,tier0_cross,0,0.0,0.05257634446024895,10
dlBeUWrse3I_000019_000029,tierA_ad_1sent,1,0.25,0.25527718663215637,10
dlBeUWrse3I_000019_000029,tierB_ad_half,2,0.55,0.28457871079444885,10
dlBeUWrse3I_000019_000029,tier3_va11y,3,0.65,0.29042860865592957,10
yBO8rAMeqjc_000007_000017,tier0_cross,0,0.0,0.02250574342906475,10
yBO8rAMeqjc_000007_000017,tierA_ad_1sent,1,0.4,0.33876362442970276,10
yBO8rAMeqjc_000007_000017,tierB_ad_half,2,0.5,0.3432396352291107,10
yBO8rAMeqjc_000007_000017,tier3_va11y,3,0.6,0.30386748909950256,10
c_gQ9CSaZY4_000000_000010,tier0_cross,0,0.0,0.012227635830640793,10
c_gQ9CSaZY4_000000_000010,tierA_ad_1sent,1,0.0,0.35992226004600525,10
c_gQ9CSaZY4_000000_000010,tierB_ad_half,2,0.0,0.3745064437389374,10
c_gQ9CSaZY4_000000_000010,tier3_va11y,3,0.0,0.3764289319515228,10
1HUWWCLza0w_000000_000010,tier0_cross,0,0.0,0.07526727765798569,10
1HUWWCLza0w_000000_000010,tierA_ad_1sent,1,0.4,0.3177894353866577,10
1HUWWCLza0w_000000_000010,tierB_ad_half,2,0.65,0.3098595440387726,10
1HUWWCLza0w_000000_000010,tier3_va11y,3,0.75,0.31192538142204285,10
Bss3WwpDdS8_000041_000051,tier0_cross,0,0.0,0.11523356288671494,10
Bss3WwpDdS8_000041_000051,tierA_ad_1sent,1,0.25,0.31934264302253723,10
Bss3WwpDdS8_000041_000051,tierB_ad_half,2,0.25,0.28791990876197815,10
Bss3WwpDdS8_000041_000051,tier3_va11y,3,0.25,0.28529092669487,10
rGQ64NXktF8_000006_000016,tier0_cross,0,0.0,0.023421049118041992,10
rGQ64NXktF8_000006_000016,tierA_ad_1sent,1,0.15,0.25326159596443176,10
rGQ64NXktF8_000006_000016,tierB_ad_half,2,0.3,0.27356114983558655,10
rGQ64NXktF8_000006_000016,tier3_va11y,3,0.4,0.3342798948287964,10
jeweRSnAJeo_000050_000060,tier0_cross,0,0.1,0.0987468734383583,10
jeweRSnAJeo_000050_000060,tierA_ad_1sent,1,0.3,0.30905553698539734,10
jeweRSnAJeo_000050_000060,tierB_ad_half,2,0.35,0.29401397705078125,10
jeweRSnAJeo_000050_000060,tier3_va11y,3,0.35,0.3313535153865814,10
crjesEwF0Ks_000197_000207,tier0_cross,0,0.0,0.06229865550994873,9
crjesEwF0Ks_000197_000207,tierA_ad_1sent,1,0.5,0.370057076215744,9
crjesEwF0Ks_000197_000207,tierB_ad_half,2,0.6666666666666666,0.38354960083961487,9
crjesEwF0Ks_000197_000207,tier3_va11y,3,0.6666666666666666,0.3836643397808075,9
iZP6gjlr_nM_000113_000123,tier0_cross,0,0.1,0.14818830788135529,10
iZP6gjlr_nM_000113_000123,tierA_ad_1sent,1,0.35,0.28128698468208313,10
iZP6gjlr_nM_000113_000123,tierB_ad_half,2,0.5,0.2607404887676239,10
iZP6gjlr_nM_000113_000123,tier3_va11y,3,0.6,0.2690207362174988,10
zTJ0Zbv1jBo_000045_000055,tier0_cross,0,0.0,0.062431350350379944,10
zTJ0Zbv1jBo_000045_000055,tierA_ad_1sent,1,0.05,0.2836177945137024,10
zTJ0Zbv1jBo_000045_000055,tierB_ad_half,2,0.35,0.42262962460517883,10
zTJ0Zbv1jBo_000045_000055,tier3_va11y,3,0.45,0.38769468665122986,10
h8wsO9A9v_c_000016_000026,tier0_cross,0,0.0,0.01670820824801922,10
h8wsO9A9v_c_000016_000026,tierA_ad_1sent,1,0.5,0.28962647914886475,10
h8wsO9A9v_c_000016_000026,tierB_ad_half,2,0.6,0.30491459369659424,10
h8wsO9A9v_c_000016_000026,tier3_va11y,3,0.6,0.30176007747650146,10
iGmGQxox43I_000000_000010,tier0_cross,0,0.0,0.06375034898519516,10
iGmGQxox43I_000000_000010,tierA_ad_1sent,1,0.3,0.3370736539363861,10
iGmGQxox43I_000000_000010,tierB_ad_half,2,0.5,0.32814717292785645,10
iGmGQxox43I_000000_000010,tier3_va11y,3,0.5,0.321382611989975,10
