clip_idx,tier,gt,all4_mean,selected3_mean,strict_all4_80adqa_20clip,clip_mean_norm,claude_vlm_completeness_norm,claude_vlm_specificity_norm,vlm_best_dims_mean,mean_need,max_need,need_entropy,high_need_frac,high_need_seconds_frac,extended_seconds_frac,mean_speech_density,mean_standard_slot_score,mean_extended_need_score,tribe_pressure,tribe_policy_loocv,selected_policy
6,tier3_va11y,3,1.0,1.0,0.9869799054813254,0.9348995274066266,1.0,1.0,1.0,0.3976061903273661,0.7646262287500899,0.8855295589780069,0.5,0.5,0.5,1.0,0.0,0.3976061903273661,0.5964092854910492,1.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
7,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3871231532659878,0.939134955406189,0.8139883327294317,0.5,0.4545454545454546,0.4545454545454546,1.0,0.0,0.3871231532659877,0.5630882229323458,0.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
7,tier1_vatex_short,1,0.6041666666666666,0.5833333333333333,0.6587118667608748,0.8768926671377072,0.7777777777777778,0.7058823529411765,0.7538126361655774,0.3871231532659878,0.939134955406189,0.8139883327294317,0.5,0.4545454545454546,0.4545454545454546,1.0,0.0,0.3871231532659877,0.5630882229323458,0.7777777777777778,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
7,tier2_vatex_long,2,0.6458333333333333,0.6388888888888888,0.7051480911128564,0.9424071222309486,0.8333333333333334,0.8235294117647058,0.8485838779956426,0.3871231532659878,0.939134955406189,0.8139883327294317,0.5,0.4545454545454546,0.4545454545454546,1.0,0.0,0.3871231532659877,0.5630882229323458,0.8333333333333334,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
7,tier3_va11y,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3871231532659878,0.939134955406189,0.8139883327294317,0.5,0.4545454545454546,0.4545454545454546,1.0,0.0,0.3871231532659877,0.5630882229323458,1.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
8,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3789945682630365,0.7014957045919514,0.8557803806502187,0.3333333333333333,0.3636363636363636,0.3636363636363636,1.0,0.0,0.3789945682630364,0.5168107749041408,0.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
8,tier1_vatex_short,1,0.3541666666666666,0.4305555555555555,0.4112658182622453,0.6396624246445599,0.375,0.1428571428571428,0.3578042328042328,0.3789945682630365,0.7014957045919514,0.8557803806502187,0.3333333333333333,0.3636363636363636,0.3636363636363636,1.0,0.0,0.3789945682630364,0.5168107749041408,0.1428571428571428,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
8,tier2_vatex_long,2,0.71875,0.75,0.7187635587693605,0.718817793846802,0.8125,0.6428571428571429,0.7443783068783069,0.3789945682630365,0.7014957045919514,0.8557803806502187,0.3333333333333333,0.3636363636363636,0.3636363636363636,1.0,0.0,0.3789945682630364,0.5168107749041408,0.6428571428571429,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
8,tier3_va11y,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3789945682630365,0.7014957045919514,0.8557803806502187,0.3333333333333333,0.3636363636363636,0.3636363636363636,1.0,0.0,0.3789945682630364,0.5168107749041408,1.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
9,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5830793296168879,0.7650085708250683,0.894546983703906,0.8333333333333334,0.9090909090909092,0.9090909090909092,1.0,0.0,0.5830793296168878,1.1131514474504225,0.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
9,tier1_vatex_short,1,0.6571428571428571,0.6380952380952382,0.6823023403283687,0.7829402730704148,0.5555555555555556,0.4705882352941176,0.6052058250200666,0.5830793296168879,0.7650085708250683,0.894546983703906,0.8333333333333334,0.9090909090909092,0.9090909090909092,1.0,0.0,0.5830793296168878,1.1131514474504225,0.5555555555555556,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
9,tier2_vatex_long,2,0.9,0.8666666666666667,0.8845783360633688,0.8228916803168433,0.6666666666666666,0.5882352941176471,0.6990024079807361,0.5830793296168879,0.7650085708250683,0.894546983703906,0.8333333333333334,0.9090909090909092,0.9090909090909092,1.0,0.0,0.5830793296168878,1.1131514474504225,0.6666666666666666,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
9,tier3_va11y,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5830793296168879,0.7650085708250683,0.894546983703906,0.8333333333333334,0.9090909090909092,0.9090909090909092,1.0,0.0,0.5830793296168878,1.1131514474504225,1.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
11,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782412280361204,0.6204962039553747,0.9860055878065448,0.6666666666666666,0.7272727272727273,0.3636363636363636,0.6363636363636364,0.215215029814331,0.2630261982217894,0.6521471291401642,0.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
11,tier1_vatex_short,1,0.3333333333333333,0.4444444444444444,0.3607109832620007,0.47022158297667,0.4444444444444444,0.5882352941176471,0.5294117647058824,0.4782412280361204,0.6204962039553747,0.9860055878065448,0.6666666666666666,0.7272727272727273,0.3636363636363636,0.6363636363636364,0.215215029814331,0.2630261982217894,0.6521471291401642,0.4780528765365335,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
11,tier2_vatex_long,2,0.7166666666666667,0.7888888888888889,0.7277558199346759,0.7721124330067125,0.8333333333333334,0.7058823529411765,0.772331154684096,0.4782412280361204,0.6204962039553747,0.9860055878065448,0.6666666666666666,0.7272727272727273,0.3636363636363636,0.6363636363636364,0.215215029814331,0.2630261982217894,0.6521471291401642,0.7694876576357284,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
11,tier3_va11y,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4782412280361204,0.6204962039553747,0.9860055878065448,0.6666666666666666,0.7272727272727273,0.3636363636363636,0.6363636363636364,0.215215029814331,0.2630261982217894,0.6521471291401642,1.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
12,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5182596900896645,0.8755344451155387,0.8910406723420804,0.625,0.625,0.5000000000000001,0.5000000000000001,0.280861072744793,0.2373986173448715,0.7773895351344968,0.0,gate:mean_need>=0.388:claude_vlm_completeness_norm:selected3_mean
12,tier1_vatex_short,1,0.4895833333333333,0.509920634920635,0.5916666666666668,1.0,0.4666666666666667,0.3571428571428571,0.3996031746031745,0.5182596900896645,0.8755344451155387,0.8910406723420804,0.625,0.625,0.5000000000000001,0.5000000000000001,0.280861072744793,0.2373986173448715,0.7773895351344968,0.4666666666666667,gate:mean_need>=0.388:claude_vlm_completeness_norm:selected3_mean
12,tier2_vatex_long,2,0.46875,0.4821428571428572,0.5674839571193561,0.96241978559678,0.2666666666666666,0.4285714285714285,0.3984126984126984,0.5182596900896645,0.8755344451155387,0.8910406723420804,0.625,0.625,0.5000000000000001,0.5000000000000001,0.280861072744793,0.2373986173448715,0.7773895351344968,0.2666666666666666,gate:mean_need>=0.388:claude_vlm_completeness_norm:selected3_mean
12,tier3_va11y,3,1.0,1.0,0.9926316385230868,0.963158192615433,1.0,1.0,1.0,0.5182596900896645,0.8755344451155387,0.8910406723420804,0.625,0.625,0.5000000000000001,0.5000000000000001,0.280861072744793,0.2373986173448715,0.7773895351344968,1.0,gate:mean_need>=0.388:claude_vlm_completeness_norm:selected3_mean
13,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3757655783862,0.6344394468570758,0.9287232140279916,0.4,0.4,0.4,1.0,0.0,0.3757655783862,0.52607180974068,0.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
13,tier1_vatex_short,1,0.5178571428571428,0.5423280423280423,0.5837882426465553,0.847512641804205,0.5,0.3076923076923077,0.5192307692307693,0.3757655783862,0.6344394468570758,0.9287232140279916,0.4,0.4,0.4,1.0,0.0,0.3757655783862,0.52607180974068,0.5,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
13,tier2_vatex_long,2,0.7781746031746032,0.7783068783068784,0.8225396825396827,1.0,0.7857142857142857,0.7692307692307693,0.8099816849816849,0.3757655783862,0.6344394468570758,0.9287232140279916,0.4,0.4,0.4,1.0,0.0,0.3757655783862,0.52607180974068,0.7857142857142857,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
13,tier3_va11y,3,1.0,1.0,0.9838510525748074,0.9192552628740368,1.0,1.0,1.0,0.3757655783862,0.6344394468570758,0.9287232140279916,0.4,0.4,0.4,1.0,0.0,0.3757655783862,0.52607180974068,1.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
14,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4003728105074168,0.5376238514689752,0.9402624060655984,0.6666666666666666,0.7272727272727273,0.7272727272727273,0.9090909090909092,0.0644179718060927,0.3359548387013241,0.6915530363309926,0.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
14,tier1_vatex_short,1,0.55,0.5666666666666667,0.6400000000000001,1.0,0.5294117647058824,0.5882352941176471,0.607843137254902,0.4003728105074168,0.5376238514689752,0.9402624060655984,0.6666666666666666,0.7272727272727273,0.7272727272727273,0.9090909090909092,0.0644179718060927,0.3359548387013241,0.6915530363309926,0.5832883385945659,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
14,tier2_vatex_long,2,0.7000000000000001,0.7000000000000001,0.7228296393857859,0.8141481969289291,0.8235294117647058,0.7647058823529411,0.8039215686274509,0.4003728105074168,0.5376238514689752,0.9402624060655984,0.6666666666666666,0.7272727272727273,0.7272727272727273,0.9090909090909092,0.0644179718060927,0.3359548387013241,0.6915530363309926,0.7498650157836975,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
14,tier3_va11y,3,1.0,1.0,0.9861370331192154,0.9306851655960764,1.0,1.0,1.0,0.4003728105074168,0.5376238514689752,0.9402624060655984,0.6666666666666666,0.7272727272727273,0.7272727272727273,0.9090909090909092,0.0644179718060927,0.3359548387013241,0.6915530363309926,1.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
15,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5596241940798036,0.7493147206590085,0.8937152113189232,0.8333333333333334,0.9090909090909092,0.7272727272727273,0.5454545454545454,0.2450350738936531,0.3145891201861504,0.9666236079560244,0.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
15,tier1_vatex_short,1,0.45,0.4333333333333333,0.5184187565357018,0.7920937826785088,0.4210526315789473,0.3529411764705882,0.4540763673890609,0.5596241940798036,0.7493147206590085,0.8937152113189232,0.8333333333333334,0.9090909090909092,0.7272727272727273,0.5454545454545454,0.2450350738936531,0.3145891201861504,0.9666236079560244,0.43176683498365415,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
15,tier2_vatex_long,2,0.9,0.8666666666666667,0.8826262682164779,0.813131341082389,0.631578947368421,0.5882352941176471,0.6418988648090815,0.5596241940798036,0.7493147206590085,0.8937152113189232,0.8333333333333334,0.9090909090909092,0.7272727272727273,0.5454545454545454,0.2450350738936531,0.3145891201861504,0.9666236079560244,0.8366794125442379,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
15,tier3_va11y,3,0.875,0.8333333333333334,0.9000000000000001,1.0,1.0,1.0,1.0,0.5596241940798036,0.7493147206590085,0.8937152113189232,0.8333333333333334,0.9090909090909092,0.7272727272727273,0.5454545454545454,0.2450350738936531,0.3145891201861504,0.9666236079560244,0.8545929537932642,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
16,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2185619742134476,0.644815716432821,0.7540946989169497,0.1666666666666666,0.1818181818181818,0.1818181818181818,1.0,0.0,0.2185619742134476,0.258300514979529,0.0,gate:mean_extended_need_score>=0.263:claude_vlm_completeness_norm:selected3_mean
16,tier1_vatex_short,1,0.1583333333333333,0.2111111111111111,0.2972129372816378,0.8527313530748557,0.2105263157894736,0.1666666666666666,0.2368421052631578,0.2185619742134476,0.644815716432821,0.7540946989169497,0.1666666666666666,0.1818181818181818,0.1818181818181818,1.0,0.0,0.2185619742134476,0.258300514979529,0.2111111111111111,gate:mean_extended_need_score>=0.263:claude_vlm_completeness_norm:selected3_mean
16,tier2_vatex_long,2,0.4531746031746032,0.4613756613756614,0.5124881388283875,0.749742281443525,0.7368421052631579,0.7222222222222222,0.7456140350877193,0.2185619742134476,0.644815716432821,0.7540946989169497,0.1666666666666666,0.1818181818181818,0.1818181818181818,1.0,0.0,0.2185619742134476,0.258300514979529,0.4613756613756614,gate:mean_extended_need_score>=0.263:claude_vlm_completeness_norm:selected3_mean
16,tier3_va11y,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2185619742134476,0.644815716432821,0.7540946989169497,0.1666666666666666,0.1818181818181818,0.1818181818181818,1.0,0.0,0.2185619742134476,0.258300514979529,1.0,gate:mean_extended_need_score>=0.263:claude_vlm_completeness_norm:selected3_mean
17,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5719618255815417,0.989735822398962,0.8892624891654481,0.7142857142857143,0.7692307692307692,0.7692307692307692,0.9230769230769232,0.045903849237172,0.5260579763443698,1.011932460644266,0.0,gate:mean_speech_density>=0.844:claude_vlm_specificity_norm:selected3_mean
17,tier1_vatex_short,1,0.1964285714285714,0.2619047619047619,0.2543859669717959,0.4862155491446936,0.4117647058823529,0.1764705882352941,0.4183006535947712,0.5719618255815417,0.989735822398962,0.8892624891654481,0.7142857142857143,0.7692307692307692,0.7692307692307692,0.9230769230769232,0.045903849237172,0.5260579763443698,1.011932460644266,0.1764705882352941,gate:mean_speech_density>=0.844:claude_vlm_specificity_norm:selected3_mean
17,tier2_vatex_long,2,0.2633928571428571,0.3511904761904762,0.3764380070164463,0.8286186065108032,0.9411764705882352,1.0,0.9248366013071896,0.5719618255815417,0.989735822398962,0.8892624891654481,0.7142857142857143,0.7692307692307692,0.7692307692307692,0.9230769230769232,0.045903849237172,0.5260579763443698,1.011932460644266,1.0,gate:mean_speech_density>=0.844:claude_vlm_specificity_norm:selected3_mean
17,tier3_va11y,3,1.0,1.0,1.0,1.0,1.0,0.9411764705882352,0.9803921568627452,0.5719618255815417,0.989735822398962,0.8892624891654481,0.7142857142857143,0.7692307692307692,0.7692307692307692,0.9230769230769232,0.045903849237172,0.5260579763443698,1.011932460644266,0.9411764705882352,gate:mean_speech_density>=0.844:claude_vlm_specificity_norm:selected3_mean
18,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5679584541079548,0.7941592025899242,0.9643113208757031,0.8333333333333334,0.8181818181818181,0.8181818181818181,1.0,0.0,0.5679584541079548,1.032651734741736,0.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
18,tier1_vatex_short,1,0.2499999999999999,0.2083333333333333,0.351452880817525,0.7572644040876251,0.2105263157894736,0.3333333333333333,0.3381492948056415,0.5679584541079548,0.7941592025899242,0.9643113208757031,0.8333333333333334,0.8181818181818181,0.8181818181818181,1.0,0.0,0.5679584541079548,1.032651734741736,0.2105263157894736,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
18,tier2_vatex_long,2,0.5875,0.5750000000000001,0.6377004253041002,0.8385021265205008,0.7368421052631579,0.7222222222222222,0.7216488934755189,0.5679584541079548,0.7941592025899242,0.9643113208757031,0.8333333333333334,0.8181818181818181,0.8181818181818181,1.0,0.0,0.5679584541079548,1.032651734741736,0.7368421052631579,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
18,tier3_va11y,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5679584541079548,0.7941592025899242,0.9643113208757031,0.8333333333333334,0.8181818181818181,0.8181818181818181,1.0,0.0,0.5679584541079548,1.032651734741736,1.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_completeness_norm
19,tier0_cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333624183997777,0.5766175841764636,0.9162251302173916,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.5714285714285714,0.1171860557291687,0.2164381282686083,0.4289453794257133,0.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
19,tier1_vatex_short,1,0.261904761904762,0.2063492063492063,0.3848340739017188,0.8765513218895464,0.3333333333333333,0.25,0.3425925925925925,0.333624183997777,0.5766175841764636,0.9162251302173916,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.5714285714285714,0.1171860557291687,0.2164381282686083,0.4289453794257133,0.2317872078626133,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
19,tier2_vatex_long,2,0.6071428571428572,0.6190476190476191,0.6803812644046454,0.9733348934517984,0.5333333333333333,0.375,0.487962962962963,0.333624183997777,0.5766175841764636,0.9162251302173916,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.5714285714285714,0.1171860557291687,0.2164381282686083,0.4289453794257133,0.4768260651317527,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
19,tier3_va11y,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333624183997777,0.5766175841764636,0.9162251302173916,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.5714285714285714,0.1171860557291687,0.2164381282686083,0.4289453794257133,1.0,soft:mean_standard_slot_score:selected3_mean:claude_vlm_specificity_norm
