kind,combo,rho,tau,wins,full,w_adqa,clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.78,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.79,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.80,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.82,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.78,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.79,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.80,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.83,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.85,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.81,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.82,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.83,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.84,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,17/18,0.81,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.85,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.86,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.87,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.96,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.97,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.90,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.97,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.85,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.91,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.92,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.93,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.94,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.95,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.96,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.97,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,16/18,0.60,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,16/18,0.61,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,16/18,0.63,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,16/18,0.64,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,16/18,0.69,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,16/18,0.70,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,54/54,16/18,0.79,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.96,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9421212758943972,0.8546801087820344,53/54,16/18,0.97,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.76,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.77,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.88,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.89,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.90,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.91,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.92,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.93,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.94,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.95,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.98,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.77,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.86,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.87,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.88,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.89,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.92,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.93,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.94,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.95,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.96,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.98,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.64,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.65,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.66,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.67,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.74,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.75,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.76,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.77,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.86,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.87,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.88,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.89,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.90,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.98,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.59,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.72,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.73,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.74,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.75,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.76,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.77,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,54/54,16/18,0.78,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.85,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.86,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.87,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.88,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.89,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.90,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.91,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9415177388822933,0.8537439859903783,53/54,16/18,0.98,critical_weighted_clip
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9411293657612271,0.8545262264343501,54/54,16/18,0.82,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,17/18,0.78,need_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,17/18,0.78,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,17/18,0.78,need_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,17/18,0.78,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,53/54,16/18,0.79,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,53/54,16/18,0.80,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,53/54,16/18,0.81,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,53/54,16/18,0.79,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,53/54,16/18,0.80,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,53/54,16/18,0.81,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.61,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.64,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,53/54,16/18,0.99,clip_mean
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.69,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.76,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,53/54,16/18,0.99,clip_top3
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.61,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.62,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.63,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.68,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.69,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.70,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.72,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.73,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,53/54,16/18,0.99,need_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,54/54,16/18,0.71,critical_weighted_clip
ensemble_mean,claude>claude+gpt-4o>claude+gpt-4o>gpt-4o,0.9409142018701893,0.852807863198722,53/54,16/18,0.99,critical_weighted_clip
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9405254970632729,0.853587702297684,54/54,16/18,0.72,clip_top3
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9405254970632729,0.853587702297684,54/54,16/18,0.81,need_weighted_clip
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9405254970632729,0.853587702297684,54/54,16/18,0.82,need_weighted_clip
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9405254970632729,0.853587702297684,54/54,16/18,0.81,critical_weighted_clip
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9405254970632729,0.853587702297684,54/54,16/18,0.83,critical_weighted_clip
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9405254970632729,0.853587702297684,54/54,15/18,0.61,need_weighted_clip
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9405254970632729,0.853587702297684,54/54,15/18,0.59,critical_weighted_clip
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9405254970632729,0.853587702297684,54/54,15/18,0.62,critical_weighted_clip
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9405254970632729,0.853587702297684,54/54,15/18,0.67,critical_weighted_clip
ensemble_max,claude>claude+gpt-4o>gpt-4o,0.9405254970632729,0.853587702297684,54/54,15/18,0.68,critical_weighted_clip
adqa_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9404044821912854,0.8611442758032838,53/54,16/18,1.00,
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9404044821912854,0.8611442758032838,53/54,16/18,1.00,clip_mean
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9404044821912854,0.8611442758032838,53/54,16/18,1.00,clip_top3
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9404044821912854,0.8611442758032838,53/54,16/18,1.00,need_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9404044821912854,0.8611442758032838,53/54,16/18,1.00,critical_weighted_clip
adqa_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9404044821912854,0.8611442758032838,53/54,16/18,1.00,
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9404044821912854,0.8611442758032838,53/54,16/18,1.00,clip_mean
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9404044821912854,0.8611442758032838,53/54,16/18,1.00,clip_top3
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9404044821912854,0.8611442758032838,53/54,16/18,1.00,need_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9404044821912854,0.8611442758032838,53/54,16/18,1.00,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.74,need_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.75,need_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.76,need_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.77,need_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.75,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.76,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.74,need_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.75,need_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.76,need_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.77,need_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.75,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,54/54,17/18,0.76,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,53/54,16/18,0.82,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,53/54,16/18,0.83,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,53/54,16/18,0.84,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,53/54,16/18,0.85,critical_weighted_clip
ensemble_mean,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,53/54,16/18,0.86,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,53/54,16/18,0.82,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,53/54,16/18,0.83,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,53/54,16/18,0.84,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,53/54,16/18,0.85,critical_weighted_clip
ensemble_median,gpt-4o>claude+gpt-4o>gpt-4o,0.9403106648580851,0.851871740407066,53/54,16/18,0.86,critical_weighted_clip
