clip_idx,tier,gt,clip_mean,need_weighted_clip,critical_weighted_clip,clip_mean_norm,need_weighted_clip_norm,critical_weighted_clip_norm,word_len,char_len,word_len_norm,cc,cg,gc,gg,all4_mean,all4_median,all4_trimmed_mean,selected3_mean,strict_all4_80adqa_20clip,strict_all4_50adqa_50clip,clip_mean_norm_lenresid,all4_mean_lenresid,all4_median_lenresid,selected3_mean_lenresid,strict_all4_50adqa_50clip_lenresid,loocv_all4_clip
3,tier3_va11y,3,0.2846048697829246,0.2826483864365068,0.2792262236277262,1.0,1.0,1.0,54,284,1.0,1.0,0.6666666666666667,1.0,1.0,0.9166666666666667,1.0,1.0,1.0,0.9333333333333333,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,0.9166666666666667
4,tier0_cross,0,0.0390895435586571,0.0459422123059406,0.0487606900164502,0.0,0.0,0.0,35,215,0.3968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,tier1_vatex_short,1,0.2688308248917262,0.2743568552929199,0.2764042480490954,0.8473220808937105,0.8558972524291567,0.8603624416228375,10,53,0.0,0.625,0.625,0.25,0.16666666666666669,0.4166666666666667,0.4375,0.4375,0.34722222222222227,0.5027977495120755,0.6319943737801886,0.8349504297339898,0.9811015118790499,0.9164967912419784,0.9733606557377055,0.9059118117101479,0.4166666666666667
4,tier2_vatex_long,2,0.3102276225884756,0.3128137816896563,0.3133509917540041,1.0,1.0,1.0,18,82,0.12698412698412698,0.625,0.625,0.5,0.16666666666666669,0.4791666666666667,0.5625,0.5625,0.4305555555555556,0.5833333333333334,0.7395833333333334,1.0,0.9658477321814257,1.0,0.9774590163934429,1.0,0.4791666666666667
4,tier3_va11y,3,0.2729678710301717,0.277314855049345,0.2791647675131926,0.8625801595569829,0.8669812347479027,0.8707956262330403,73,409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9725160319113966,0.9312900797784914,0.9240720593234807,1.0,0.9742544356360889,1.0,0.9677406020780396,1.0
5,tier0_cross,0,0.0357692528826495,0.0346886033597574,0.0346886033597574,0.0,0.0,0.0,35,215,0.4897959183673469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,tier1_vatex_short,1,0.2731368492046992,0.2728793614033037,0.2728793614033037,0.8061373307224139,0.80856744871579,0.80856744871579,11,50,0.0,0.5,0.25,0.4444444444444445,0.14285714285714288,0.3343253968253968,0.3472222222222222,0.3472222222222222,0.3624338624338624,0.42868778360480025,0.5702313637739054,0.9523319028544462,0.6592644691291906,0.6608969244973513,0.68062721592727,0.8189145340519003,0.3343253968253968
5,tier2_vatex_long,2,0.2928292279442152,0.2925696768533395,0.2925696768533395,0.8730157163092572,0.8754086152606896,0.8754086152606896,29,162,0.3673469387755102,0.8749999999999999,0.8749999999999999,1.0,0.7142857142857143,0.8660714285714286,0.8749999999999999,0.875,0.8630952380952381,0.8674602861189944,0.8695435724403429,0.9651472021181792,1.0,1.0,1.0,1.0,0.8660714285714286
5,tier3_va11y,3,0.3302198226253192,0.329272262919456,0.329272262919456,1.0,1.0,1.0,60,361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7523149208643459,0.7537297155167519,0.7708293014226818,0.8906783104640279,1.0
6,tier0_cross,0,0.0701933155457178,0.0674954413093687,0.066409113506476,0.0,0.0,0.0,53,278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,tier1_vatex_short,1,0.264129213988781,0.264067840571134,0.2650264898935954,1.0,1.0,1.0,14,62,0.0,0.4,0.5,0.14285714285714288,0.6,0.4107142857142857,0.45,0.45,0.38095238095238093,0.5285714285714286,0.7053571428571428,0.29891186859757746,0.20236961102611453,0.20978123191022294,0.1784933238365619,0.242844542859705,0.4107142857142857
6,tier2_vatex_long,2,0.2446236728380124,0.2438119444652534,0.2444631904363632,0.8994227406717322,0.8969545257525859,0.896467772199584,18,103,0.10256410256410256,0.6,0.5,0.5714285714285715,0.6,0.567857142857143,0.5857142857142857,0.5857142857142859,0.5904761904761905,0.6341702624200609,0.7336399417644376,0.27122794465598365,0.39691503470185097,0.3872659433621622,0.4279992576467402,0.34422125552227045,0.567857142857143
6,tier3_va11y,3,0.2515038953473171,0.2514952694248468,0.2544966737429301,0.9348995274066266,0.9360410149466356,0.946984416257005,40,246,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9869799054813254,0.9674497637033133,1.0,1.0,1.0,1.0,1.0,1.0
7,tier0_cross,0,0.1270250001301368,0.1274089482281424,0.1259989738464355,0.0,0.0,0.0,53,278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,tier1_vatex_short,1,0.2332840810219446,0.2274338349068251,0.2233985513448715,0.8768926671377072,0.8076474455154907,0.7483436862009496,11,49,0.0,0.3333333333333333,0.6666666666666667,0.75,0.6666666666666665,0.6041666666666666,0.6666666666666666,0.6666666666666665,0.5833333333333333,0.6587118667608748,0.7405296669021869,0.21907665238740134,0.26584158415841597,0.2586206896551726,0.26181102362204733,0.2437819637505207,0.6041666666666666
7,tier2_vatex_long,2,0.241222915550073,0.2380843721215295,0.2388292551040649,0.9424071222309486,0.8936448353696391,0.866901384585371,19,88,0.19047619047619047,0.3333333333333333,0.6666666666666667,0.75,0.8333333333333331,0.6458333333333333,0.7083333333333334,0.7083333333333333,0.6388888888888888,0.7051480911128564,0.7941202277821409,0.46820557935433194,0.3902640264026403,0.4022988505747129,0.396981627296588,0.427030060415799,0.6458333333333333
7,tier3_va11y,3,0.248201838384072,0.2512561630420772,0.2561525106430053,1.0,1.0,1.0,41,225,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,tier0_cross,0,0.1670905904223521,0.1605091188833739,0.153877457975375,0.0,0.0,0.0,53,278,0.9347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,tier1_vatex_short,1,0.2298291909197966,0.2166282075909037,0.2038458510083371,0.6396624246445599,0.46536722185436485,0.35639097863219055,10,54,0.0,0.3333333333333333,0.125,0.625,0.33333333333333337,0.35416666666666663,0.33333333333333337,0.33333333333333326,0.4305555555555555,0.4112658182622453,0.49691454565561327,0.49904683633779184,0.41901132517464335,0.4170211907978307,0.4288784799018201,0.4593060170872575,0.35416666666666663
8,tier2_vatex_long,2,0.2375928126275539,0.2431743449712016,0.2473990710981264,0.718817793846802,0.6855009141175462,0.6670268383874557,22,124,0.2608695652173913,0.6666666666666666,0.625,0.7499999999999999,0.8333333333333334,0.71875,0.7083333333333333,0.7083333333333333,0.75,0.7187635587693605,0.7187838969234011,0.6150239533940196,0.7675444557992648,0.7713369760267759,0.7487410099984189,0.6907564580035289,0.71875
8,tier3_va11y,3,0.2651713875432809,0.2811000975172152,0.2940841299420396,1.0,1.0,1.0,56,339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,tier0_cross,0,0.1214205076297124,0.1224924704809382,0.1224924704809382,0.0,0.0,0.0,40,219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,tier1_vatex_short,1,0.249718335767587,0.2495917408314597,0.2495917408314597,0.7829402730704148,0.783615016198705,0.783615016198705,10,46,0.0,0.4,0.7142857142857143,0.8,0.7142857142857143,0.6571428571428571,0.7142857142857143,0.7142857142857143,0.6380952380952382,0.6823023403283687,0.720041565106636,0.3494556841973792,0.2665094339622642,0.28741092636579557,0.27532264372311316,0.307790665473324,0.6571428571428571
9,tier2_vatex_long,2,0.256265040487051,0.2557301751749796,0.2557301751749796,0.8228916803168433,0.8214607828523315,0.8214607828523315,15,90,0.16666666666666666,0.8,1.0,0.8,1.0,0.9,0.9,0.8999999999999999,0.8666666666666667,0.8845783360633688,0.8614458401584217,0.47581647370393104,0.6002358490566038,0.5688836104513063,0.5870160344153305,0.5383140017900134,0.9
9,tier3_va11y,3,0.2852871939539909,0.2846885332453765,0.2846885332453765,1.0,1.0,1.0,35,215,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,tier0_cross,0,0.1375690512359142,0.1397113373170608,0.141755165834073,0.0,0.0,0.0,40,219,0.5084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,tier1_vatex_short,1,0.1939579273263613,0.1917322051629725,0.1892515135609043,0.47022158297667005,0.465192404032701,0.458325891755904,10,46,0.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.4444444444444444,0.3607109832620007,0.40177745815500165,0.8540619104458383,0.8110685885284407,0.9191755121570404,0.8168897372723978,0.8330873083808196,0.3333333333333333
11,tier2_vatex_long,2,0.230160616338253,0.2268506344512146,0.2236380556387101,0.7721124330067125,0.7792361180829973,0.7901459856472303,33,164,0.3898305084745763,1.0,0.5,0.7,0.6666666666666666,0.7166666666666667,0.6833333333333333,0.6833333333333333,0.7888888888888889,0.7277558199346759,0.7443895498366896,1.0,1.0,1.0,1.0,1.0,0.7166666666666667
11,tier3_va11y,3,0.2574888467788696,0.2515379006808402,0.245385243429879,1.0,1.0,1.0,69,402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9327010804026926,0.8938684025418171,0.9915133658192624,0.8991262143105527,0.9137562785375144,1.0
12,tier0_cross,0,0.1540087511142095,0.1487433621013303,0.1406909078359604,0.0,0.0,0.0,40,219,0.5471698113207547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,tier1_vatex_short,1,0.2417377301802237,0.2442250242836594,0.2473164871335029,1.0,1.0,1.0,11,64,0.0,0.33333333333333337,0.4285714285714286,0.5714285714285715,0.625,0.48958333333333337,0.5,0.5,0.509920634920635,0.5916666666666668,0.7447916666666667,0.828934070518683,0.87002679503716,0.8763022541790224,0.8711279651140935,0.8467996958612272,0.48958333333333337
12,tier2_vatex_long,2,0.2384408563375473,0.241198991055659,0.2435275018215179,0.9624197855967801,0.9683077026641833,0.9644645746644741,20,100,0.16981132075471697,0.5,0.4285714285714286,0.5714285714285715,0.37499999999999994,0.46875,0.4642857142857143,0.46428571428571425,0.4821428571428572,0.5674839571193561,0.7155848927983901,0.8284909015054516,0.7605011209385172,0.7501180885401634,0.7586791849930454,0.7989314123023334,0.46875
12,tier3_va11y,3,0.2385056360314289,0.2436172711058983,0.246679849922657,0.963158192615433,0.9936348701533856,0.994029226241582,64,358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9926316385230867,0.9815790963077164,1.0,1.0,1.0,1.0,1.0,1.0
13,tier0_cross,0,0.1250412600735823,0.1288849012658174,0.1321854938459687,0.0,0.0,0.0,40,219,0.509090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,tier1_vatex_short,1,0.2479163420697053,0.2474189001464431,0.247245536389586,0.847512641804205,0.840486687163641,0.8333515484317052,12,66,0.0,0.5,0.4444444444444445,0.5714285714285714,0.5555555555555556,0.5178571428571428,0.5277777777777778,0.5277777777777777,0.5423280423280423,0.5837882426465553,0.6826848923306739,0.8260228192449593,0.8191074747159361,0.8279055495190953,0.8396693393983005,0.8228064621185754,0.5178571428571428
13,tier2_vatex_long,2,0.2700244449079036,0.2699150932854411,0.2702545269690849,1.0,1.0,1.0,28,144,0.2909090909090909,0.7,0.7777777777777777,0.8571428571428573,0.7777777777777777,0.7781746031746032,0.7777777777777777,0.7777777777777779,0.7783068783068784,0.8225396825396827,0.8890873015873015,1.0,1.0,1.0,1.0,1.0,0.7781746031746032
13,tier3_va11y,3,0.2583178157607714,0.2596716012126065,0.261410922003667,0.9192552628740367,0.9273666728652737,0.9359479474479113,67,405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9838510525748074,0.9596276314370183,0.9650930504566196,0.9594350412965097,0.9666334661354582,0.9762583851275352,0.9624614855350331,1.0
14,tier0_cross,0,0.129463500653704,0.1313228472572898,0.1322272109198138,0.0,0.0,0.0,40,219,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,tier1_vatex_short,1,0.3032855366667111,0.3060544811967536,0.3074674421799269,1.0,1.0,1.0,14,67,0.0,0.5,0.5,0.7,0.5,0.55,0.5,0.5000000000000001,0.5666666666666667,0.6400000000000001,0.775,0.6348817244753432,0.6066013044742636,0.5996730656383605,0.6088835501063155,0.6209145360490104,0.55
14,tier2_vatex_long,2,0.2709803978602091,0.2737519181363312,0.275175791807301,0.8141481969289291,0.8151304241130505,0.8157292412796772,27,147,0.40625,0.7,0.7,0.8,0.6,0.7000000000000001,0.7,0.7000000000000001,0.7000000000000001,0.7228296393857859,0.7570740984644646,0.6275472401184556,0.733226704333015,0.7591164389303379,0.724698312760611,0.6797404179221204,0.7000000000000001
14,tier3_va11y,3,0.2912370910247167,0.2919350352405271,0.2922789000030681,0.9306851655960765,0.9191935333179668,0.9133273103576651,46,243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861370331192154,0.9653425827980382,1.0,1.0,1.0,1.0,1.0,1.0
15,tier0_cross,0,0.0653467929611603,0.065603780624565,0.065603780624565,0.0,0.0,0.0,40,246,0.6904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,tier1_vatex_short,1,0.2383633653322855,0.2393794296104266,0.2393794296104266,0.7920937826785088,0.7951928669067909,0.7951928669067909,11,52,0.0,0.6,0.5,0.2,0.5,0.45,0.5,0.5,0.43333333333333335,0.5184187565357018,0.6210468913392544,0.7022379128182237,0.5216331743425339,0.5325127728750582,0.5173900441996956,0.6353489348054853,0.45
15,tier2_vatex_long,2,0.2429585866630077,0.2431124703660069,0.2431124703660069,0.813131341082389,0.8122751646742491,0.8122751646742491,22,102,0.2619047619047619,1.0,1.0,0.6,1.0,0.9,1.0,1.0,0.8666666666666667,0.8826262682164779,0.8565656705411946,0.7478023986554116,1.0,1.0,1.0,0.8921417722618474,0.9
15,tier3_va11y,3,0.2837761963407199,0.284136486610509,0.284136486610509,1.0,1.0,1.0,53,278,1.0,1.0,1.0,1.0,0.5,0.875,1.0,1.0,0.8333333333333334,0.9000000000000001,0.9375,1.0,0.9392316313498579,0.94960520204366,0.9351858560973842,1.0,0.875
16,tier0_cross,0,0.0754594467580318,0.0755283127618126,0.0755152553319931,0.0,0.0,0.0,40,246,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,tier1_vatex_short,1,0.2476688039799531,0.2501119841587501,0.2529705663522084,0.8527313530748557,0.8730283049871538,0.8969882197726113,11,51,0.0,0.0,0.0,0.3,0.3333333333333333,0.15833333333333333,0.15,0.15,0.2111111111111111,0.29721293728163783,0.5055323432040946,0.5662216200841621,0.4808655857940074,0.48807407351841714,0.4933473669864756,0.52482173661026,0.15833333333333333
16,tier2_vatex_long,2,0.2268701295057932,0.2300832286109133,0.2332294136285782,0.749742281443525,0.7728719136876824,0.7972020745396233,19,85,0.25,0.4285714285714286,0.4285714285714286,0.4,0.5555555555555556,0.4531746031746032,0.4285714285714286,0.4285714285714285,0.4613756613756614,0.5124881388283875,0.6014584423090641,0.538667789572779,0.6978452589246892,0.6844024034386276,0.6745684237279239,0.6158729776727583,0.4531746031746032
16,tier3_va11y,3,0.2774097522099813,0.2755031250326546,0.2733498613039652,1.0,1.0,1.0,43,223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,tier0_cross,0,0.168983389933904,0.1689063748323697,0.1702168919147371,0.0,0.0,0.0,40,246,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,tier1_vatex_short,1,0.2215168320884307,0.2182134946823344,0.2150701501093844,0.4862155491446936,0.4749947327063624,0.4611822876451362,12,54,0.0,0.24999999999999997,0.0,0.24999999999999997,0.28571428571428575,0.19642857142857142,0.24999999999999997,0.24999999999999997,0.2619047619047619,0.2543859669717959,0.34132206028663253,0.7162749365475722,0.8783640172869248,0.8712587125871261,0.8581799026095005,0.8024205867217344,0.19642857142857142
17,tier2_vatex_long,2,0.2585119698196649,0.2538156912382704,0.2494779499174246,0.8286186065108032,0.8179645895607841,0.8149641190439876,26,129,0.2916666666666667,0.24999999999999997,0.0,0.37500000000000006,0.4285714285714286,0.26339285714285715,0.3125,0.3125,0.3511904761904762,0.37643800701644636,0.5460057318268302,1.0,0.6749187777699058,0.6937269372693728,0.7283473166219119,0.8759455057365862,0.26339285714285715
17,tier3_va11y,3,0.2770289722830057,0.2727119887789267,0.2674740056336411,1.0,1.0,1.0,60,338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9653406302870736,1.0,1.0,1.0,1.0,1.0
18,tier0_cross,0,0.1045418015370766,0.1012952283386624,0.0988390080872377,0.0,0.0,0.0,40,246,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,tier1_vatex_short,1,0.1930670899649461,0.1938596273531516,0.1938374343159174,0.7572644040876251,0.8125429622547303,0.8392515446934946,13,56,0.0,0.0,0.37499999999999994,0.37499999999999994,0.25,0.24999999999999997,0.3125,0.3125,0.20833333333333334,0.351452880817525,0.5036322020438125,0.7450959565872359,0.7092057550590715,0.716530054644809,0.7026040012702446,0.7290006487517088,0.24999999999999997
18,tier2_vatex_long,2,0.2025638955334822,0.2007549641897461,0.2003374156736062,0.8385021265205008,0.8730711726531325,0.8966748053882317,26,119,0.30952380952380953,0.6000000000000001,0.625,0.5,0.625,0.5875,0.6125,0.6125,0.5750000000000001,0.6377004253041002,0.7130010632602504,0.8300710519948881,0.9281709361718722,0.9081511839708564,0.9462157298613317,0.8740648934119964,0.5875
18,tier3_va11y,3,0.221443227181832,0.2152146188378819,0.2120332307602199,1.0,1.0,1.0,55,307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,tier0_cross,0,0.067421077688535,0.0677986032320899,0.0685402356330225,0.0,0.0,0.0,40,246,0.7073170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,tier1_vatex_short,1,0.2235906193653742,0.2233596820254111,0.2231741525589216,0.8765513218895464,0.8751588822093228,0.8703896022205854,11,55,0.0,0.28571428571428575,0.4285714285714286,0.16666666666666669,0.16666666666666669,0.261904761904762,0.22619047619047622,0.22619047619047628,0.20634920634920637,0.38483407390171886,0.5692280418971543,0.6671496888904997,0.6453802820858618,0.6609746848123184,0.6275880101737621,0.6573471333889239,0.261904761904762
19,tier2_vatex_long,2,0.2408339291810989,0.2404131000430451,0.2401594477322343,0.9733348934517985,0.9710983701964789,0.9659949170402528,24,130,0.3170731707317073,0.8571428571428572,0.5714285714285715,0.5,0.5,0.6071428571428572,0.5357142857142858,0.5357142857142858,0.6190476190476191,0.6803812644046454,0.7902388752973278,0.8266637361964041,0.8849495673184984,0.8431968116315345,0.9325869405025077,0.8529092880232041,0.6071428571428572
19,tier3_va11y,3,0.2455846806367238,0.2455504171662753,0.2462008103128999,1.0,1.0,1.0,52,281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
