clip_idx,t,control_need_raw,motion_action_need,scene_spatial_need,face_character_need,object_body_need,visual_form_need,language_auditory_need,dominant_type,dominant_score,second_type,second_score,type_margin,type_entropy,ad_template,start_s,end_s,need_score,speech_density,recommendation,standard_slot_score,extended_need_score,visual_event_score,visual_event_need,critical_weight
1,0,0.6032027365520676,0.2309925947707698,0.10194487339200653,0.2451419312904254,0.25665843863418863,0.1652621619126096,0.1285974774374379,object_body,0.25665843863418863,face_character,0.2451419312904254,0.011516507343763221,2.6347083418899597,Describe the important object/body details first: what object matters and how it is being used.,0.0,0.92,0.7053272645562239,0.5956521739130435,extended_or_integrated_ad,0.2851975461031688,0.4201297184530551,0.0,0.0,0.7053272645562239
1,1,0.4773251132710653,0.043317315793691906,0.37289743776984174,0.09825583477804561,0.20122853026165188,0.28430088139676885,0.12510356050064597,scene_spatial,0.37289743776984174,visual_form,0.28430088139676885,0.0885965563730729,2.412250285066587,Describe the place/layout first: where this is and how objects/people are arranged.,0.92,1.84,1.0,0.625,extended_or_integrated_ad,0.375,0.625,0.0,0.0,1.0
1,2,0.26493841505439725,0.0,0.39538191905336034,0.08314123084644913,0.23218651718481334,0.28929033291537726,0.10202295925898769,scene_spatial,0.39538191905336034,visual_form,0.28929033291537726,0.10609158613798308,2.1703837777205517,Describe the place/layout first: where this is and how objects/people are arranged.,1.84,2.76,0.6430481740161484,0.8739130434782613,extended_or_integrated_ad,0.0810799871585575,0.5619681868575909,0.0,0.0,0.6430481740161484
1,3,0.1615520618435601,0.0,0.4070443888230945,0.06985318572826876,0.2196152235127566,0.30348720193588,0.08450782987433714,scene_spatial,0.4070443888230945,visual_form,0.30348720193588,0.10355718688721449,2.0996602889845732,Describe the place/layout first: where this is and how objects/people are arranged.,2.76,3.68,0.4038871630719569,0.8260869565217389,low_ad_need,0.0702412457516447,0.3336459173203121,0.0789468457742437,0.0318856175732386,0.4038871630719569
1,4,0.11373394964489306,0.034381124355591194,0.4265395580649792,0.06170017941386043,0.25299013683929855,0.22438900132627068,0.09367931552808167,scene_spatial,0.4265395580649792,object_body,0.25299013683929855,0.17354942122568062,2.24486673956275,Describe the place/layout first: where this is and how objects/people are arranged.,3.68,4.6,0.2029730301188242,0.8478260869565225,low_ad_need,0.0308872002354731,0.1720858298833511,0.0707081899103382,0.0143518555603186,0.2029730301188242
1,5,0.20051099517136745,0.20753803429083778,0.2986002096503993,0.07664757253365308,0.318917134724932,0.0982970488001779,0.1996232306671204,object_body,0.318917134724932,scene_spatial,0.2986002096503993,0.0203169250745327,2.5943492844136804,Describe the important object/body details first: what object matters and how it is being used.,4.6,5.52,0.1706918684635292,0.6728260869565216,low_ad_need,0.0558459265299155,0.1148459419336136,0.1069115859299297,0.0182489383627788,0.1706918684635292
1,6,0.0,0.038770480989013194,0.20926337320070965,0.35779327015265067,0.33053631707748665,0.06363655858013978,0.0,face_character,0.35779327015265067,object_body,0.33053631707748665,0.027256953075164014,1.96535043225629,"Describe visible people/characters first: identity cues, expression, attention, interaction.",5.52,6.4399999999999995,0.0025165635881158,0.8260869565217389,low_ad_need,0.0004376632327158,0.0020789003554,0.0,0.0,0.0025165635881158
1,7,0.23973760025981725,0.0491478198928273,0.0,0.5305868906953486,0.420265289411824,0.0,0.20501512267628544,face_character,0.5305868906953486,object_body,0.420265289411824,0.11032160128352458,1.6930691278069894,"Describe visible people/characters first: identity cues, expression, attention, interaction.",6.4399999999999995,7.359999999999999,0.0715172588532375,0.8163043478260874,low_ad_need,0.0131374095067359,0.0583798493465015,0.0371511288996856,0.0026569469022088,0.0715172588532375
1,8,0.21183944530264143,0.12334345377643001,0.03253789236371028,0.4304137812752892,0.41370487258457056,0.0,0.1462478253410045,face_character,0.4304137812752892,object_body,0.41370487258457056,0.016708908690718616,1.9890703505932184,"Describe visible people/characters first: identity cues, expression, attention, interaction.",7.359999999999999,8.28,0.139666483034107,0.0,low_ad_need,0.139666483034107,0.0,0.0078856950523117,0.0011013672942358,0.139666483034107
1,9,0.7538755561419149,0.0,0.0,0.5250370642453318,0.4749629357546683,0.0,0.3251918623526956,face_character,0.5250370642453318,object_body,0.4749629357546683,0.050074128490663505,1.525208467831179,"Describe visible people/characters first: identity cues, expression, attention, interaction.",8.28,9.2,0.3380440471346213,0.1565217391304349,low_ad_need,0.2851328049744197,0.0529112421602016,0.0,0.0,0.3380440471346213
1,10,0.8930910388547029,0.0,0.0,0.0,0.0,0.0,0.614142679611295,language_auditory,0.614142679611295,motion_action,0.0,0.614142679611295,0.43195985077847177,Check speech/on-screen text/audio context; avoid redundant AD unless visible text must be read.,9.2,10.12,0.1406051094596106,0.7815217391304381,low_ad_need,0.0307191597841101,0.1098859496755005,1.0,0.1406051094596106,1.0
