clip_idx,window_idx,start_s,end_s,condition,provider,model,recommendation,word_budget,word_count,ad_text,video_dominant_type,video_dominant_score,video_second_type,video_second_score,text_dominant_type,text_dominant_score,text_second_type,text_second_score,feel_alignment,feel_abs_error,weighted_missing_need,weighted_surplus_text,dominant_match,target_type_hit,target_and_second_hit,biggest_missing_type,biggest_missing_delta,biggest_surplus_type,biggest_surplus_delta,unique_keywords,specificity_score,video_feel_motion_action,video_feel_scene_spatial,video_feel_face_character,video_feel_object_body,video_feel_visual_form,video_feel_language_auditory,text_feel_motion_action,text_feel_scene_spatial,text_feel_face_character,text_feel_object_body,text_feel_visual_form,text_feel_language_auditory,feel_delta_motion_action,feel_delta_scene_spatial,feel_delta_face_character,feel_delta_object_body,feel_delta_visual_form,feel_delta_language_auditory
0,5,4.51,5.411999999999999,baseline,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Knife pins tomato to,scene_spatial,0.23540500099625836,visual_form,0.2002114460119152,object_body,0.6666666666666666,motion_action,0.3333333333333333,0.4252929972635131,0.2415069786546519,0.1372884856607439,0.422696724300438,0,0,0,scene_spatial,0.23540500099625836,object_body,-0.5435692369373583,3.0,0.75,0.1523816343067358,0.23540500099625836,0.1497175166984236,0.1230974297293084,0.2002114460119152,0.13918697225735857,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,-0.18095169902659752,0.23540500099625836,0.1497175166984236,-0.5435692369373583,0.2002114460119152,0.13918697225735857
0,5,4.51,5.411999999999999,gap_targeted,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Kitchen wall behind him,scene_spatial,0.23540500099625836,visual_form,0.2002114460119152,scene_spatial,0.6666666666666666,object_body,0.3333333333333333,0.6337169293349003,0.2138325230914777,0.10509313364068724,0.3575864116482804,1,1,0,visual_form,0.2002114460119152,scene_spatial,-0.43126166567040825,2.0,0.5,0.1523816343067358,0.23540500099625836,0.1497175166984236,0.1230974297293084,0.2002114460119152,0.13918697225735857,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.1523816343067358,-0.43126166567040825,0.1497175166984236,-0.21023590360402492,0.2002114460119152,0.13918697225735857
0,6,5.411999999999999,6.313999999999999,baseline,anthropic,claude-haiku-4-5-20251001,standard_ad_slot,4,4,Chef throws tomato knife,visual_form,0.22832168184898494,scene_spatial,0.22391158473861503,object_body,0.5,motion_action,0.25,0.5649768380434721,0.18868371061398845,0.11522169463356793,0.22893170521042552,0,0,0,visual_form,0.22832168184898494,object_body,-0.3496756889997368,4.0,1.0,0.15194356714163665,0.22391158473861503,0.13168099001613484,0.15032431100026322,0.22832168184898494,0.11381786525436532,0.25,0.0,0.25,0.5,0.0,0.0,-0.09805643285836335,0.22391158473861503,-0.11831900998386516,-0.3496756889997368,0.22832168184898494,0.11381786525436532
0,6,5.411999999999999,6.313999999999999,gap_targeted,anthropic,claude-haiku-4-5-20251001,standard_ad_slot,4,4,A small red tomato,visual_form,0.22832168184898494,scene_spatial,0.22391158473861503,object_body,0.5,visual_form,0.5,0.6341743691399238,0.20711800238358394,0.10351763495857329,0.3106770035753759,0,1,0,scene_spatial,0.22391158473861503,object_body,-0.3496756889997368,2.0,0.5,0.15194356714163665,0.22391158473861503,0.13168099001613484,0.15032431100026322,0.22832168184898494,0.11381786525436532,0.0,0.0,0.0,0.5,0.5,0.0,0.15194356714163665,0.22391158473861503,0.13168099001613484,-0.3496756889997368,-0.27167831815101506,0.11381786525436532
0,7,6.313999999999999,7.215999999999999,baseline,anthropic,claude-haiku-4-5-20251001,standard_ad_slot,4,4,Chef throws tomato knife,scene_spatial,0.24770958055867542,visual_form,0.24304039074214784,object_body,0.5,motion_action,0.25,0.5102830773092634,0.20298210378048046,0.1343990426316482,0.2398566737930137,0,0,0,scene_spatial,0.24770958055867542,object_body,-0.35048038383061336,4.0,1.0,0.09714535654947122,0.24770958055867542,0.1443887159397007,0.14951961616938664,0.24304039074214784,0.11819634004061808,0.25,0.0,0.25,0.5,0.0,0.0,-0.1528546434505288,0.24770958055867542,-0.10561128406029929,-0.35048038383061336,0.24304039074214784,0.11819634004061808
0,7,6.313999999999999,7.215999999999999,gap_targeted,anthropic,claude-haiku-4-5-20251001,standard_ad_slot,4,4,Kitchen wall behind him,scene_spatial,0.24770958055867542,visual_form,0.24304039074214784,scene_spatial,0.6666666666666666,object_body,0.3333333333333333,0.6669076263173089,0.20092360109064597,0.10332432792093278,0.340575963126643,1,1,0,visual_form,0.24304039074214784,scene_spatial,-0.4189570861079912,2.0,0.5,0.09714535654947122,0.24770958055867542,0.1443887159397007,0.14951961616938664,0.24304039074214784,0.11819634004061808,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.09714535654947122,-0.4189570861079912,0.1443887159397007,-0.18381371716394668,0.24304039074214784,0.11819634004061808
0,8,7.215999999999999,8.117999999999999,baseline,anthropic,claude-haiku-4-5-20251001,standard_ad_slot,4,4,Chef throws tomato knife,visual_form,0.22286800237500984,scene_spatial,0.2170789203991634,object_body,0.5,motion_action,0.25,0.5395404202882819,0.19623366271819495,0.11892117613149347,0.23658652939312075,0,0,0,visual_form,0.22286800237500984,object_body,-0.35764512941789806,4.0,1.0,0.12585281453768146,0.2170789203991634,0.14309132672563168,0.14235487058210194,0.22286800237500984,0.14875406538041158,0.25,0.0,0.25,0.5,0.0,0.0,-0.12414718546231854,0.2170789203991634,-0.10690867327436832,-0.35764512941789806,0.22286800237500984,0.14875406538041158
0,8,7.215999999999999,8.117999999999999,gap_targeted,anthropic,claude-haiku-4-5-20251001,standard_ad_slot,4,4,A small red tomato,visual_form,0.22286800237500984,scene_spatial,0.2170789203991634,object_body,0.5,visual_form,0.5,0.6164590490618272,0.2115923756809627,0.1055650883600236,0.3173885635214441,0,1,0,scene_spatial,0.2170789203991634,object_body,-0.35764512941789806,2.0,0.5,0.12585281453768146,0.2170789203991634,0.14309132672563168,0.14235487058210194,0.22286800237500984,0.14875406538041158,0.0,0.0,0.0,0.5,0.5,0.0,0.12585281453768146,0.2170789203991634,0.14309132672563168,-0.35764512941789806,-0.2771319976249902,0.14875406538041158
0,9,8.117999999999999,9.02,baseline,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Knife pins tomato to,motion_action,0.3869465419966295,object_body,0.28229312124580486,object_body,0.6666666666666666,motion_action,0.3333333333333333,0.8209671055340765,0.1281245151402873,0.060002632439756176,0.2562490302805745,0,1,1,face_character,0.14918091183715915,object_body,-0.3843735454208618,3.0,0.75,0.3869465419966295,0.021520690644502502,0.14918091183715915,0.28229312124580486,0.03684544101511597,0.12321329326078809,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.053613208663296164,0.021520690644502502,0.14918091183715915,-0.3843735454208618,0.03684544101511597,0.12321329326078809
0,9,8.117999999999999,9.02,gap_targeted,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Tomato flies knife follows,motion_action,0.3869465419966295,object_body,0.28229312124580486,object_body,1.0,motion_action,0.0,0.5446121145977328,0.2392356262513984,0.18898481310529933,0.7177068787541951,0,0,0,motion_action,0.3869465419966295,object_body,-0.7177068787541951,2.0,0.5,0.3869465419966295,0.021520690644502502,0.14918091183715915,0.28229312124580486,0.03684544101511597,0.12321329326078809,0.0,0.0,0.0,1.0,0.0,0.0,0.3869465419966295,0.021520690644502502,0.14918091183715915,-0.7177068787541951,0.03684544101511597,0.12321329326078809
1,0,0.0,0.92,baseline,anthropic,claude-haiku-4-5-20251001,extended_or_integrated_ad,4,4,Bald man eating rapidly,object_body,0.22741362067984602,face_character,0.21720935602925312,face_character,0.4,motion_action,0.2,0.7939061828689542,0.10747156495384137,0.06083253151587123,0.10104106776645422,0,0,0,object_body,0.22741362067984602,face_character,-0.1827906439707469,4.0,1.0,0.2046722586118615,0.09032881556981653,0.21720935602925312,0.22741362067984602,0.1464314471868653,0.11394450192235744,0.2,0.0,0.4,0.0,0.2,0.2,0.004672258611861491,0.09032881556981653,-0.1827906439707469,0.22741362067984602,-0.05356855281313472,-0.08605549807764257
1,0,0.0,0.92,gap_targeted,anthropic,claude-haiku-4-5-20251001,extended_or_integrated_ad,4,4,A hamburger disappears in,object_body,0.22741362067984602,face_character,0.21720935602925312,object_body,1.0,motion_action,0.0,0.5310672025382989,0.257528793106718,0.13165545095774334,0.772586379320154,1,1,0,face_character,0.21720935602925312,object_body,-0.772586379320154,1.0,0.25,0.2046722586118615,0.09032881556981653,0.21720935602925312,0.22741362067984602,0.1464314471868653,0.11394450192235744,0.0,0.0,0.0,1.0,0.0,0.0,0.2046722586118615,0.09032881556981653,0.21720935602925312,-0.772586379320154,0.1464314471868653,0.11394450192235744
1,1,0.92,1.84,baseline,anthropic,claude-haiku-4-5-20251001,extended_or_integrated_ad,4,4,Man rapidly eating hamburger,scene_spatial,0.3314338793878768,visual_form,0.2526886336314333,motion_action,0.2,face_character,0.2,0.6273244611792551,0.12804083767310334,0.1231622352463317,0.07682450260386202,0,0,0,scene_spatial,0.3314338793878768,motion_action,-0.16149926343276644,4.0,1.0,0.03850073656723357,0.3314338793878768,0.08733048070199331,0.17885334055125526,0.2526886336314333,0.11119292916020783,0.2,0.0,0.2,0.2,0.2,0.2,-0.16149926343276644,0.3314338793878768,-0.1126695192980067,-0.021146659448744748,0.05268863363143328,-0.08880707083979218
1,1,0.92,1.84,gap_targeted,anthropic,claude-haiku-4-5-20251001,extended_or_integrated_ad,4,4,Inside a Burger King,scene_spatial,0.3314338793878768,visual_form,0.2526886336314333,scene_spatial,0.5,object_body,0.25,0.816226996200761,0.1261732836335534,0.07296046514238146,0.13677149287819584,1,1,0,visual_form,0.2526886336314333,scene_spatial,-0.16856612061212323,2.0,0.5,0.03850073656723357,0.3314338793878768,0.08733048070199331,0.17885334055125526,0.2526886336314333,0.11119292916020783,0.0,0.5,0.0,0.25,0.0,0.25,0.03850073656723357,-0.16856612061212323,0.08733048070199331,-0.07114665944874474,0.2526886336314333,-0.13880707083979216
1,2,1.84,2.76,baseline,anthropic,claude-haiku-4-5-20251001,extended_or_integrated_ad,4,4,Man rapidly eating hamburger,scene_spatial,0.35877829561665353,visual_form,0.2625084445698838,motion_action,0.2,face_character,0.2,0.5664491488033517,0.143992639914404,0.14738339719376184,0.0863955839486424,0,0,0,scene_spatial,0.35877829561665353,motion_action,-0.2,4.0,1.0,0.0,0.35877829561665353,0.07544419120120165,0.21069117955667468,0.2625084445698838,0.09257788905558645,0.2,0.0,0.2,0.2,0.2,0.2,-0.2,0.35877829561665353,-0.12455580879879836,0.010691179556674674,0.0625084445698838,-0.10742211094441356
1,2,1.84,2.76,gap_targeted,anthropic,claude-haiku-4-5-20251001,extended_or_integrated_ad,4,4,Inside Burger King people,scene_spatial,0.35877829561665353,visual_form,0.2625084445698838,scene_spatial,0.4,face_character,0.2,0.8184764106606095,0.09106654137551949,0.07116322070214776,0.06288426570198098,1,1,0,visual_form,0.2625084445698838,face_character,-0.12455580879879836,3.0,0.75,0.0,0.35877829561665353,0.07544419120120165,0.21069117955667468,0.2625084445698838,0.09257788905558645,0.0,0.4,0.2,0.2,0.0,0.2,0.0,-0.04122170438334649,-0.12455580879879836,0.010691179556674674,0.2625084445698838,-0.10742211094441356
1,3,2.76,3.68,baseline,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Man rapidly eating coughing,scene_spatial,0.37532637165953814,visual_form,0.2798386453060882,motion_action,0.4,face_character,0.2,0.3068531662149063,0.21922240628405862,0.20421896537754358,0.21153344377043518,0,0,0,scene_spatial,0.37532637165953814,motion_action,-0.4,4.0,1.0,0.0,0.37532637165953814,0.06441003356920222,0.20250220188654947,0.2798386453060882,0.07792274757862201,0.4,0.0,0.2,0.0,0.2,0.2,-0.4,0.37532637165953814,-0.1355899664307978,0.20250220188654947,0.0798386453060882,-0.122077252421378
1,3,2.76,3.68,gap_targeted,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Inside Burger King people,scene_spatial,0.37532637165953814,visual_form,0.2798386453060882,scene_spatial,0.4,face_character,0.2,0.7962497135457419,0.09411361573087923,0.07881636879833759,0.06140289510661992,1,1,0,visual_form,0.2798386453060882,face_character,-0.1355899664307978,3.0,0.75,0.0,0.37532637165953814,0.06441003356920222,0.20250220188654947,0.2798386453060882,0.07792274757862201,0.0,0.4,0.2,0.2,0.0,0.2,0.0,-0.024673628340461884,-0.1355899664307978,0.0025022018865494544,0.2798386453060882,-0.122077252421378
1,4,3.68,4.6,baseline,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Man rapidly eating coughing,scene_spatial,0.39000422885297525,object_body,0.23132021722212293,motion_action,0.4,face_character,0.2,0.30445539675663763,0.20883112121219086,0.20667284263994623,0.1990114322414706,0,0,0,scene_spatial,0.39000422885297525,motion_action,-0.3685637975707804,4.0,1.0,0.0314362024292196,0.39000422885297525,0.056415238487040935,0.23132021722212293,0.20516891756147435,0.08565519544716697,0.4,0.0,0.2,0.0,0.2,0.2,-0.3685637975707804,0.39000422885297525,-0.14358476151295907,0.23132021722212293,0.005168917561474334,-0.11434480455283304
1,4,3.68,4.6,gap_targeted,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Inside Burger King people,scene_spatial,0.39000422885297525,object_body,0.23132021722212293,scene_spatial,0.4,face_character,0.2,0.8562509556643905,0.08930844573760562,0.05032751900778348,0.05558422167196833,1,1,1,visual_form,0.20516891756147435,face_character,-0.14358476151295907,3.0,0.75,0.0314362024292196,0.39000422885297525,0.056415238487040935,0.23132021722212293,0.20516891756147435,0.08565519544716697,0.0,0.4,0.2,0.2,0.0,0.2,0.0314362024292196,-0.009995771147024768,-0.14358476151295907,0.031320217222122915,0.20516891756147435,-0.11434480455283304
1,5,4.6,5.52,baseline,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Man rapidly eating coughing,object_body,0.2658477483364336,scene_spatial,0.2489116599420514,motion_action,0.4,face_character,0.2,0.5548638137722467,0.17158646942616165,0.13263203975065918,0.14835134558981503,0,0,0,object_body,0.2658477483364336,motion_action,-0.22699731967059017,4.0,1.0,0.17300268032940985,0.2489116599420514,0.06389303789242949,0.2658477483364336,0.08193993437882502,0.16640493912085072,0.4,0.0,0.2,0.0,0.2,0.2,-0.22699731967059017,0.2489116599420514,-0.1361069621075705,0.2658477483364336,-0.11806006562117499,-0.03359506087914929
1,5,4.6,5.52,gap_targeted,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,He rapidly devours the,object_body,0.2658477483364336,scene_spatial,0.2489116599420514,face_character,0.5,visual_form,0.5,0.2299798166102586,0.2847223425762485,0.1902525709156332,0.4270835138643727,0,0,0,object_body,0.2658477483364336,face_character,-0.4361069621075705,2.0,0.5,0.17300268032940985,0.2489116599420514,0.06389303789242949,0.2658477483364336,0.08193993437882502,0.16640493912085072,0.0,0.0,0.5,0.0,0.5,0.0,0.17300268032940985,0.2489116599420514,-0.4361069621075705,0.2658477483364336,-0.418060065621175,0.16640493912085072
1,6,5.52,6.4399999999999995,baseline,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Man eating rapidly coughing,face_character,0.3577932701526508,object_body,0.33053631707748676,motion_action,0.4,face_character,0.2,0.3522712900740364,0.2325309868102824,0.20950278640648595,0.21176449588836685,0,1,0,object_body,0.33053631707748676,motion_action,-0.36122951901098693,4.0,1.0,0.03877048098901311,0.20926337320070967,0.3577932701526508,0.33053631707748676,0.06363655858013972,0.0,0.4,0.0,0.2,0.0,0.2,0.2,-0.36122951901098693,0.20926337320070967,0.15779327015265077,0.33053631707748676,-0.1363634414198603,-0.2
1,6,5.52,6.4399999999999995,gap_targeted,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,A bald man in,face_character,0.3577932701526508,object_body,0.33053631707748676,face_character,1.0,motion_action,0.0,0.6683182399914772,0.21406890994911643,0.15859817805453133,0.6422067298473493,1,1,0,object_body,0.33053631707748676,face_character,-0.6422067298473493,2.0,0.5,0.03877048098901311,0.20926337320070967,0.3577932701526508,0.33053631707748676,0.06363655858013972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03877048098901311,0.20926337320070967,-0.6422067298473493,0.33053631707748676,0.06363655858013972,0.0
1,7,6.4399999999999995,7.359999999999999,baseline,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Man coughing while eating,face_character,0.4403155451833156,object_body,0.34876349806999374,motion_action,0.5,face_character,0.25,0.480207910679167,0.17969301441776983,0.20543487062027008,0.249573245647677,0,1,0,object_body,0.34876349806999374,motion_action,-0.4592139393373984,3.0,0.75,0.04078606066260161,0.0,0.4403155451833156,0.34876349806999374,0.0,0.17013489608408885,0.5,0.0,0.25,0.0,0.0,0.25,-0.4592139393373984,0.0,0.19031554518331562,0.34876349806999374,0.0,-0.07986510391591115
1,7,6.4399999999999995,7.359999999999999,gap_targeted,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Man's face strains mouth,face_character,0.4403155451833156,object_body,0.34876349806999374,motion_action,0.0,scene_spatial,0.0,0.0,0.16666666666666663,0.3461231425260161,0.0,0,0,0,face_character,0.4403155451833156,scene_spatial,0.0,0.0,0.0,0.04078606066260161,0.0,0.4403155451833156,0.34876349806999374,0.0,0.17013489608408885,0.0,0.0,0.0,0.0,0.0,0.0,0.04078606066260161,0.0,0.4403155451833156,0.34876349806999374,0.0,0.17013489608408885
1,8,7.359999999999999,8.28,baseline,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Man eating rapidly coughing,face_character,0.37549801339622413,object_body,0.3609209661632247,motion_action,0.4,face_character,0.2,0.4957341408461902,0.18826847238518363,0.19696888904085907,0.1714398292922444,0,1,0,object_body,0.3609209661632247,motion_action,-0.2923937293056711,4.0,1.0,0.10760627069432896,0.028386437596102137,0.37549801339622413,0.3609209661632247,0.0,0.1275883121501202,0.4,0.0,0.2,0.0,0.2,0.2,-0.2923937293056711,0.028386437596102137,0.17549801339622412,0.3609209661632247,-0.2,-0.07241168784987981
1,8,7.359999999999999,8.28,gap_targeted,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Man's face strains mouth,face_character,0.37549801339622413,object_body,0.3609209661632247,motion_action,0.0,scene_spatial,0.0,0.0,0.1666666666666667,0.2999263786101617,0.0,0,0,0,face_character,0.37549801339622413,visual_form,0.0,0.0,0.0,0.10760627069432896,0.028386437596102137,0.37549801339622413,0.3609209661632247,0.0,0.1275883121501202,0.0,0.0,0.0,0.0,0.0,0.0,0.10760627069432896,0.028386437596102137,0.37549801339622413,0.3609209661632247,0.0,0.1275883121501202
1,9,8.28,9.2,baseline,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Man continues eating rapidly,face_character,0.3961970180779716,object_body,0.3584106945174241,motion_action,0.25,face_character,0.25,0.5456451493420242,0.16820257086513188,0.18638104855884594,0.1261519281488489,0,1,0,object_body,0.3584106945174241,motion_action,-0.25,3.0,0.75,0.0,0.0,0.3961970180779716,0.3584106945174241,0.0,0.24539228740460436,0.25,0.0,0.25,0.0,0.25,0.25,-0.25,0.0,0.14619701807797159,0.3584106945174241,-0.25,-0.0046077125953956355
1,9,8.28,9.2,gap_targeted,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,He coughs struggling Onlookers,face_character,0.3961970180779716,object_body,0.3584106945174241,face_character,1.0,motion_action,0.0,0.6738983310683956,0.20126766064067614,0.18867560066212624,0.6038029819220284,1,1,0,object_body,0.3584106945174241,face_character,-0.6038029819220284,1.0,0.25,0.0,0.0,0.3961970180779716,0.3584106945174241,0.0,0.24539228740460436,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6038029819220284,0.3584106945174241,0.0,0.24539228740460436
1,10,9.2,10.12,baseline,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Man continues eating rapidly,language_auditory,1.0,motion_action,0.0,motion_action,0.25,face_character,0.25,0.5,0.25,0.75,0.1875,0,1,1,language_auditory,0.75,motion_action,-0.25,3.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.25,0.0,0.25,0.25,-0.25,0.0,-0.25,0.0,-0.25,0.75
1,10,9.2,10.12,gap_targeted,anthropic,claude-haiku-4-5-20251001,low_ad_need,4,4,Ketchup writes 'BURGER EATING',language_auditory,1.0,motion_action,0.0,motion_action,0.5,object_body,0.5,0.0,0.3333333333333333,1.0,0.5,0,0,0,language_auditory,1.0,motion_action,-0.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,1.0
