clip_idx,window_idx,tier,gt,frame_clip_mean,frame_clip_max,need_score,recommendation
3,0,tier1_vatex_short,1,0.25635000069936115,0.26519620418548584,0.710663123229123,extended_or_integrated_ad
3,0,tier0_cross,0,0.0659167543053627,0.08776944130659103,0.710663123229123,extended_or_integrated_ad
3,1,tier3_va11y,3,0.2747146089871724,0.2756556272506714,0.39809847246021957,low_ad_need
3,1,tier2_vatex_long,2,0.26567404468854267,0.27032384276390076,0.39809847246021957,low_ad_need
3,1,tier1_vatex_short,1,0.2526678542296092,0.25325796008110046,0.39809847246021957,low_ad_need
3,1,tier0_cross,0,0.06653527542948723,0.07814207673072815,0.39809847246021957,low_ad_need
3,2,tier3_va11y,3,0.2858404219150543,0.2973790764808655,0.3443262715796949,low_ad_need
3,2,tier2_vatex_long,2,0.27431583404541016,0.27854350209236145,0.3443262715796949,low_ad_need
3,2,tier1_vatex_short,1,0.259735107421875,0.266788125038147,0.3443262715796949,low_ad_need
3,2,tier0_cross,0,0.07321459800004959,0.08232134580612183,0.3443262715796949,low_ad_need
3,3,tier3_va11y,3,0.2986382246017456,0.2986382246017456,0.2808863899568087,low_ad_need
3,3,tier2_vatex_long,2,0.28272995352745056,0.28272995352745056,0.2808863899568087,low_ad_need
3,3,tier1_vatex_short,1,0.26995131373405457,0.26995131373405457,0.2808863899568087,low_ad_need
3,3,tier0_cross,0,0.08438999950885773,0.08438999950885773,0.2808863899568087,low_ad_need
4,0,tier3_va11y,3,0.27915384372075397,0.2837202847003937,0.5713254998961601,extended_or_integrated_ad
4,0,tier2_vatex_long,2,0.3172611594200134,0.3269270658493042,0.5713254998961601,extended_or_integrated_ad
4,0,tier1_vatex_short,1,0.2782294551531474,0.2883175313472748,0.5713254998961601,extended_or_integrated_ad
4,0,tier0_cross,0,0.044585966815551124,0.05425264686346054,0.5713254998961601,extended_or_integrated_ad
4,1,tier3_va11y,3,0.27917929490407306,0.2925856411457062,0.4296050975096035,extended_or_integrated_ad
4,1,tier2_vatex_long,2,0.30815091729164124,0.326739102602005,0.4296050975096035,extended_or_integrated_ad
4,1,tier1_vatex_short,1,0.27397693196932477,0.2877916991710663,0.4296050975096035,extended_or_integrated_ad
4,1,tier0_cross,0,0.054312592993179955,0.07313862442970276,0.4296050975096035,extended_or_integrated_ad
4,2,tier3_va11y,3,0.28628702958424884,0.295514851808548,0.028809770421542518,low_ad_need
4,2,tier2_vatex_long,2,0.3137555817763011,0.3199002146720886,0.028809770421542518,low_ad_need
4,2,tier1_vatex_short,1,0.27986868222554523,0.2923642694950104,0.028809770421542518,low_ad_need
4,2,tier0_cross,0,0.04844691976904869,0.06162138283252716,0.028809770421542518,low_ad_need
4,3,tier3_va11y,3,0.2623051206270854,0.26429200172424316,0.04047911836412005,low_ad_need
4,3,tier2_vatex_long,2,0.29948168992996216,0.31215184926986694,0.04047911836412005,low_ad_need
4,3,tier1_vatex_short,1,0.2573378036419551,0.2806760370731354,0.04047911836412005,low_ad_need
4,3,tier0_cross,0,0.03248326852917671,0.052062585949897766,0.04047911836412005,low_ad_need
4,4,tier3_va11y,3,0.25791406631469727,0.25791406631469727,0.0774473388880259,low_ad_need
4,4,tier2_vatex_long,2,0.31248876452445984,0.31248876452445984,0.0774473388880259,low_ad_need
4,4,tier1_vatex_short,1,0.25474125146865845,0.25474125146865845,0.0774473388880259,low_ad_need
4,4,tier0_cross,0,0.015618969686329365,0.015618969686329365,0.0774473388880259,low_ad_need
5,0,tier3_va11y,3,0.33453837037086487,0.33715349435806274,0.6669367504852477,extended_or_integrated_ad
5,0,tier2_vatex_long,2,0.29030585289001465,0.29726696014404297,0.6669367504852477,extended_or_integrated_ad
5,0,tier1_vatex_short,1,0.2733293374379476,0.27959972620010376,0.6669367504852477,extended_or_integrated_ad
5,0,tier0_cross,0,0.038679459442694984,0.040598440915346146,0.6669367504852477,extended_or_integrated_ad
5,1,tier3_va11y,3,0.3433457314968109,0.3500952124595642,0.619522408699223,extended_or_integrated_ad
5,1,tier2_vatex_long,2,0.30271918574968976,0.31729191541671753,0.619522408699223,extended_or_integrated_ad
5,1,tier1_vatex_short,1,0.278103510538737,0.28046053647994995,0.619522408699223,extended_or_integrated_ad
5,1,tier0_cross,0,0.05150091896454493,0.06724067032337189,0.619522408699223,extended_or_integrated_ad
5,2,tier3_va11y,3,0.31848011414210003,0.3195117115974426,0.7560088155850923,extended_or_integrated_ad
5,2,tier2_vatex_long,2,0.2817334632078807,0.284099280834198,0.7560088155850923,extended_or_integrated_ad
5,2,tier1_vatex_short,1,0.2684907416502635,0.275417298078537,0.7560088155850923,extended_or_integrated_ad
5,2,tier0_cross,0,0.024388133858640988,0.03870915248990059,0.7560088155850923,extended_or_integrated_ad
5,3,tier3_va11y,3,0.32451507449150085,0.32451507449150085,0.8559741095030897,extended_or_integrated_ad
5,3,tier2_vatex_long,2,0.2965584099292755,0.2965584099292755,0.8559741095030897,extended_or_integrated_ad
5,3,tier1_vatex_short,1,0.27262380719184875,0.27262380719184875,0.8559741095030897,extended_or_integrated_ad
5,3,tier0_cross,0,0.028508499264717102,0.028508499264717102,0.8559741095030897,extended_or_integrated_ad
6,0,tier3_va11y,3,0.2544966737429301,0.2762410640716553,0.7646262287500899,extended_or_integrated_ad
6,0,tier2_vatex_long,2,0.24446319043636322,0.25905895233154297,0.7646262287500899,extended_or_integrated_ad
6,0,tier1_vatex_short,1,0.2650264898935954,0.27175813913345337,0.7646262287500899,extended_or_integrated_ad
6,0,tier0_cross,0,0.06640911350647609,0.07771507650613785,0.7646262287500899,extended_or_integrated_ad
6,1,tier3_va11y,3,0.2532672981421153,0.2578836679458618,0.25913280269962213,low_ad_need
6,1,tier2_vatex_long,2,0.24510182936986288,0.24873654544353485,0.25913280269962213,low_ad_need
6,1,tier1_vatex_short,1,0.26380584637324017,0.2680043876171112,0.25913280269962213,low_ad_need
6,1,tier0_cross,0,0.07021807879209518,0.07389076054096222,0.25913280269962213,low_ad_need
6,2,tier3_va11y,3,0.25895510613918304,0.27355653047561646,0.044557834451954346,low_ad_need
6,2,tier2_vatex_long,2,0.24938896795113882,0.2595033645629883,0.044557834451954346,low_ad_need
6,2,tier1_vatex_short,1,0.26671082774798077,0.2695162892341614,0.044557834451954346,low_ad_need
6,2,tier0_cross,0,0.07800734788179398,0.08653734624385834,0.044557834451954346,low_ad_need
6,3,tier3_va11y,3,0.23929650336503983,0.24980875849723816,0.25302046017473195,low_ad_need
6,3,tier2_vatex_long,2,0.2395407035946846,0.24134561419487,0.25302046017473195,low_ad_need
6,3,tier1_vatex_short,1,0.2609736919403076,0.2631875276565552,0.25302046017473195,low_ad_need
6,3,tier0_cross,0,0.06613872200250626,0.06794895231723785,0.25302046017473195,low_ad_need
7,0,tier3_va11y,3,0.245690127213796,0.2633993625640869,0.1540767968916709,low_ad_need
7,0,tier2_vatex_long,2,0.24087262650330862,0.2677077651023865,0.1540767968916709,low_ad_need
7,0,tier1_vatex_short,1,0.23910335699717203,0.25865814089775085,0.1540767968916709,low_ad_need
7,0,tier0_cross,0,0.12683691581090292,0.15571942925453186,0.1540767968916709,low_ad_need
7,1,tier3_va11y,3,0.24911670883496603,0.2633993625640869,0.026603690168865525,low_ad_need
7,1,tier2_vatex_long,2,0.25378164152304333,0.2677077651023865,0.026603690168865525,low_ad_need
7,1,tier1_vatex_short,1,0.2432356576124827,0.25865814089775085,0.026603690168865525,low_ad_need
7,1,tier0_cross,0,0.12259600311517715,0.135268896818161,0.026603690168865525,low_ad_need
7,2,tier3_va11y,3,0.24184800684452057,0.25615251064300537,0.18805379358481794,low_ad_need
7,2,tier2_vatex_long,2,0.2314081390698751,0.23882925510406494,0.18805379358481794,low_ad_need
7,2,tier1_vatex_short,1,0.22739875813325247,0.23771372437477112,0.18805379358481794,low_ad_need
7,2,tier0_cross,0,0.13266810774803162,0.14406836032867432,0.18805379358481794,low_ad_need
7,3,tier3_va11y,3,0.25615251064300537,0.25615251064300537,0.548113416568436,extended_or_integrated_ad
7,3,tier2_vatex_long,2,0.23882925510406494,0.23882925510406494,0.548113416568436,extended_or_integrated_ad
7,3,tier1_vatex_short,1,0.22339855134487152,0.22339855134487152,0.548113416568436,extended_or_integrated_ad
7,3,tier0_cross,0,0.12599897384643555,0.12599897384643555,0.548113416568436,extended_or_integrated_ad
8,0,tier3_va11y,3,0.32218647996584576,0.3444839417934418,0.7013996488828805,extended_or_integrated_ad
8,0,tier2_vatex_long,2,0.2646041711171468,0.27893608808517456,0.7013996488828805,extended_or_integrated_ad
8,0,tier1_vatex_short,1,0.18915638327598572,0.20032522082328796,0.7013996488828805,extended_or_integrated_ad
8,0,tier0_cross,0,0.13429290304581323,0.1718800961971283,0.7013996488828805,extended_or_integrated_ad
8,1,tier3_va11y,3,0.265985627969106,0.301771342754364,0.7014957045919514,extended_or_integrated_ad
8,1,tier2_vatex_long,2,0.23019632697105408,0.2544543445110321,0.7014957045919514,extended_or_integrated_ad
8,1,tier1_vatex_short,1,0.21853330731391907,0.23112571239471436,0.7014957045919514,extended_or_integrated_ad
8,1,tier0_cross,0,0.17345933119455972,0.20514848828315735,0.7014957045919514,extended_or_integrated_ad
8,2,tier3_va11y,3,0.2522117694218953,0.26830482482910156,0.2772221628474953,low_ad_need
8,2,tier2_vatex_long,2,0.23622476557890573,0.2517580986022949,0.2772221628474953,low_ad_need
8,2,tier1_vatex_short,1,0.26030295590559643,0.27639058232307434,0.2772221628474953,low_ad_need
8,2,tier0_cross,0,0.18480771780014038,0.18828053772449493,0.2772221628474953,low_ad_need
8,3,tier3_va11y,3,0.22030167281627655,0.22030167281627655,0.1678785924590325,low_ad_need
8,3,tier2_vatex_long,2,0.21934598684310913,0.21934598684310913,0.1678785924590325,low_ad_need
8,3,tier1_vatex_short,1,0.2513241171836853,0.2513241171836853,0.1678785924590325,low_ad_need
8,3,tier0_cross,0,0.17580240964889526,0.17580240964889526,0.1678785924590325,low_ad_need
9,0,tier3_va11y,3,0.2784956792990367,0.2929437756538391,0.7650085708250683,extended_or_integrated_ad
9,0,tier2_vatex_long,2,0.24924505253632864,0.261989951133728,0.7650085708250683,extended_or_integrated_ad
9,0,tier1_vatex_short,1,0.24947325388590494,0.2508765757083893,0.7650085708250683,extended_or_integrated_ad
9,0,tier0_cross,0,0.14020014802614847,0.15686696767807007,0.7650085708250683,extended_or_integrated_ad
9,1,tier3_va11y,3,0.2694239517052968,0.28981447219848633,0.6644298148546941,extended_or_integrated_ad
9,1,tier2_vatex_long,2,0.24590960144996643,0.2648293375968933,0.6644298148546941,extended_or_integrated_ad
9,1,tier1_vatex_short,1,0.24118616183598837,0.25351041555404663,0.6644298148546941,extended_or_integrated_ad
9,1,tier0_cross,0,0.12383200973272324,0.17075106501579285,0.6644298148546941,extended_or_integrated_ad
9,2,tier3_va11y,3,0.2871510684490204,0.2929099500179291,0.6147746391521982,extended_or_integrated_ad
9,2,tier2_vatex_long,2,0.25966594616572064,0.26435768604278564,0.6147746391521982,extended_or_integrated_ad
9,2,tier1_vatex_short,1,0.24636571606000265,0.2590784430503845,0.6147746391521982,extended_or_integrated_ad
9,2,tier0_cross,0,0.1081363211075465,0.1171906590461731,0.6147746391521982,extended_or_integrated_ad
9,3,tier3_va11y,3,0.30607807636260986,0.30607807636260986,0.6248812874987871,extended_or_integrated_ad
9,3,tier2_vatex_long,2,0.27023956179618835,0.27023956179618835,0.6248812874987871,extended_or_integrated_ad
9,3,tier1_vatex_short,1,0.26184821128845215,0.26184821128845215,0.6248812874987871,extended_or_integrated_ad
9,3,tier0_cross,0,0.11351355165243149,0.11351355165243149,0.6248812874987871,extended_or_integrated_ad
11,0,tier3_va11y,3,0.2886069118976593,0.3188035488128662,0.5113281260148542,extended_or_integrated_ad
11,0,tier2_vatex_long,2,0.2299757848183314,0.3049212396144867,0.5113281260148542,extended_or_integrated_ad
11,0,tier1_vatex_short,1,0.17760711908340454,0.21459227800369263,0.5113281260148542,extended_or_integrated_ad
11,0,tier0_cross,0,0.11155516405900319,0.13782934844493866,0.5113281260148542,extended_or_integrated_ad
11,1,tier3_va11y,3,0.28021299839019775,0.2839459776878357,0.32172711114957525,low_ad_need
11,1,tier2_vatex_long,2,0.24182319144407907,0.2883984446525574,0.32172711114957525,low_ad_need
11,1,tier1_vatex_short,1,0.20329372584819794,0.24269671738147736,0.32172711114957525,low_ad_need
11,1,tier0_cross,0,0.13018586238225302,0.14911529421806335,0.32172711114957525,low_ad_need
11,2,tier3_va11y,3,0.28451788425445557,0.31133294105529785,0.42492800789492824,extended_or_integrated_ad
11,2,tier2_vatex_long,2,0.2534618029991786,0.2721671462059021,0.42492800789492824,extended_or_integrated_ad
11,2,tier1_vatex_short,1,0.2131041536728541,0.22737407684326172,0.42492800789492824,extended_or_integrated_ad
11,2,tier0_cross,0,0.13200201590855917,0.14235006272792816,0.42492800789492824,extended_or_integrated_ad
11,3,tier3_va11y,3,0.1766175925731659,0.1766175925731659,0.5631864600234457,standard_ad_slot
11,3,tier2_vatex_long,2,0.19538168609142303,0.19538168609142303,0.5631864600234457,standard_ad_slot
11,3,tier1_vatex_short,1,0.18182671070098877,0.18182671070098877,0.5631864600234457,standard_ad_slot
11,3,tier0_cross,0,0.17653316259384155,0.17653316259384155,0.5631864600234457,standard_ad_slot
12,0,tier3_va11y,3,0.22072994709014893,0.23182502388954163,0.09024071372950403,low_ad_need
12,0,tier2_vatex_long,2,0.23224619527657828,0.24358461797237396,0.09024071372950403,low_ad_need
12,0,tier1_vatex_short,1,0.2421352962652842,0.25611287355422974,0.09024071372950403,low_ad_need
12,0,tier0_cross,0,0.15501661598682404,0.16029946506023407,0.09024071372950403,low_ad_need
12,1,tier3_va11y,3,0.22125648955504099,0.2512671947479248,0.1349657341985946,low_ad_need
12,1,tier2_vatex_long,2,0.2275963524977366,0.2507297098636627,0.1349657341985946,low_ad_need
12,1,tier1_vatex_short,1,0.22728150089581808,0.2583058476448059,0.1349657341985946,low_ad_need
12,1,tier0_cross,0,0.16524200638135275,0.17721354961395264,0.1349657341985946,low_ad_need
12,2,tier3_va11y,3,0.26535625755786896,0.3209245204925537,0.16649799382907815,low_ad_need
12,2,tier2_vatex_long,2,0.2503933757543564,0.27350881695747375,0.16649799382907815,low_ad_need
12,2,tier1_vatex_short,1,0.25021763642628986,0.2856541872024536,0.16649799382907815,low_ad_need
12,2,tier0_cross,0,0.1550854742527008,0.17878875136375427,0.16649799382907815,low_ad_need
12,3,tier3_va11y,3,0.246679849922657,0.2951970100402832,0.47796651425419723,extended_or_integrated_ad
12,3,tier2_vatex_long,2,0.24352750182151794,0.2726150155067444,0.47796651425419723,extended_or_integrated_ad
12,3,tier1_vatex_short,1,0.24731648713350296,0.28123942017555237,0.47796651425419723,extended_or_integrated_ad
12,3,tier0_cross,0,0.1406909078359604,0.15122810006141663,0.47796651425419723,extended_or_integrated_ad
13,0,tier3_va11y,3,0.2486537198225657,0.2775493562221527,0.6344394468570758,extended_or_integrated_ad
13,0,tier2_vatex_long,2,0.2566089332103729,0.287916898727417,0.6344394468570758,extended_or_integrated_ad
13,0,tier1_vatex_short,1,0.2354701707760493,0.2629305124282837,0.6344394468570758,extended_or_integrated_ad
13,0,tier0_cross,0,0.13326742500066757,0.15275099873542786,0.6344394468570758,extended_or_integrated_ad
13,1,tier3_va11y,3,0.2574692368507385,0.2725248634815216,0.22252055502455065,low_ad_need
13,1,tier2_vatex_long,2,0.2717966636021932,0.2806053161621094,0.22252055502455065,low_ad_need
13,1,tier1_vatex_short,1,0.2511526395877202,0.2584409713745117,0.22252055502455065,low_ad_need
13,1,tier0_cross,0,0.12413250903288524,0.1585904210805893,0.22252055502455065,low_ad_need
13,2,tier3_va11y,3,0.2503022849559784,0.27797481417655945,0.1628151417977332,low_ad_need
13,2,tier2_vatex_long,2,0.264927680293719,0.289079487323761,0.1628151417977332,low_ad_need
13,2,tier1_vatex_short,1,0.24354985853036246,0.26380813121795654,0.1628151417977332,low_ad_need
13,2,tier0_cross,0,0.11188865453004837,0.13061687350273132,0.1628151417977332,low_ad_need
13,3,tier3_va11y,3,0.2768460214138031,0.2768460214138031,0.5243680056836387,extended_or_integrated_ad
13,3,tier2_vatex_long,2,0.2867645025253296,0.2867645025253296,0.5243680056836387,extended_or_integrated_ad
13,3,tier1_vatex_short,1,0.26149269938468933,0.26149269938468933,0.5243680056836387,extended_or_integrated_ad
13,3,tier0_cross,0,0.13087645173072815,0.13087645173072815,0.5243680056836387,extended_or_integrated_ad
14,0,tier3_va11y,3,0.29370664556821185,0.31674206256866455,0.4886847009096419,extended_or_integrated_ad
14,0,tier2_vatex_long,2,0.2797000507513682,0.2977892756462097,0.4886847009096419,extended_or_integrated_ad
14,0,tier1_vatex_short,1,0.3111052413781484,0.3250406086444855,0.4886847009096419,extended_or_integrated_ad
14,0,tier0_cross,0,0.15019517143567404,0.17198249697685242,0.4886847009096419,extended_or_integrated_ad
14,1,tier3_va11y,3,0.2884907126426697,0.2951807975769043,0.47171627834168306,extended_or_integrated_ad
14,1,tier2_vatex_long,2,0.2772663434346517,0.29378336668014526,0.47171627834168306,extended_or_integrated_ad
14,1,tier1_vatex_short,1,0.30636824170748395,0.31816571950912476,0.47171627834168306,extended_or_integrated_ad
14,1,tier0_cross,0,0.12357356150945027,0.12875054776668549,0.47171627834168306,extended_or_integrated_ad
14,2,tier3_va11y,3,0.2945280373096466,0.2991699278354645,0.484288898523419,extended_or_integrated_ad
14,2,tier2_vatex_long,2,0.26857418815294903,0.27167510986328125,0.484288898523419,extended_or_integrated_ad
14,2,tier1_vatex_short,1,0.3048672874768575,0.31603705883026123,0.484288898523419,extended_or_integrated_ad
14,2,tier0_cross,0,0.12252515057722728,0.1311180293560028,0.484288898523419,extended_or_integrated_ad
14,3,tier3_va11y,3,0.2882229685783386,0.2882229685783386,0.13382786112830766,low_ad_need
14,3,tier2_vatex_long,2,0.2583810091018677,0.2583810091018677,0.13382786112830766,low_ad_need
14,3,tier1_vatex_short,1,0.29080137610435486,0.29080137610435486,0.13382786112830766,low_ad_need
14,3,tier0_cross,0,0.12156011909246445,0.12156011909246445,0.13382786112830766,low_ad_need
15,0,tier3_va11y,3,0.28334123889605206,0.324229896068573,0.5108059153297729,extended_or_integrated_ad
15,0,tier2_vatex_long,2,0.24342048664887747,0.2605041563510895,0.5108059153297729,extended_or_integrated_ad
15,0,tier1_vatex_short,1,0.21443943679332733,0.23621121048927307,0.5108059153297729,extended_or_integrated_ad
15,0,tier0_cross,0,0.053843057403961815,0.07770378142595291,0.5108059153297729,extended_or_integrated_ad
15,1,tier3_va11y,3,0.3035234808921814,0.31069475412368774,0.6141136134833061,extended_or_integrated_ad
15,1,tier2_vatex_long,2,0.2541380524635315,0.26961034536361694,0.6141136134833061,extended_or_integrated_ad
15,1,tier1_vatex_short,1,0.2438210348288218,0.249226376414299,0.6141136134833061,extended_or_integrated_ad
15,1,tier0_cross,0,0.06571990251541138,0.07859282195568085,0.6141136134833061,extended_or_integrated_ad
15,2,tier3_va11y,3,0.2830408811569214,0.2950354218482971,0.633079272327266,extended_or_integrated_ad
15,2,tier2_vatex_long,2,0.24135313431421915,0.24705785512924194,0.633079272327266,extended_or_integrated_ad
15,2,tier1_vatex_short,1,0.24953332543373108,0.2577744722366333,0.633079272327266,extended_or_integrated_ad
15,2,tier0_cross,0,0.06365158781409264,0.07257474958896637,0.633079272327266,extended_or_integrated_ad
15,3,tier3_va11y,3,0.2651991844177246,0.2651991844177246,0.5706195456395662,extended_or_integrated_ad
15,3,tier2_vatex_long,2,0.23292267322540283,0.23292267322540283,0.5706195456395662,extended_or_integrated_ad
15,3,tier1_vatex_short,1,0.24565966427326202,0.24565966427326202,0.5706195456395662,extended_or_integrated_ad
15,3,tier0_cross,0,0.07817262411117554,0.07817262411117554,0.5706195456395662,extended_or_integrated_ad
16,0,tier3_va11y,3,0.27334986130396527,0.2957143783569336,0.644815716432821,extended_or_integrated_ad
16,0,tier2_vatex_long,2,0.23322941362857819,0.23974907398223877,0.644815716432821,extended_or_integrated_ad
16,0,tier1_vatex_short,1,0.25297056635220844,0.26008009910583496,0.644815716432821,extended_or_integrated_ad
16,0,tier0_cross,0,0.0755152553319931,0.0868154764175415,0.644815716432821,extended_or_integrated_ad
16,1,tier3_va11y,3,0.285492867231369,0.2969919443130493,0.13374127062846897,low_ad_need
16,1,tier2_vatex_long,2,0.2261877159277598,0.23210158944129944,0.13374127062846897,low_ad_need
16,1,tier1_vatex_short,1,0.24367096026738486,0.24645081162452698,0.13374127062846897,low_ad_need
16,1,tier0_cross,0,0.07524738709131877,0.07775121182203293,0.13374127062846897,low_ad_need
16,2,tier3_va11y,3,0.2749201754728953,0.2788267731666565,0.01636335196024764,low_ad_need
16,2,tier2_vatex_long,2,0.22672595083713531,0.22965097427368164,0.01636335196024764,low_ad_need
16,2,tier1_vatex_short,1,0.2498017797867457,0.2529808282852173,0.01636335196024764,low_ad_need
16,2,tier0_cross,0,0.07524173458417256,0.07888371497392654,0.01636335196024764,low_ad_need
16,3,tier3_va11y,3,0.27587610483169556,0.27587610483169556,0.16611218076004208,low_ad_need
16,3,tier2_vatex_long,2,0.2213374376296997,0.2213374376296997,0.16611218076004208,low_ad_need
16,3,tier1_vatex_short,1,0.2442319095134735,0.2442319095134735,0.16611218076004208,low_ad_need
16,3,tier0_cross,0,0.07583341002464294,0.07583341002464294,0.16611218076004208,low_ad_need
17,0,tier3_va11y,3,0.30384571353594464,0.3190683126449585,0.31785759789313806,low_ad_need
17,0,tier2_vatex_long,2,0.27959852417310077,0.29294219613075256,0.31785759789313806,low_ad_need
17,0,tier1_vatex_short,1,0.23689702649911246,0.24677999317646027,0.31785759789313806,low_ad_need
17,0,tier0_cross,0,0.16111687322457632,0.16530923545360565,0.31785759789313806,low_ad_need
17,1,tier3_va11y,3,0.28348609805107117,0.3034411370754242,0.5085567810193516,extended_or_integrated_ad
17,1,tier2_vatex_long,2,0.2741786440213521,0.2880101203918457,0.5085567810193516,extended_or_integrated_ad
17,1,tier1_vatex_short,1,0.2324118365844091,0.24945177137851715,0.5085567810193516,extended_or_integrated_ad
17,1,tier0_cross,0,0.1846077342828115,0.21079081296920776,0.5085567810193516,extended_or_integrated_ad
17,2,tier3_va11y,3,0.25310272475083667,0.2943339943885803,0.5781991369169097,extended_or_integrated_ad
17,2,tier2_vatex_long,2,0.23862886925538382,0.28532329201698303,0.5781991369169097,extended_or_integrated_ad
17,2,tier1_vatex_short,1,0.20651077727476755,0.2497168928384781,0.5781991369169097,extended_or_integrated_ad
17,2,tier0_cross,0,0.16626190642515817,0.1890888214111328,0.5781991369169097,extended_or_integrated_ad
17,3,tier3_va11y,3,0.2676813527941704,0.29568153619766235,0.8025382417134777,extended_or_integrated_ad
17,3,tier2_vatex_long,2,0.2416418418288231,0.26973235607147217,0.8025382417134777,extended_or_integrated_ad
17,3,tier1_vatex_short,1,0.2102476879954338,0.2563604414463043,0.8025382417134777,extended_or_integrated_ad
17,3,tier0_cross,0,0.16394704580307007,0.1811208426952362,0.8025382417134777,extended_or_integrated_ad
18,0,tier3_va11y,3,0.24183737734953561,0.2752857804298401,0.21217950408464048,low_ad_need
18,0,tier2_vatex_long,2,0.20424912869930267,0.2721044719219208,0.21217950408464048,low_ad_need
18,0,tier1_vatex_short,1,0.19404534498850504,0.21489042043685913,0.21217950408464048,low_ad_need
18,0,tier0_cross,0,0.12184957663218181,0.15346822142601013,0.21217950408464048,low_ad_need
18,1,tier3_va11y,3,0.24303628007570902,0.25216010212898254,0.598216940713403,extended_or_integrated_ad
18,1,tier2_vatex_long,2,0.21475215752919516,0.26164257526397705,0.598216940713403,extended_or_integrated_ad
18,1,tier1_vatex_short,1,0.22821487486362457,0.2613154351711273,0.598216940713403,extended_or_integrated_ad
18,1,tier0_cross,0,0.10357117652893066,0.13280218839645386,0.598216940713403,extended_or_integrated_ad
18,2,tier3_va11y,3,0.2217953403790792,0.2507947087287903,0.47370538694954023,extended_or_integrated_ad
18,2,tier2_vatex_long,2,0.20901026328404745,0.2515658438205719,0.47370538694954023,extended_or_integrated_ad
18,2,tier1_vatex_short,1,0.16800905267397562,0.20539316534996033,0.47370538694954023,extended_or_integrated_ad
