clip_idx,tier,gt,need_weighted_clip,critical_weighted_clip,clip_mean,clip_top3,adqa_v4_mean,adqa_critical_only,adqa_v2_score,ensemble_w50_adqa_need_weighted_clip,adqa_v4_norm,adqa_crit_norm,clip_top3_norm,need_w_norm,adqa_v4_rank,clip_top3_rank,ensemble_v4_minmax_50,ensemble_crit_minmax_50,ensemble_v4_rank_50,ensemble_adqa_v4_only,ensemble_clip_only,ensemble_no_norm_sum,v2_v4_adqa_delta
9,tier3_va11y,3,0.2846885332453765,0.2846885332453765,0.2852871939539909,0.2905749413702223,0.7222222222222222,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,0.2905749413702223,1.0127971635924444,0.1777777777777778
11,tier0_cross,0,0.1397113373170608,0.141755165834073,0.1375690512359142,0.1462403469615512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.1462403469615512,0.1462403469615512,0.0
11,tier1_vatex_short,1,0.1917322051629725,0.1892515135609043,0.1939579273263613,0.1994081967406802,0.6818181818181818,0.8333333333333334,0.3,0.4200962020163504,0.75,0.8333333333333334,0.38470116783820557,0.465192404032701,0.75,0.5,0.5673505839191028,0.6090172505857695,0.625,0.6818181818181818,0.1994081967406802,0.881226378558862,-0.3818181818181818
11,tier2_vatex_long,2,0.2268506344512146,0.2236380556387101,0.230160616338253,0.2417535930871963,0.4090909090909091,0.5,0.6,0.7646180590414986,0.45000000000000007,0.5,0.6910954172718394,0.7792361180829973,0.5,0.75,0.5705477086359197,0.5955477086359198,0.625,0.4090909090909091,0.2417535930871963,0.6508445021781054,0.19090909090909086
11,tier3_va11y,3,0.2515379006808402,0.245385243429879,0.2574888467788696,0.2844459315141042,0.9090909090909091,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.2844459315141042,1.1935368406050133,-0.10909090909090902
12,tier0_cross,0,0.1487433621013303,0.1406909078359604,0.1540087511142095,0.1584480322069592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.1584480322069592,0.1584480322069592,0.0
12,tier1_vatex_short,1,0.2442250242836594,0.2473164871335029,0.2417377301802237,0.2465564732750257,0.5909090909090909,0.6666666666666666,0.3,0.6875,0.6842105263157895,0.6666666666666666,1.0,1.0,0.75,1.0,0.8421052631578947,0.8333333333333333,0.875,0.5909090909090909,0.2465564732750257,0.8374655641841167,-0.29090909090909095
12,tier2_vatex_long,2,0.241198991055659,0.2435275018215179,0.2384408563375473,0.2420556909508175,0.4090909090909091,0.5,0.2,0.6091538513320917,0.4736842105263158,0.5,0.9489176942680078,0.9683077026641833,0.5,0.5,0.7113009523971618,0.7244588471340039,0.5,0.4090909090909091,0.2420556909508175,0.6511466000417266,-0.2090909090909091
12,tier3_va11y,3,0.2436172711058983,0.246679849922657,0.2385056360314289,0.2444308656785223,0.8636363636363636,1.0,0.8,0.9968174350766928,1.0,1.0,0.9758750969744056,0.9936348701533856,1.0,0.75,0.9879375484872028,0.9879375484872028,0.875,0.8636363636363636,0.2444308656785223,1.1080672293148859,-0.0636363636363636
13,tier0_cross,0,0.1288849012658174,0.1321854938459687,0.1250412600735823,0.1294254619214269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.1294254619214269,0.1294254619214269,0.0
13,tier1_vatex_short,1,0.2474189001464431,0.247245536389586,0.2479163420697053,0.2520650658342573,0.2727272727272727,0.3333333333333333,0.4,0.6424655658040428,0.46153846153846145,0.5,0.8453774765159785,0.840486687163641,0.5,0.5,0.65345796902722,0.6726887382579892,0.5,0.2727272727272727,0.2520650658342573,0.5247923385615301,0.12727272727272732
13,tier2_vatex_long,2,0.2699150932854411,0.2702545269690849,0.2700244449079036,0.2744962821404139,0.45454545454545453,0.5,0.7,0.8888888888888888,0.7692307692307692,0.75,1.0,1.0,0.75,1.0,0.8846153846153846,0.875,0.875,0.45454545454545453,0.2744962821404139,0.7290417366858684,0.24545454545454543
13,tier3_va11y,3,0.2596716012126065,0.261410922003667,0.2583178157607714,0.2615391810735066,0.5909090909090909,0.6666666666666666,0.9,0.9636833364326368,1.0,1.0,0.9106843054492398,0.9273666728652737,1.0,0.75,0.95534215272462,0.95534215272462,0.875,0.5909090909090909,0.2615391810735066,0.8524482719825975,0.3090909090909091
14,tier0_cross,0,0.1313228472572898,0.1322272109198138,0.129463500653704,0.1320979611741172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.1320979611741172,0.1320979611741172,0.0
14,tier1_vatex_short,1,0.3060544811967536,0.3074674421799269,0.3032855366667111,0.3074469235208299,0.5,0.5,0.6,0.8,0.55,0.5,1.0,1.0,0.75,1.0,0.775,0.75,0.875,0.5,0.3074469235208299,0.8074469235208299,0.09999999999999998
14,tier2_vatex_long,2,0.2737519181363312,0.275175791807301,0.2709803978602091,0.2751801941129896,0.36363636363636365,0.3333333333333333,0.6,0.7075652120565252,0.4,0.3333333333333333,0.8159856267410344,0.8151304241130505,0.5,0.5,0.6079928133705172,0.5746594800371838,0.5,0.36363636363636365,0.2751801941129896,0.6388165577493532,0.23636363636363633
14,tier3_va11y,3,0.2919350352405271,0.2922789000030681,0.2912370910247167,0.2922417985068427,0.9090909090909091,1.0,1.0,0.9595967666589834,1.0,1.0,0.9132864842169834,0.9191935333179668,1.0,0.75,0.9566432421084917,0.9566432421084917,0.875,0.9090909090909091,0.2922417985068427,1.2013327075977518,0.09090909090909094
15,tier0_cross,0,0.065603780624565,0.065603780624565,0.0653467929611603,0.0691813714802265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0691813714802265,0.0691813714802265,0.0
15,tier1_vatex_short,1,0.2393794296104266,0.2393794296104266,0.2383633653322855,0.2463380081786049,0.13636363636363635,0.16666666666666666,0.3,0.6975964334533955,0.5,0.5,0.8023864927592588,0.7951928669067909,0.625,0.75,0.6511932463796294,0.6511932463796294,0.6875,0.13636363636363635,0.2463380081786049,0.38270164454224126,0.16363636363636364
15,tier2_vatex_long,2,0.2431124703660069,0.2431124703660069,0.2429585866630077,0.2463038911422093,0.13636363636363635,0.16666666666666666,0.5,0.9061375823371244,0.5,0.5,0.8022319682114519,0.8122751646742491,0.625,0.5,0.6511159841057259,0.6511159841057259,0.5625,0.13636363636363635,0.2463038911422093,0.38266752750584565,0.36363636363636365
15,tier3_va11y,3,0.284136486610509,0.284136486610509,0.2837761963407199,0.289968533648385,0.2727272727272727,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2727272727272727,0.289968533648385,0.5626958063756577,0.2272727272727273
16,tier0_cross,0,0.0755283127618126,0.0755152553319931,0.0754594467580318,0.0755320174826516,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.045454545454545456,0.0755320174826516,0.12098656293719706,-0.045454545454545456
16,tier1_vatex_short,1,0.2501119841587501,0.2529705663522084,0.2476688039799531,0.2490014185508092,0.5909090909090909,0.6666666666666666,0.0,0.4365141524935769,0.6315789473684211,0.6666666666666666,0.8535576462930999,0.8730283049871538,0.5,0.75,0.7425682968307605,0.7601121564798833,0.625,0.5909090909090909,0.2490014185508092,0.8399105094599002,-0.5909090909090909
16,tier2_vatex_long,2,0.2300832286109133,0.2332294136285782,0.2268701295057932,0.2287143601311577,0.7272727272727273,0.8333333333333334,0.2,0.7197692901771746,0.7894736842105263,0.8333333333333334,0.7537350047882464,0.7728719136876824,0.75,0.5,0.7716043444993863,0.7935341690607899,0.625,0.7272727272727273,0.2287143601311577,0.9559870874038849,-0.5272727272727273
16,tier3_va11y,3,0.2755031250326546,0.2733498613039652,0.2774097522099813,0.2787630491786533,0.9090909090909091,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.2787630491786533,1.1878539582695624,-0.6090909090909091
17,tier0_cross,0,0.1689063748323697,0.1702168919147371,0.168983389933904,0.1716055621703466,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.1716055621703466,0.1716055621703466,0.4
17,tier1_vatex_short,1,0.2182134946823344,0.2150701501093844,0.2215168320884307,0.2265188503596518,0.5,0.75,0.4,0.2374973663531812,0.5625,0.75,0.48424917741446194,0.4749947327063624,0.625,0.5,0.523374588707231,0.617124588707231,0.5625,0.5,0.2265188503596518,0.7265188503596518,-0.09999999999999998
17,tier2_vatex_long,2,0.2538156912382704,0.2494779499174246,0.2585119698196649,0.2651396700077587,0.5,0.75,0.4,0.408982294780392,0.5625,0.75,0.824824305263215,0.8179645895607841,0.625,0.75,0.6936621526316076,0.7874121526316076,0.6875,0.5,0.2651396700077587,0.7651396700077586,-0.09999999999999998
17,tier3_va11y,3,0.2727119887789267,0.2674740056336411,0.2770289722830057,0.2850043881270621,0.8888888888888888,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.2850043881270621,1.173893277015951,-0.38888888888888884
18,tier0_cross,0,0.1012952283386624,0.0988390080872377,0.1045418015370766,0.1073693964216444,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.1073693964216444,0.1073693964216444,0.1
18,tier1_vatex_short,1,0.1938596273531516,0.1938374343159174,0.1930670899649461,0.2014197690619362,0.5,0.75,0.1,0.4062714811273651,0.5625,0.75,0.733697016585024,0.8125429622547303,0.5,0.5,0.6480985082925119,0.7418485082925119,0.5,0.5,0.2014197690619362,0.7014197690619361,-0.4
18,tier2_vatex_long,2,0.2007549641897461,0.2003374156736062,0.2025638955334822,0.2093371831708484,0.6666666666666666,1.0,0.3,0.6865355863265662,0.75,1.0,0.7954616108944403,0.8730711726531325,0.75,0.75,0.7727308054472202,0.8977308054472202,0.75,0.6666666666666666,0.2093371831708484,0.876003849837515,-0.36666666666666664
18,tier3_va11y,3,0.2152146188378819,0.2120332307602199,0.221443227181832,0.2355563326014412,0.8888888888888888,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.2355563326014412,1.12444522149033,-0.38888888888888884
19,tier0_cross,0,0.0677986032320899,0.0685402356330225,0.067421077688535,0.0684607177972793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0684607177972793,0.0684607177972793,0.0
19,tier1_vatex_short,1,0.2233596820254111,0.2231741525589216,0.2235906193653742,0.2261435124609205,0.3333333333333333,0.5,0.2,0.5804365839618043,0.75,1.0,0.8699104232816894,0.8751588822093228,0.75,0.5,0.8099552116408447,0.9349552116408447,0.625,0.3333333333333333,0.2261435124609205,0.5594768457942538,-0.1333333333333333
19,tier2_vatex_long,2,0.2404131000430451,0.2401594477322343,0.2408339291810989,0.2434434410598542,0.05555555555555555,0.0,0.6,0.914120613669668,0.125,0.0,0.9653513256473775,0.9710983701964789,0.5,0.75,0.5451756628236888,0.48267566282368873,0.625,0.05555555555555555,0.2434434410598542,0.29899899661540974,0.5444444444444444
19,tier3_va11y,3,0.2455504171662753,0.2462008103128999,0.2455846806367238,0.2497239725457297,0.4444444444444444,0.5,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.2497239725457297,0.6941684169901741,0.25555555555555554
